huntCode,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permitCount,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,matchedPermitRegister,matchedRegisterLabel,matchedCanonicalHunts,boundaryIds,sourceHuntCodes
CP-ELK-MT-DUTTON-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Mt Dutton,mt-dutton,Mt Dutton,Any Legal Weapon,Hunter's Choice,1,SFW,48250,Elk,178,178,false,,true,630,EB3011 | EB3049 | EB3050 | EB3089 | EB3113 | EB3186 | EB3187 | EL3011 | EL3049 | EL3050 | EL3089 | EL3186 | EL3187
CP-ELK-MT-DUTTON-BULL-ARCHERY,Elk,Bull,Conservation,MDF,Mt Dutton,mt-dutton,Mt Dutton,Archery,Archery,1,MDF,29000,Elk,177,177,false,,true,630,EB3011 | EB3049 | EB3050 | EB3089 | EB3113 | EB3186 | EB3187 | EL3011 | EL3049 | EL3050 | EL3089 | EL3186 | EL3187
CP-ELK-MT-DUTTON-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,Mt Dutton,mt-dutton,Mt Dutton,Multiseason,Multiseason,1,MDF,62500,Elk,179,179,false,,true,630,EB3011 | EB3049 | EB3050 | EB3089 | EB3113 | EB3186 | EB3187 | EL3011 | EL3049 | EL3050 | EL3089 | EL3186 | EL3187
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,Nebo/San Pitch Mtns,Any Legal Weapon,"Any Legal Weapon, late",1,SFW,28500,Elk,180,180,false,,true,901,EB3173 | EB3174 | EB3175 | EB3176 | EB3177 | EB3178 | EB3179 | EL3173 | EL3174 | EL3175 | EL3176 | EL3177 | EL3179
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,Nebo/San Pitch Mtns,Any Legal Weapon,Hunter's Choice,1,MDF,35500,Elk,182,182,false,,true,901,EB3173 | EB3174 | EB3175 | EB3176 | EB3177 | EB3178 | EB3179 | EL3173 | EL3174 | EL3175 | EL3176 | EL3177 | EL3179
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ARCHERY,Elk,Bull,Conservation,SFW,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,Nebo/San Pitch Mtns,Archery,Archery,1,SFW,21500,Elk,181,181,false,,true,901,EB3173 | EB3174 | EB3175 | EB3176 | EB3177 | EB3178 | EB3179 | EL3173 | EL3174 | EL3175 | EL3176 | EL3177 | EL3179
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-MULTISEASON,Elk,Bull,Conservation,NWTF,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,Nebo/San Pitch Mtns,Multiseason,Multiseason,1,NWTF,41666.67,Elk,183,183,false,,true,901,EB3173 | EB3174 | EB3175 | EB3176 | EB3177 | EB3178 | EB3179 | EL3173 | EL3174 | EL3175 | EL3176 | EL3177 | EL3179
CP-ELK-NORTH-SLOPE-THREE-CORNERS-BULL-MULTISEASON,Elk,Bull,Conservation,NWTF,"North Slope, Three Corners",north-slope-three-corners,"North Slope, Three Corners",Multiseason,Multiseason,1,NWTF,17666.67,Elk,184,184,false,,true,140,EB3013 | EB3053 | EB3091 | EB3115 | EB3210 | EL3013 | EL3053 | EL3091 | EL3210
CP-ELK-PANGUITCH-LAKE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Panguitch Lake,panguitch-lake,Panguitch Lake,Any Legal Weapon,"Any Legal Weapon, late",1,MDF,48500,Elk,185,185,false,,true,634,EB3015 | EB3056 | EB3057 | EB3093 | EB3117 | EB3188 | EB3189 | EL3015 | EL3056 | EL3057 | EL3093 | EL3188 | EL3189
CP-ELK-PANGUITCH-LAKE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Panguitch Lake,panguitch-lake,Panguitch Lake,Any Legal Weapon,Hunter's Choice,1,SFW,60833.33,Elk,186,186,false,,true,634,EB3015 | EB3056 | EB3057 | EB3093 | EB3117 | EB3188 | EB3189 | EL3015 | EL3056 | EL3057 | EL3093 | EL3188 | EL3189
CP-ELK-PANGUITCH-LAKE-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,Panguitch Lake,panguitch-lake,Panguitch Lake,Multiseason,Multiseason,1,MDF,80666.67,Elk,187,187,false,,true,634,EB3015 | EB3056 | EB3057 | EB3093 | EB3117 | EB3188 | EB3189 | EL3015 | EL3056 | EL3057 | EL3093 | EL3188 | EL3189
CP-ELK-SAN-JUAN-BULL-ELK-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,San Juan Bull Elk,san-juan-bull-elk,San Juan Bull Elk,Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,53000,Elk,188,188,false,,true,183,EB3019 | EB3066 | EB3067 | EB3097 | EB3121 | EB3193 | EB3194 | EL3019 | EL3066 | EL3067 | EL3097 | EL3193 | EL3194
CP-ELK-SAN-JUAN-BULL-ELK-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,San Juan Bull Elk,san-juan-bull-elk,San Juan Bull Elk,Any Legal Weapon,"Any Legal Weapon, mid",1,SFW,46500,Elk,189,189,false,,true,183,EB3019 | EB3066 | EB3067 | EB3097 | EB3121 | EB3193 | EB3194 | EL3019 | EL3066 | EL3067 | EL3097 | EL3193 | EL3194
CP-ELK-SAN-JUAN-BULL-ELK-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,San Juan Bull Elk,san-juan-bull-elk,San Juan Bull Elk,Any Legal Weapon,Hunter's Choice,1,MDF,66250,Elk,191,191,false,,true,183,EB3019 | EB3066 | EB3067 | EB3097 | EB3121 | EB3193 | EB3194 | EL3019 | EL3066 | EL3067 | EL3097 | EL3193 | EL3194
CP-ELK-SAN-JUAN-BULL-ELK-BULL-ARCHERY,Elk,Bull,Conservation,MDF,San Juan Bull Elk,san-juan-bull-elk,San Juan Bull Elk,Archery,Archery,1,MDF,40166.67,Elk,190,190,false,,true,183,EB3019 | EB3066 | EB3067 | EB3097 | EB3121 | EB3193 | EB3194 | EL3019 | EL3066 | EL3067 | EL3097 | EL3193 | EL3194
CP-ELK-SAN-JUAN-BULL-ELK-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,San Juan Bull Elk,san-juan-bull-elk,San Juan Bull Elk,Multiseason,Multiseason,1,RMEF,64000,Elk,192,192,false,,true,183,EB3019 | EB3066 | EB3067 | EB3097 | EB3121 | EB3193 | EB3194 | EL3019 | EL3066 | EL3067 | EL3097 | EL3193 | EL3194
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Any Legal Weapon,"Any Legal Weapon, late",1,MDF,22500,Elk,193,193,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Any Legal Weapon,"Any Legal Weapon, mid | Hunter's Choice",2,SFW,24166.665,Elk,194,194 | 196,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ARCHERY,Elk,Bull,Conservation,UAA,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Archery,Archery,1,UAA,20166.67,Elk,195,195,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Multiseason,Multiseason,1,RMEF,38583.33,Elk,197,197,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Multiseason,Multiseason,1,MDF,38583.33,Elk,198,198,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MUZZLELOADER,Elk,Bull,Conservation,RMEF,"Southwest Desert, South",southwest-desert-south,"Southwest Desert, South",Muzzleloader,Muzzleloader,1,RMEF,23983.33,Elk,199,199,true,"Southwest Desert, South Conservation Permit",true,872,EB3146 | EB3149 | EB3152 | EB3155 | EB3157 | EB3197 | EB3198 | EL3146 | EL3149 | EL3152 | EL3155 | EL3197 | EL3198
CP-ELK-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Statewide,statewide,Elk - Statewide Permit | Statewide,Any Legal Weapon,,1,SFW,195000,Elk,208,208,true,Statewide Elk Conservation Permit,false,108 | 12 | 128 | 140 | 163 | 17 | 175 | 183 | 206 | 222 | 241 | 33 | 36 | 41 | 449 | 455 | 51 | 616 | 617 | 622 | 625 | 629 | 630 | 634 | 683 | 685 | 88,EB1000
CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,RMEF,Wasatch Mtns,wasatch-mtns,"Wasatch Mtns | Wasatch Mtns (Conservation) | Wasatch Mtns, East | Wasatch Mtns, West",Any Legal Weapon,Any Legal Weapon,1,RMEF,2237.5,Antlerless Elk,17,17,true,Wasatch Mtns Antlerless Conservation Permit,false,222 | 234,EA2045
CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,MDF,Wasatch Mtns,wasatch-mtns,"Wasatch Mtns | Wasatch Mtns (Conservation) | Wasatch Mtns, East | Wasatch Mtns, West",Any Legal Weapon,Any Legal Weapon,1,MDF,2237.5,Antlerless Elk,18,18,true,Wasatch Mtns Antlerless Conservation Permit,false,222 | 234,EA2045
CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,SFW,Wasatch Mtns,wasatch-mtns,"Wasatch Mtns | Wasatch Mtns (Conservation) | Wasatch Mtns, East | Wasatch Mtns, West",Any Legal Weapon,Any Legal Weapon,2,SFW,2237.5,Antlerless Elk,19,19 | 20,true,Wasatch Mtns Antlerless Conservation Permit,false,222 | 234,EA2045
CP-ELK-WASATCH-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,22500,Elk,200,200,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-ELK-WASATCH-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Any Legal Weapon,"Any Legal Weapon, mid | Hunter's Choice",3,SFW,25527.78,Elk,201,201 | 203 | 204,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-ELK-WASATCH-MTNS-BULL-ARCHERY,Elk,Bull,Conservation,WCF,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Archery,Archery,1,WCF,8416.67,Elk,202,202,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-ELK-WASATCH-MTNS-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Multiseason,Multiseason,1,RMEF,33583.33,Elk,205,205,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-ELK-WASATCH-MTNS-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Multiseason,Multiseason,1,MDF,33583.33,Elk,206,206,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-ELK-WASATCH-MTNS-BULL-MUZZLELOADER,Elk,Bull,Conservation,MDF,Wasatch Mtns,wasatch-mtns,Wasatch Mtns,Muzzleloader,Muzzleloader,1,MDF,20166.67,Elk,207,207,true,Wasatch Mtns Conservation Permit,true,222,EB3022 | EB3072 | EB3073 | EB3100 | EB3124 | EB3127 | EB3199 | EL3022 | EL3072 | EL3073 | EL3100 | EL3127 | EL3199
CP-MOOSE-CACHE-BULL-ANY-LEGAL-WEAPON,Moose,Bull,Conservation,UCWF,Cache,cache,Cache,Any Legal Weapon,Any Legal Weapon,1,UCWF,44666.67,Moose,209,209,false,,true,29,MB6000
CP-MOOSE-NORTH-SLOPE-SUMMIT-BULL-ANY-LEGAL-WEAPON,Moose,Bull,Conservation,SCI,"North Slope, Summit",north-slope-summit,"North Slope, Summit",Any Legal Weapon,Any Legal Weapon,1,SCI,32666.67,Moose,210,210,false,,true,138,MA1004 | MB6006
CP-MOOSE-NORTH-SLOPE-SUMMIT-BULL-ANY-LEGAL-WEAPON,Moose,Bull,Conservation,SFW,"North Slope, Summit",north-slope-summit,"North Slope, Summit",Any Legal Weapon,Any Legal Weapon,1,SFW,32666.67,Moose,211,211,false,,true,138,MA1004 | MB6006
CP-MOOSE-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Moose,Bull,Conservation,RMEF,Statewide,statewide,Moose - Statewide Conservation,Any Legal Weapon,,1,RMEF,64000,Moose,213,213,true,Statewide Moose Conservation,false,454,MB6260
CP-MOOSE-WASATCH-MTNS-CENTRAL-MTNS-BULL-ANY-LEGAL-WEAPON,Moose,Bull,Conservation,NWTF,Wasatch Mtns/Central Mtns,wasatch-mtns-central-mtns,Wasatch Mtns/Central Mtns,Any Legal Weapon,Any Legal Weapon,1,NWTF,35541.67,Moose,212,212,false,,true,743,MB6011
CP-MOUNTAIN-GOAT-BEAVER-EARLY-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,UWSF,Beaver (early),beaver-early,Beaver,Any Legal Weapon,"Any Legal Weapon, early",1,UWSF,32000,Mountain Goat,214,214,false,,true,617 | 628,GO6800 | GO6801 | GO6802 | GO6822
CP-MOUNTAIN-GOAT-HIGH-UINTAS-WEST-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,RMEF,High Uintas West,high-uintas-west,High Uintas West,Any Legal Weapon,Any Legal Weapon,1,RMEF,31000,Mountain Goat,215,215,false,,true,148,GO6808
CP-MOUNTAIN-GOAT-LA-SAL-LA-SAL-MTNS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,SFW,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,La Sal Mtns,Any Legal Weapon,Any Legal Weapon,1,SFW,22666.67,Mountain Goat,216,216,false,,true,617,GO6817
CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,UWSF,Nebo,nebo,Nebo,Any Legal Weapon,Any Legal Weapon,1,UWSF,22666.67,Mountain Goat,217,217,false,,true,616,GO6803 | GO6821
CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ARCHERY,Mountain Goat,Hunter's Choice,Conservation,UAA,Nebo,nebo,Nebo,Archery,Archery,1,UAA,16000,Mountain Goat,218,218,false,,true,616,GO6803 | GO6821
CP-MOUNTAIN-GOAT-STATEWIDE-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,SFW,Statewide,statewide,Mountain Goat - Statewide Conservation,Any Legal Weapon,,1,SFW,59166.67,Mountain Goat,220,220,true,Statewide Mountain Goat Conservation,false,454,GO6816
CP-MOUNTAIN-GOAT-WASATCH-MTNS-TIMPANOGOS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Hunter's Choice,Conservation,SCI,"Wasatch Mtns, Timpanogos",wasatch-mtns-timpanogos,"Wasatch Mtns, Timpanogos",Any Legal Weapon,Any Legal Weapon,1,SCI,21666.67,Mountain Goat,219,219,false,,true,200,GO6820
CP-PRONGHORN-BEAVER-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,UAA,Beaver,beaver,Beaver,Any Legal Weapon,Hunter's Choice,1,UAA,5641.67,Pronghorn,221,221,false,,true,628,PB5000 | PB5025
CP-PRONGHORN-BEAVER-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,Beaver,beaver,Beaver,Any Legal Weapon,Hunter's Choice,1,SFW,5641.67,Pronghorn,222,222,false,,true,628,PB5000 | PB5025
CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,DSC,"Book Cliffs, Bitter Creek",book-cliffs-bitter-creek,"Book Cliffs, Bitter Creek",Any Legal Weapon,Any Legal Weapon,1,DSC,3275,Pronghorn,223,223,false,,true,10 | 449 | 667 | 747 | 899 | 9,PB5001 | PB5026
CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Book Cliffs, Bitter Creek",book-cliffs-bitter-creek,"Book Cliffs, Bitter Creek",Any Legal Weapon,Any Legal Weapon,1,SFW,3275,Pronghorn,224,224,false,,true,10 | 449 | 667 | 747 | 899 | 9,PB5001 | PB5026
CP-PRONGHORN-BOOK-CLIFFS-BITTER-CREEK-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Book Cliffs, Bitter Creek",book-cliffs-bitter-creek,"Book Cliffs, Bitter Creek",Any Legal Weapon,Any Legal Weapon,1,MDF,3275,Pronghorn,225,225,false,,true,10 | 449 | 667 | 747 | 899 | 9,PB5001 | PB5026
CP-PRONGHORN-BOOK-CLIFFS-SOUTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"Book Cliffs, South",book-cliffs-south,"Book Cliffs, South",Any Legal Weapon,Any Legal Weapon,1,NWTF,4833.33,Pronghorn,226,226,false,,true,15,PB5002 | PB5027
CP-PRONGHORN-BOOK-CLIFFS-SOUTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Book Cliffs, South",book-cliffs-south,"Book Cliffs, South",Any Legal Weapon,Any Legal Weapon,1,MDF,4833.33,Pronghorn,227,227,false,,true,15,PB5002 | PB5027
CP-PRONGHORN-BOX-ELDER-PROMONTORY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Box Elder, Promontory",box-elder-promontory,"Box Elder, Promontory",Any Legal Weapon,Any Legal Weapon,1,MDF,3833.33,Pronghorn,228,228,false,,true,24,PB5003 | PB5028
CP-PRONGHORN-BOX-ELDER-PUDDLE-VALLEY-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Box Elder, Puddle Valley",box-elder-puddle-valley,"Box Elder, Puddle Valley",Any Legal Weapon,Any Legal Weapon,1,SFW,4916.67,Pronghorn,229,229,false,,true,25,PB5004 | PB5029
CP-PRONGHORN-BOX-ELDER-SNOWVILLE-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Box Elder, Snowville",box-elder-snowville,"Box Elder, Snowville",Any Legal Weapon,Any Legal Weapon,2,SFW,2858.33,Pronghorn,230,230 | 231,false,,true,27,PB5005 | PB5030 | PB5080
CP-PRONGHORN-BOX-ELDER-WEST-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,UHA,"Box Elder, West",box-elder-west,"Box Elder, West",Any Legal Weapon,Any Legal Weapon,1,UHA,2758.33,Pronghorn,232,232,false,,true,755,PB5006 | PB5031 | PB5079
CP-PRONGHORN-BOX-ELDER-WEST-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Box Elder, West",box-elder-west,"Box Elder, West",Any Legal Weapon,Any Legal Weapon,1,SFW,2758.33,Pronghorn,233,233,false,,true,755,PB5006 | PB5031 | PB5079
CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"Fillmore, Oak Creek South",fillmore-oak-creek-south,"Fillmore, Oak Creek South",Any Legal Weapon,Any Legal Weapon,1,NWTF,10833.33,Pronghorn,234,234,false,,true,81,PB5008 | PB5033 | PB5065
CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Fillmore, Oak Creek South",fillmore-oak-creek-south,"Fillmore, Oak Creek South",Any Legal Weapon,Any Legal Weapon,1,SFW,10833.33,Pronghorn,235,235,false,,true,81,PB5008 | PB5033 | PB5065
CP-PRONGHORN-FILLMORE-OAK-CREEK-SOUTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Fillmore, Oak Creek South",fillmore-oak-creek-south,"Fillmore, Oak Creek South",Any Legal Weapon,Any Legal Weapon,1,MDF,10833.33,Pronghorn,236,236,false,,true,81,PB5008 | PB5033 | PB5065
CP-PRONGHORN-LA-SAL-POTASH-SOUTH-CISCO-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,UHA,"La Sal, Potash/South Cisco",la-sal-potash-south-cisco,"La Sal, Potash/South Cisco",Any Legal Weapon,Any Legal Weapon,1,UHA,2750,Pronghorn,237,237,false,,true,688,PB5009 | PB5035
CP-PRONGHORN-MT-DUTTON-PAUNSAUGUNT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,Mt Dutton/Paunsaugunt,mt-dutton-paunsaugunt,Mt Dutton/Paunsaugunt,Any Legal Weapon,Any Legal Weapon,1,MDF,3491.67,Pronghorn,238,238,false,,true,453 | 717,PB5010 | PB5036 | PB5331 | PB5332
CP-PRONGHORN-MT-DUTTON-PAUNSAUGUNT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,Mt Dutton/Paunsaugunt,mt-dutton-paunsaugunt,Mt Dutton/Paunsaugunt,Any Legal Weapon,Any Legal Weapon,1,SFW,3491.67,Pronghorn,239,239,false,,true,453 | 717,PB5010 | PB5036 | PB5331 | PB5332
CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"Nine Mile, Anthro-Myton Bench",nine-mile-anthro-myton-bench,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Any Legal Weapon,3,NWTF,4133.33,Pronghorn,240,240 | 243 | 246,false,,true,129,PB5011 | PB5037 | PB5059
CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,WCF,"Nine Mile, Anthro-Myton Bench",nine-mile-anthro-myton-bench,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Any Legal Weapon,2,WCF,4133.33,Pronghorn,241,241 | 244,false,,true,129,PB5011 | PB5037 | PB5059
CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Nine Mile, Anthro-Myton Bench",nine-mile-anthro-myton-bench,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Any Legal Weapon,1,MDF,4133.33,Pronghorn,242,242,false,,true,129,PB5011 | PB5037 | PB5059
CP-PRONGHORN-NINE-MILE-ANTHRO-MYTON-BENCH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Nine Mile, Anthro-Myton Bench",nine-mile-anthro-myton-bench,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Any Legal Weapon,1,SFW,4133.33,Pronghorn,245,245,false,,true,129,PB5011 | PB5037 | PB5059
CP-PRONGHORN-NINE-MILE-RANGE-CREEK-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,NWTF,"Nine Mile, Range Creek",nine-mile-range-creek,"Nine Mile, Range Creek",Any Legal Weapon,Any Legal Weapon,1,NWTF,7416.67,Pronghorn,247,247,false,,true,277,PB5038 | PB5053
CP-PRONGHORN-NORTH-SLOPE-SUMMIT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"North Slope, Summit",north-slope-summit,"North Slope, Summit",Any Legal Weapon,Any Legal Weapon,1,MDF,5000,Pronghorn,248,248,false,,true,138,PB5039
CP-PRONGHORN-NORTH-SLOPE-THREE-CORNERS-WEST-DAGGETT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"North Slope, Three Corners/West Daggett",north-slope-three-corners-west-daggett,"North Slope, Three Corners/West Daggett",Any Legal Weapon,Any Legal Weapon,1,MDF,4791.67,Pronghorn,249,249,false,,true,289,PB5012 | PB5040 | PB5066
CP-PRONGHORN-NORTH-SLOPE-THREE-CORNERS-WEST-DAGGETT-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"North Slope, Three Corners/West Daggett",north-slope-three-corners-west-daggett,"North Slope, Three Corners/West Daggett",Any Legal Weapon,Any Legal Weapon,2,SFW,4791.67,Pronghorn,250,250 | 251,false,,true,289,PB5012 | PB5040 | PB5066
CP-PRONGHORN-PANGUITCH-LAKE-ZION-NORTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,SFW,"Panguitch Lake/Zion, North",panguitch-lake-zion-north,"Panguitch Lake/Zion, North",Any Legal Weapon,Any Legal Weapon,1,SFW,3583.33,Pronghorn,252,252,false,,true,718,PB5041 | PB5054 | PB5061
CP-PRONGHORN-PANGUITCH-LAKE-ZION-NORTH-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Buck,Conservation,MDF,"Panguitch Lake/Zion, North",panguitch-lake-zion-north,"Panguitch Lake/Zion, North",Any Legal Weapon,Any Legal Weapon,1,MDF,3583.33,Pronghorn,253,253,false,,true,718,PB5041 | PB5054 | PB5061
