recommendation_year,hunt_code,species,permit_category,section_title,hunt_name,weapon,sex_type,access_class,permit_split_type,resident_permits_prior_raw,nonresident_permits_prior_raw,total_permits_prior_raw,resident_permits_raw,nonresident_permits_raw,total_permits_raw,resident_permits_prior,nonresident_permits_prior,total_permits_prior,resident_permits,nonresident_permits,total_permits,source_type,source_authority_level,source_file,source_page_number
2026,DB1794,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, East",Dedicated Hunter,,Public,total_only,,,,,,271,,,,,,271,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1795,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, West",Dedicated Hunter,,Public,total_only,,,,,,701,,,,,,701,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1798,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Zion,Dedicated Hunter,,Public,total_only,,,,,,256,,,,,,256,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1799,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chalk Creek,Dedicated Hunter,,Public,total_only,,,,,,292,,,,,,292,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1800,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Canyon,Dedicated Hunter,,Public,total_only,,,,,,186,,,,,,186,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1801,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Morgan-South Rich,Dedicated Hunter,,Public,total_only,,,,,,211,,,,,,211,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1802,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, East",Dedicated Hunter,,Public,total_only,,,,,,61,,,,,,61,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1803,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, West",Dedicated Hunter,,Public,total_only,,,,,,44,,,,,,44,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1804,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cedar/Stansbury,Dedicated Hunter,,Public,total_only,,,,,,42,,,,,,42,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1805,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Oquirrh/Tintic,Dedicated Hunter,,Public,total_only,,,,,,65,,,,,,65,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1806,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"West Desert, Swasey",Dedicated Hunter,,Public,total_only,,,,,,36,,,,,,36,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DS6600,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,Henry Mtns,Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6601,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Kaiparowits, East",Any Legal Weapon,Male Only,Public,resident_nonresident,10,2,12,10,3,13,10,2,12,10,3,13,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6603,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Kaiparowits, West",Any Legal Weapon,Male Only,Public,resident_nonresident,4,1,5,3,1,4,4,1,5,3,1,4,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6604,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"La Sal, Potash/South Cisco",Any Legal Weapon,Male Only,Public,resident_nonresident,6,0,6,8,0,8,6,0,6,8,0,8,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6606,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Juan, Lockhart",Any Legal Weapon,Male Only,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6607,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Juan, South",Any Legal Weapon,Male Only,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6608,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Rafael, Dirty Devil",Any Legal Weapon,Male Only,Public,resident_nonresident,5,2,7,3,1,4,5,2,7,3,1,4,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6609,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Rafael, North",Any Legal Weapon,Male Only,Public,resident_nonresident,8,0,8,8,0,8,8,0,8,8,0,8,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6610,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Rafael, South",Any Legal Weapon,Male Only,Public,resident_nonresident,10,2,12,10,2,12,10,2,12,10,2,12,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6611,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,Zion,Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6620,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Pine Valley, Virgin River",Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6621,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Pine Valley, Beaver Dam",Any Legal Weapon,Male Only,Public,resident_nonresident,5,0,5,2,0,2,5,0,5,2,0,2,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6622,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Juan, North",Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6623,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Juan, San Juan River",Any Legal Weapon,Male Only,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6624,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"San Rafael, Dirty Devil",Archery,Male Only,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6625,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,Mineral Mtns,Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,4,0,4,3,0,3,4,0,4,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6626,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Escalante, East",Any Legal Weapon,Male Only,Public,resident_nonresident,5,2,7,5,2,7,5,2,7,5,2,7,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,DS6627,Desert Bighorn Sheep,2026 Desert Bighorn Sheep Permit Recommendations,Desert Sheep Ram,"Escalante, West",Any Legal Weapon,Male Only,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,desert_sheep_ram_workbook,updated_current_permits,desert sheep ram.xlsx,
2026,EA1007,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, Currant Creek",Any Legal Weapon,,Public,resident_nonresident,,,,180,20,200,,,,180,20,200,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1010,Elk,2026 RAC Workbook Permit Recommendations,Table 1,"Cache, Rich",Any Legal Weapon,,Public,resident_nonresident,18,2,20,31,4,35,18,2,20,31,4,35,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EA1011,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Cache, Richards Hollow",Any Legal Weapon,Antlerless,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1012,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Cache, Richmond Hyde Park",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,4,1,5,,,,4,1,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1013,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Central",Any Legal Weapon,Antlerless,Public,resident_nonresident,63,7,70,63,7,70,63,7,70,63,7,70,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1015,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Ferron Canyon",Any Legal Weapon,Antlerless,Public,resident_nonresident,63,7,70,63,7,70,63,7,70,63,7,70,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1017,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Gordon Creek-Price Canyon",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1018,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Horn Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,54,6,60,54,6,60,54,6,60,54,6,60,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1020,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Mohrland-Stump Flat",Any Legal Weapon,Antlerless,Public,resident_nonresident,108,12,120,108,12,120,108,12,120,108,12,120,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1021,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Nebo,Any Legal Weapon,Antlerless,Public,resident_nonresident,207,23,230,207,23,230,207,23,230,207,23,230,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1022,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, North",Any Legal Weapon,Antlerless,Public,resident_nonresident,270,30,300,270,30,300,270,30,300,270,30,300,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1023,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, South",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1024,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, South",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1025,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, West",Any Legal Weapon,Antlerless,Public,resident_nonresident,108,12,120,108,12,120,108,12,120,108,12,120,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1026,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Chalk Creek,Any Legal Weapon,Antlerless,Public,resident_nonresident,315,35,350,315,35,350,315,35,350,315,35,350,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1030,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Fillmore, Pahvant",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1031,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Fillmore, Pahvant",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1033,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Kamas,Any Legal Weapon,Antlerless,Public,resident_nonresident,112,13,125,112,13,125,112,13,125,112,13,125,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1035,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Kamas, Oakley",Any Legal Weapon,Antlerless,Public,resident_nonresident,112,13,125,112,13,125,112,13,125,112,13,125,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1037,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, Dolores Triangle",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1038,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, La Sal Mtns",Any Legal Weapon,Antlerless,Public,resident_nonresident,180,20,200,180,20,200,180,20,200,180,20,200,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1039,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, La Sal Mtns",Any Legal Weapon,Antlerless,Public,resident_nonresident,135,15,150,135,15,150,135,15,150,135,15,150,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1044,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Morgan-South Rich, South Rich",Any Legal Weapon,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1049,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Mt Dutton, Deep Creek",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,67,8,75,,,,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1053,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Nine Mile, West Anthro",Any Legal Weapon,,Public,resident_nonresident,,,,45,5,50,,,,45,5,50,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1054,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nine Mile, West Anthro",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1056,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Greendale",Any Legal Weapon,Antlerless,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1058,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Henry's Fork-Burnt Fork",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1060,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, West Daggett",Muzzleloader,Antlerless,Public,resident_nonresident,18,2,20,18,2,20,18,2,20,18,2,20,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1061,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, West Daggett",Muzzleloader,Antlerless,Public,resident_nonresident,18,2,20,18,2,20,18,2,20,18,2,20,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1063,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Ogden,Any Legal Weapon,Antlerless,Public,resident_nonresident,67,8,75,67,8,75,67,8,75,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1064,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Ogden,Any Legal Weapon,Antlerless,Public,resident_nonresident,67,8,75,67,8,75,67,8,75,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1069,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Panguitch Lake,Any Legal Weapon,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1073,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Paunsaugunt,Any Legal Weapon,Antlerless,Public,resident_nonresident,18,2,20,18,2,20,18,2,20,18,2,20,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1075,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Boulder East,Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1076,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Boulder West,Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1077,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Boulder-Circle Cliffs,Any Legal Weapon,Antlerless,Public,resident_nonresident,27,3,30,27,3,30,27,3,30,27,3,30,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1078,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Fishlake/Thousand Lakes,Any Legal Weapon,Antlerless,Public,resident_nonresident,243,27,270,243,27,270,243,27,270,243,27,270,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1079,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Fishlake/Thousand Lakes East,Any Legal Weapon,Antlerless,Public,resident_nonresident,58,7,65,58,7,65,58,7,65,58,7,65,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1080,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Fishlake/Thousand Lakes West,Any Legal Weapon,Antlerless,Public,resident_nonresident,54,6,60,54,6,60,54,6,60,54,6,60,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1081,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,San Juan,Any Legal Weapon,Antlerless,Public,resident_nonresident,112,13,125,112,13,125,112,13,125,112,13,125,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1082,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,San Juan,Any Legal Weapon,Antlerless,Public,resident_nonresident,112,13,125,112,13,125,112,13,125,112,13,125,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1084,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"San Rafael, North",Any Legal Weapon,Antlerless,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1085,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Vernal/Bonanza,Archery,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1087,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Bonanza/Vernal,Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1089,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1090,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1094,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Vernal, Mosby Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1101,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Southwest Desert,Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1106,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Avintaquin",Any Legal Weapon,Antlerless,Public,resident_nonresident,180,20,200,180,20,200,180,20,200,180,20,200,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1110,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Salt Lake",Any Legal Weapon,Antlerless,Public,resident_nonresident,40,5,45,40,5,45,40,5,45,40,5,45,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1111,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1112,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,resident_nonresident,49,6,55,49,6,55,49,6,55,49,6,55,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
