recommendation_year,hunt_code,species,permit_category,section_title,hunt_name,weapon,sex_type,access_class,permit_split_type,resident_permits_prior_raw,nonresident_permits_prior_raw,total_permits_prior_raw,resident_permits_raw,nonresident_permits_raw,total_permits_raw,resident_permits_prior,nonresident_permits_prior,total_permits_prior,resident_permits,nonresident_permits,total_permits,source_type,source_authority_level,source_file,source_page_number
2026,EA1167,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,South Canyon CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,12,0,12,,,,12,0,12,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1168,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Spring Creek/Dodge CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,15,0,15,,,,15,0,15,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1170,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Strawberry Ridge CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,10,0,10,,,,10,0,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1171,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Summit Point CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,5,0,5,,,,5,0,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1172,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Three C CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,9,0,9,,,,9,0,9,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1174,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Two Bear CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,60,0,60,,,,60,0,60,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1175,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Wallsburg CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,10,0,10,,,,10,0,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1177,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Woodruff Creek South CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,8,0,8,,,,8,0,8,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1187,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Paunsaugunt, Hatch Bench",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,13,2,15,,,,13,2,15,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1189,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, West-Central",Muzzleloader,Antlerless,Public,resident_nonresident,382,43,425,382,43,425,382,43,425,382,43,425,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1192,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Pahvant Ensign CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,6,0,6,,,,6,0,6,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1193,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Cache, Rich",Any Legal Weapon,Antlerless,Public,resident_nonresident,18,2,20,18,2,20,18,2,20,18,2,20,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1196,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Summit",Any Legal Weapon,Antlerless,Public,resident_nonresident,67,8,75,67,8,75,67,8,75,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1198,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Bear Springs CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,2,0,2,,,,2,0,2,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1200,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Double R Ranch CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,10,0,10,,,,10,0,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1201,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Mountain Sky Ranch CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,10,0,10,,,,10,0,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1203,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Box Elder, Pilot Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1204,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Box Elder, Pilot Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1206,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Cache, Richmond Hyde Park",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,9,1,10,,,,9,1,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1207,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nebo, Moroni Hills",Any Legal Weapon,Antlerless,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1208,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Nebo,Any Legal Weapon,Antlerless,Public,resident_nonresident,247,28,275,247,28,275,247,28,275,247,28,275,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1209,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Fillmore, Oak Creek LE",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1217,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Avintaquin",Any Legal Weapon,Antlerless,Public,resident_nonresident,135,15,150,135,15,150,135,15,150,135,15,150,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1222,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Beaver, East",Any Legal Weapon,Antlerless,Public,resident_nonresident,27,3,30,27,3,30,27,3,30,27,3,30,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1223,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Beaver, East",Any Legal Weapon,Antlerless,Public,resident_nonresident,27,3,30,27,3,30,27,3,30,27,3,30,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1224,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Book Cliffs, Bitter Creek/South",Any Legal Weapon,Antlerless,Public,resident_nonresident,117,13,130,117,13,130,117,13,130,117,13,130,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1225,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Book Cliffs, Bitter Creek/South",Any Legal Weapon,Antlerless,Public,resident_nonresident,147,16,163,147,16,163,147,16,163,147,16,163,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1226,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nebo, Moroni Hills",Any Legal Weapon,Antlerless,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1228,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Morgan-South Rich,Any Legal Weapon,Antlerless,Public,resident_nonresident,67,8,75,67,8,75,67,8,75,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1229,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Morgan-South Rich,Any Legal Weapon,Antlerless,Public,resident_nonresident,144,16,160,144,16,160,144,16,160,144,16,160,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1231,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"West Desert, Tintic Valley",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1233,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Avintaquin Canyon CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,4,0,4,,,,4,0,4,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1234,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Royal Ivory Outfitters CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,15,0,15,,,,15,0,15,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1235,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Sharp Mountain CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,10,0,10,,,,10,0,10,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1236,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,East Canyon,Any Legal Weapon,Antlerless,Public,resident_nonresident,135,15,150,135,15,150,135,15,150,135,15,150,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1237,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, La Sal Mtns-North",Any Legal Weapon,Antlerless,Public,resident_nonresident,157,18,175,157,18,175,157,18,175,157,18,175,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1239,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nine Mile, Range Creek",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1240,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nine Mile, Range Creek",Any Legal Weapon,Antlerless,Public,resident_nonresident,135,15,150,135,15,150,135,15,150,135,15,150,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1242,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Vernal, Buckskin Hills-Jensen",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1243,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Vernal, Buckskin Hills-Jensen",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1244,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Yellowstone,Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1245,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Yellowstone,Muzzleloader,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1250,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, West Daggett",Any Legal Weapon,Antlerless,Public,resident_nonresident,27,3,30,27,3,30,27,3,30,27,3,30,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1251,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Southwest Desert, Burbank/Garrison",Any Legal Weapon,Antlerless,Public,resident_nonresident,13,2,15,13,2,15,13,2,15,13,2,15,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1254,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Pine Valley,Any Legal Weapon,Antlerless,Public,resident_nonresident,27,3,30,27,3,30,27,3,30,27,3,30,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1256,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Little Pole Canyon CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,9,0,9,,,,9,0,9,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1257,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Tunnel Hollow CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,5,0,5,,,,5,0,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1259,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Diamond Mountain CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,2,0,2,,,,2,0,2,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1260,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,West Ridge CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,5,0,5,,,,5,0,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1261,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Blackhawk CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,5,0,5,,,,5,0,5,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1263,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Weber Florence Creek/Stillman Creek CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,35,0,35,,,,35,0,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1264,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Rabbit Gulch",Any Legal Weapon,Antlerless,Public,resident_nonresident,45,5,50,45,5,50,45,5,50,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1265,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Tabby Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,90,10,100,90,10,100,90,10,100,90,10,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1266,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Box Elder, Hansel Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,18,2,20,18,2,20,18,2,20,18,2,20,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1267,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Cache,Any Legal Weapon,Antlerless,Public,resident_nonresident,81,9,90,81,9,90,81,9,90,81,9,90,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1268,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Summit",Archery,Antlerless,Public,resident_nonresident,180,20,200,180,20,200,180,20,200,180,20,200,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1269,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Ogden (Excludes Hyrum),Any Legal Weapon,Antlerless,Public,resident_nonresident,180,20,200,180,20,200,180,20,200,180,20,200,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1272,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"East Canyon, East",Any Legal Weapon,Antlerless,Public,resident_nonresident,135,15,150,135,15,150,135,15,150,135,15,150,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1273,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Three Corners",Any Legal Weapon,Antlerless,Public,resident_nonresident,22,3,25,22,3,25,22,3,25,22,3,25,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1274,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Three Corners",Archery,Antlerless,Public,resident_nonresident,22,3,25,22,3,25,22,3,25,22,3,25,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1276,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Box Elder Peak",Any Legal Weapon,Antlerless,Public,resident_nonresident,40,5,45,40,5,45,40,5,45,40,5,45,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1277,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, Three Corners",Any Legal Weapon,Antlerless,Public,resident_nonresident,22,3,25,22,3,25,22,3,25,22,3,25,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1278,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Ferron-Nelson Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,45,5,50,,,,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1279,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Manti, Ferron-Nelson Mtn",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,45,5,50,,,,45,5,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1280,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, La Sal Mtns-North",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,157,18,175,,,,157,18,175,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1281,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Mt Dutton, Deep Creek",Any Legal Weapon,Antlerless,Public,resident_nonresident,,,,67,8,75,,,,67,8,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1282,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Ogden, North",Archery,Antlerless,Public,resident_nonresident,,,,180,20,200,,,,180,20,200,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1283,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Panguitch Lake,Archery,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1284,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Panguitch Lake,Muzzleloader,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1285,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Panguitch Lake,Any Legal Weapon,Antlerless,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA1286,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Monroe,Any Legal Weapon,,Public,resident_nonresident,27,3,30,36,4,40,27,3,30,36,4,40,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EA1287,Elk,2026 ANTLERLESS ELK HUNT (1 OF 4),2026 ANTLERLESS ELK HUNT (1 OF 4),"Box Elder , Grouse Creek",Any Legal Weapon,,Public,resident_nonresident,,,,27,3,30,,,,27,3,30,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,43
2026,EA1288,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Manti, Ferron Lower Escarpment",Any Legal Weapon,,Public,resident_nonresident,,,,36,4,40,,,,36,4,40,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1289,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Manti, Ferron Lower Escarpment",Any Legal Weapon,,Public,resident_nonresident,,,,36,4,40,,,,36,4,40,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1290,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Manti, Ferron Lower Escarpment",Any Legal Weapon,,Public,resident_nonresident,,,,36,4,40,,,,36,4,40,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1291,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Mt Dutton, North",Any Legal Weapon,,Public,resident_nonresident,,,,72,8,80,,,,72,8,80,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1292,Elk,2026 ANTLERLESS ELK HUNT (2 OF 4),2026 ANTLERLESS ELK HUNT (2 OF 4),"Mt Dutton, North",Any Legal Weapon,,Public,resident_nonresident,,,,72,8,80,,,,72,8,80,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,44
2026,EA1293,Elk,2026 ANTLERLESS ELK HUNT (3 OF 4),2026 ANTLERLESS ELK HUNT (3 OF 4),"North Slope, Three Corners",Any Legal Weapon,,Public,resident_nonresident,,,,22,3,25,,,,22,3,25,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,45
2026,EA1294,Elk,2026 ANTLERLESS ELK HUNT (3 OF 4),2026 ANTLERLESS ELK HUNT (3 OF 4),"Paunsaugunt, East Creek",Any Legal Weapon,,Public,resident_nonresident,,,,22,3,25,,,,22,3,25,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,45
2026,EA1295,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, Avintaquin",Muzzleloader,,Public,resident_nonresident,,,,90,10,100,,,,90,10,100,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1296,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, Currant Creek",Muzzleloader,,Public,resident_nonresident,,,,90,10,100,,,,90,10,100,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1297,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, Red Creek West",Any Legal Weapon,,Public,resident_nonresident,,,,90,10,100,,,,90,10,100,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1298,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, Wildcat/T imber Canyon",Any Legal Weapon,,Public,resident_nonresident,,,,90,10,100,,,,90,10,100,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1299,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, West- Central",Any Legal Weapon,,Public,resident_nonresident,,,,45,5,50,,,,45,5,50,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA1300,Elk,2026 ANTLERLESS ELK HUNT (4 OF 4),2026 ANTLERLESS ELK HUNT (4 OF 4),"Wasatch Mtns, West- Central",Any Legal Weapon,,Public,resident_nonresident,,,,45,5,50,,,,45,5,50,rac_recommended_permits,recommended,2026-04-rac-packet (1).pdf,46
2026,EA2002,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Morgan-South Rich,Any Legal Weapon,Antlerless,Public,total_only,,,600,,,600,,,600,,,600,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2003,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,East Canyon,Any Legal Weapon,Antlerless,Public,total_only,,,500,,,500,,,500,,,500,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2004,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Chalk Creek,Any Legal Weapon,Antlerless,Public,total_only,,,600,,,600,,,600,,,600,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2005,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"North Slope, West Daggett",Any Legal Weapon,Antlerless,Public,total_only,,,100,,,100,,,100,,,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2006,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Yellowstone,Any Legal Weapon,Antlerless,Public,total_only,,,2000,,,2000,,,2000,,,2000,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2008,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Antlerless,Public,total_only,,,250,,,250,,,250,,,250,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2009,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"La Sal, La Sal Mtns",Any Legal Weapon,Antlerless,Public,total_only,,,70,,,70,,,70,,,70,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2010,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,San Juan,Any Legal Weapon,Antlerless,Public,total_only,,,50,,,50,,,50,,,50,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2011,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Manti,Any Legal Weapon,Antlerless,Public,total_only,,,300,,,300,,,300,,,300,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2012,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, West",Any Legal Weapon,Antlerless,Public,total_only,,,400,,,400,,,400,,,400,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2013,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Currant Creek",Any Legal Weapon,Antlerless,Public,total_only,,,2000,,,2000,,,2000,,,2000,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2014,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,"Wasatch Mtns, Avintaquin - White River",Any Legal Weapon,Antlerless,Public,total_only,,,400,,,400,,,400,,,400,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2015,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Paunsaugunt,Any Legal Weapon,Antlerless,Public,total_only,,,100,,,100,,,100,,,100,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2016,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Nebo,Any Legal Weapon,Antlerless,Public,total_only,,,275,,,275,,,275,,,275,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2017,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Mt Dutton,Any Legal Weapon,Antlerless,Public,total_only,,,,,,75,,,,,,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
2026,EA2018,Elk,2026 Antlerless Elk Permit Recommendations,Antlerless Elk,Panguitch Lake,Any Legal Weapon,Antlerless,Public,total_only,,,75,,,75,,,75,,,75,antlerless_elk_workbook,updated_current_permits,antlerless elk.xlsx,
