hunt_code,join_key,source_family_presence,has_harvest,has_bonus_draw,has_antlerless_draw,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total,hunters,harvest,percent_success,avg_days,satisfaction,bonus_draw_hunt_code,bonus_draw_resident_rows,bonus_draw_row_count,bonus_draw_resident_min_point,bonus_draw_resident_max_point,bonus_draw_resident_total_applicants,bonus_draw_resident_bonus_permits,bonus_draw_resident_random_permits,bonus_draw_resident_total_permits,bonus_draw_resident_highest_point_with_permit,bonus_draw_resident_lowest_point_with_permit,bonus_draw_nonresident_rows,bonus_draw_nonresident_min_point,bonus_draw_nonresident_max_point,bonus_draw_nonresident_total_applicants,bonus_draw_nonresident_bonus_permits,bonus_draw_nonresident_random_permits,bonus_draw_nonresident_total_permits,bonus_draw_nonresident_highest_point_with_permit,bonus_draw_nonresident_lowest_point_with_permit,antlerless_draw_land_type,antlerless_draw_resident_rows,antlerless_draw_hunt_code,antlerless_draw_row_count,antlerless_resident_min_point,antlerless_resident_max_point,antlerless_draw_resident_total_applicants,antlerless_draw_resident_permits_awarded,antlerless_draw_resident_highest_point_with_permit,antlerless_draw_resident_lowest_point_with_permit,antlerless_draw_nonresident_rows,antlerless_nonresident_min_point,antlerless_nonresident_max_point,antlerless_draw_nonresident_total_applicants,antlerless_draw_nonresident_permits_awarded,antlerless_draw_nonresident_highest_point_with_permit,antlerless_draw_nonresident_lowest_point_with_permit
EA2021,EA2021,performance,True,False,False,performance,,,Elk,"Beaver, East",Private Lands Only,Any Legal Weapon,Female Only,Public,28,14,3,21.4,5.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2026,EA2026,performance,True,False,False,performance,,,Elk,"Box Elder, Hansel Mtn",Private Lands Only,Any Legal Weapon,Female Only,Public,97,72,28,38.9,6.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2027,EA2027,performance,True,False,False,performance,,,Elk,Cache,Private Lands Only,Any Legal Weapon,Female Only,Public,280,225,59,26.2,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2028,EA2028,performance,True,False,False,performance,,,Elk,Vernal/Bonanza,Private Lands Only,Any Legal Weapon,Female Only,Public,246,198,84,42.4,5.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2029,EA2029,performance,True,False,False,performance,,,Elk,"Nine Mile, Range Creek",Private Lands Only,Any Legal Weapon,Female Only,Public,88,75,26,34.7,7.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2030,EA2030,performance,True,False,False,performance,,,Elk,Diamond Mtn,Private Lands Only,Any Legal Weapon,Female Only,Public,198,175,94,53.7,4.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2033,EA2033,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Kamas,Antlerless,Any Legal Weapon,Female Only,Public,73,48,1,2.1,6.2,3.1,,,,,,,,,,,,,,,,,,,,,public,20,EA2033,40,0,19,47,47,4,0,20,0,19,3,3,0,0
EA2034,EA2034,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Nine Mile, Anthro",Antlerless,Archery,Female Only,Public,17,10,0,0.0,7.3,3.4,,,,,,,,,,,,,,,,,,,,,public,20,EA2034,40,0,19,8,8,0,0,20,0,19,1,1,0,0
EA2036,EA2036,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,"Oquirrh-Stansbury, East",Antlerless,Any Legal Weapon,Female Only,Public,60,58,53,91.4,4.3,4.4,,,,,,,,,,,,,,,,,,,,,public,20,EA2036,40,0,19,645,44,8,5,20,0,19,14,5,5,1
EA2037,EA2037,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Yellowstone,Antlerless,Archery,Female Only,Public,163,129,23,17.8,7.3,3.4,,,,,,,,,,,,,,,,,,,,,public,20,EA2037,40,0,19,57,57,4,0,20,0,19,11,11,1,0
EA2038,EA2038,performance|preference_threshold,True,False,True,performance,,preference_threshold,Elk,Wasatch Mtns,Antlerless,Archery,Female Only,Public,853,714,96,13.4,5.8,3.5,,,,,,,,,,,,,,,,,,,,,public,20,EA2038,40,0,19,465,465,5,0,20,0,19,24,24,1,0
EA2039,EA2039,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Private Lands Only,Any Legal Weapon,Female Only,Public,115,90,23,25.6,11.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2040,EA2040,performance,True,False,False,performance,,,Elk,Kamas,Private Lands Only,Any Legal Weapon,Female Only,Public,71,53,29,54.7,7.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2041,EA2041,performance,True,False,False,performance,,,Elk,Cache,Conservation,Any Legal Weapon,Female Only,Public,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2042,EA2042,performance,True,False,False,performance,,,Elk,Fishlake|Thousand Lakes,Conservation,Any Legal Weapon,Female Only,Public,2,2,1,50.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2045,EA2045,performance,True,False,False,performance,,,Elk,Wasatch Mtns (Conservation),Conservation,Any Legal Weapon,Female Only,Public,4,4,3,75.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA2046,EA2046,performance,True,False,False,performance,,,Elk,"Box Elder, Sawtooth",Private Lands Only,Any Legal Weapon,Female Only,Public,10,10,0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1000,EB1000,performance,True,False,False,performance,,,Elk,Elk - Statewide Permit,Sportsman,Any Legal Weapon,Male Only,Public,2,2,2,100.0,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1001,EB1001,performance,True,False,False,performance,,,Elk,Any Bull Elk Units,General Season Any Bull,Any Legal Weapon,Male Only,Public,10890,9443,1416,15.0,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1002,EB1002,performance,True,False,False,performance,,,Elk,Any Bull Elk Units,General Season Any Bull,Muzzleloader,Male Only,Public,2091,1779,276,15.5,4.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1003,EB1003,performance,True,False,False,performance,,,Elk,Spike Only Units,General Season Spike Bull,Any Legal Weapon,Male Only,Public,10081,8938,1396,15.6,4.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1004,EB1004,performance,True,False,False,performance,,,Elk,Spike Only Units,General Season Spike Bull,Muzzleloader,Male Only,Public,808,701,94,13.4,4.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1005,EB1005,performance,True,False,False,performance,,,Elk,Archery Bull Elk on Any Bull Units,General Season,Archery,Male Only,Public,11797,10614,1256,11.8,7.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1007,EB1007,performance,True,False,False,performance,,,Elk,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull,Any Legal Weapon,Male Only,Public,735,670,283,42.2,4.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1009,EB1009,performance,True,False,False,performance,,,Elk,Spike Only Elk Units - Multiseason,General Season Spike Bull,Multiseason,Male Only,Public,3996,3688,925,25.1,8.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1010,EB1010,performance,True,False,False,performance,,,Elk,Any Bull Elk Units,General Season Any Bull,Any Legal Weapon,Male Only,Public,3698,3260,473,14.5,4.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1011,EB1011,performance,True,False,False,performance,,,Elk,Youth General Season Bull Elk,General Season,Multiseason,Male Only,Public,4112,3558,624,17.5,5.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB1012,EB1012,performance,True,False,False,performance,,,Elk,Uinta Basin Private Lands Any Bull Elk,General Season Any Bull,Any Legal Weapon,Male Only,Public,508,412,227,55.1,9.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3000,EB3000,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry,Archery,Male Only,Public,26,26,20,76.9,12.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3002,EB3002,performance,True,False,False,performance,,,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Archery,Male Only,Public,3,3,2,66.7,6.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3003,EB3003,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry,Archery,Male Only,Public,11,10,2,20.0,8.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3005,EB3005,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry,Archery,Male Only,Public,10,10,4,40.0,9.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3006,EB3006,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Archery,Male Only,Public,175,171,52,30.4,13.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3008,EB3008,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry,Archery,Male Only,Public,22,22,7,31.8,13.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3009,EB3009,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry,Archery,Male Only,Public,42,41,17,41.5,11.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3010,EB3010,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry,Archery,Male Only,Public,2,2,2,100.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3011,EB3011,performance,True,False,False,performance,,,Elk,Mt Dutton,Limited Entry,Archery,Male Only,Public,21,21,8,38.1,14.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3013,EB3013,performance,True,False,False,performance,,,Elk,"North Slope, Three Corners",Limited Entry,Archery,Male Only,Public,8,8,3,37.5,10.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3015,EB3015,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry,Archery,Male Only,Public,18,18,7,38.9,15.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3018,EB3018,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Archery,Male Only,Public,89,87,29,33.3,13.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3019,EB3019,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry,Archery,Male Only,Public,30,29,16,55.2,15.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3020,EB3020,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry,Archery,Male Only,Public,25,25,7,28.0,13.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3022,EB3022,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Archery,Male Only,Public,182,169,43,25.4,13.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3024,EB3024,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry,Early Any Legal Weapon,Male Only,Public,11,11,10,90.9,2.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3025,EB3025,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry,Late Any Legal Weapon,Male Only,Public,17,17,15,88.2,3.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3028,EB3028,performance,True,False,False,performance,,,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Early Any Legal Weapon,Male Only,Public,2,2,2,100.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3031,EB3031,performance,True,False,False,performance,,,Elk,"Box Elder, Pilot Mtn",Limited Entry,Early Any Legal Weapon,Male Only,Public,12,12,9,75.0,8.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3032,EB3032,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry,Early Any Legal Weapon,Male Only,Public,6,6,3,50.0,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3033,EB3033,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry,Late Any Legal Weapon,Male Only,Public,8,8,4,50.0,3.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3036,EB3036,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry,Early Any Legal Weapon,Male Only,Public,4,4,4,100.0,2.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3037,EB3037,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry,Late Any Legal Weapon,Male Only,Public,7,6,4,66.7,5.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3038,EB3038,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Early Any Legal Weapon,Male Only,Public,72,72,51,70.8,3.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3039,EB3039,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Late Any Legal Weapon,Male Only,Public,122,122,99,81.1,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3042,EB3042,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry,Early Any Legal Weapon,Male Only,Public,16,16,11,68.8,3.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3043,EB3043,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry,Late Any Legal Weapon,Male Only,Public,16,15,10,66.7,5.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3044,EB3044,performance,True,False,False,performance,,,Elk,Dolores Triangle,Limited Entry,Late Any Legal Weapon,Male Only,Public,7,7,6,85.7,12.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3045,EB3045,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry,Early Any Legal Weapon,Male Only,Public,17,17,8,47.1,3.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3046,EB3046,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry,Late Any Legal Weapon,Male Only,Public,28,28,12,42.9,5.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3047,EB3047,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry,Early Any Legal Weapon,Male Only,Public,8,7,7,100.0,2.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3048,EB3048,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry,Late Any Legal Weapon,Male Only,Public,15,15,14,93.3,4.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3049,EB3049,performance,True,False,False,performance,,,Elk,Mt Dutton,Limited Entry,Early Any Legal Weapon,Male Only,Public,8,8,7,87.5,2.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3050,EB3050,performance,True,False,False,performance,,,Elk,Mt Dutton,Limited Entry,Late Any Legal Weapon,Male Only,Public,15,15,14,93.3,4.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3053,EB3053,performance,True,False,False,performance,,,Elk,"North Slope, Three Corners",Limited Entry,Mid Any Legal Weapon,Male Only,Public,11,11,10,90.9,3.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3056,EB3056,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry,Early Any Legal Weapon,Male Only,Public,12,12,11,91.7,3.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3057,EB3057,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry,Late Any Legal Weapon,Male Only,Public,13,13,11,84.6,4.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3063,EB3063,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Early Any Legal Weapon,Male Only,Public,38,38,32,84.2,3.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3064,EB3064,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Mid Any Legal Weapon,Male Only,Public,108,107,62,57.9,6.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3065,EB3065,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Late Any Legal Weapon,Male Only,Public,64,64,54,84.4,4.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3066,EB3066,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry,Early Any Legal Weapon,Male Only,Public,19,19,15,78.9,3.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3067,EB3067,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry,Late Any Legal Weapon,Male Only,Public,21,20,14,70.0,5.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3068,EB3068,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry,Early Any Legal Weapon,Male Only,Public,11,11,9,81.8,2.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3069,EB3069,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry,Mid Any Legal Weapon,Male Only,Public,31,30,24,80.0,6.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3072,EB3072,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Early Any Legal Weapon,Male Only,Public,76,74,50,67.6,3.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3073,EB3073,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Late Any Legal Weapon,Male Only,Public,124,123,91,74.0,4.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3077,EB3077,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry,Muzzleloader,Male Only,Public,14,14,13,92.9,5.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3079,EB3079,performance,True,False,False,performance,,,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Muzzleloader,Male Only,Public,1,1,1,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3081,EB3081,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry,Muzzleloader,Male Only,Public,7,7,3,42.9,6.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3083,EB3083,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry,Muzzleloader,Male Only,Public,6,6,4,66.7,6.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3084,EB3084,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Muzzleloader,Male Only,Public,104,104,75,72.1,5.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3086,EB3086,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry,Muzzleloader,Male Only,Public,13,13,9,69.2,7.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3087,EB3087,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry,Muzzleloader,Male Only,Public,24,24,14,58.3,5.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3088,EB3088,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry,Muzzleloader,Male Only,Public,6,6,5,83.3,5.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3089,EB3089,performance,True,False,False,performance,,,Elk,Mt Dutton,Limited Entry,Muzzleloader,Male Only,Public,12,12,8,66.7,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3091,EB3091,performance,True,False,False,performance,,,Elk,"North Slope, Three Corners",Limited Entry,Muzzleloader,Male Only,Public,4,4,3,75.0,5.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3093,EB3093,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry,Muzzleloader,Male Only,Public,12,12,9,75.0,6.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3096,EB3096,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Muzzleloader,Male Only,Public,55,55,42,76.4,5.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3097,EB3097,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry,Muzzleloader,Male Only,Public,17,17,13,76.5,6.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3098,EB3098,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry,Muzzleloader,Male Only,Public,15,15,10,66.7,6.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3100,EB3100,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Muzzleloader,Male Only,Public,109,108,71,65.7,5.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3102,EB3102,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry,Multiseason,Male Only,Public,4,3,3,100.0,3.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3104,EB3104,performance,True,False,False,performance,,,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Multiseason,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3105,EB3105,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry,Multiseason,Male Only,Public,2,2,2,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3107,EB3107,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry,Multiseason,Male Only,Public,2,2,2,100.0,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3108,EB3108,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Multiseason,Male Only,Public,23,23,17,73.9,13.3,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3110,EB3110,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry,Multiseason,Male Only,Public,4,4,2,50.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3111,EB3111,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry,Multiseason,Male Only,Public,7,7,7,100.0,10.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3112,EB3112,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry,Multiseason,Male Only,Public,1,1,1,100.0,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3113,EB3113,performance,True,False,False,performance,,,Elk,Mt Dutton,Limited Entry,Multiseason,Male Only,Public,3,3,2,66.7,12.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3115,EB3115,performance,True,False,False,performance,,,Elk,"North Slope, Three Corners",Limited Entry,Multiseason,Male Only,Public,2,2,2,100.0,10.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3117,EB3117,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry,Multiseason,Male Only,Public,3,3,2,66.7,11.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3120,EB3120,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry,Multiseason,Male Only,Public,13,13,9,69.2,19.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3121,EB3121,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry,Multiseason,Male Only,Public,4,4,4,100.0,14.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3122,EB3122,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry,Multiseason,Male Only,Public,4,4,4,100.0,8.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3124,EB3124,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Multiseason,Male Only,Public,24,24,16,66.7,14.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3126,EB3126,performance,True,False,False,performance,,,Elk,Manti,Limited Entry,Mid Any Legal Weapon,Male Only,Public,208,208,144,69.2,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3127,EB3127,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry,Mid Any Legal Weapon,Male Only,Public,215,211,145,68.7,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3128,EB3128,performance,True,False,False,performance,,,Elk,"Box Elder, Grouse Creek",Conservation,Any Legal Weapon,Male Only,Public,2,1,1,100.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3130,EB3130,performance,True,False,False,performance,,,Elk,"Box Elder, Pilot Mtn",Limited Entry,Archery,Male Only,Public,3,3,0,0.0,13.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3132,EB3132,performance,True,False,False,performance,,,Elk,"Cache, North",Limited Entry,September Archery,Male Only,Public,25,24,9,37.5,12.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3135,EB3135,performance,True,False,False,performance,,,Elk,Barney Top/Kaiparowits,Limited Entry,September Archery,Male Only,Public,10,9,2,22.2,16.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3136,EB3136,performance,True,False,False,performance,,,Elk,"Southwest Desert, North",Limited Entry,September Archery,Male Only,Public,19,19,8,42.1,12.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
