hunt_code,residency,point_level,applicants,bonus_permits,random_permits,total_permits,success_ratio_text
DB1217,Resident,21,0,0,0,0,N/A
DB1217,Resident,20,0,0,0,0,N/A
DB1217,Resident,19,0,0,0,0,N/A
DB1217,Resident,18,1,0,0,0,N/A
DB1217,Resident,17,0,0,0,0,N/A
DB1217,Resident,16,0,0,0,0,N/A
DB1217,Resident,15,0,0,0,0,N/A
DB1217,Resident,14,0,0,0,0,N/A
DB1217,Resident,13,0,0,0,0,N/A
DB1217,Resident,12,1,0,0,0,N/A
DB1217,Resident,11,0,0,0,0,N/A
DB1217,Resident,10,1,0,0,0,N/A
DB1217,Resident,9,1,0,0,0,N/A
DB1217,Resident,8,4,0,1,1,1 in 4.0
DB1217,Resident,7,0,0,0,0,N/A
DB1217,Resident,6,1,0,0,0,N/A
DB1217,Resident,5,2,0,0,0,N/A
DB1217,Resident,4,1,0,0,0,N/A
DB1217,Resident,3,2,0,0,0,N/A
DB1217,Resident,2,11,0,0,0,N/A
DB1217,Resident,1,3,0,0,0,N/A
DB1217,Resident,0,2,0,0,0,N/A
DB1219,Nonresident,32,0,0,0,0,N/A
DB1219,Nonresident,31,0,0,0,0,N/A
DB1219,Nonresident,30,0,0,0,0,N/A
DB1219,Nonresident,29,0,0,0,0,N/A
DB1219,Nonresident,28,0,0,0,0,N/A
DB1219,Nonresident,27,0,0,0,0,N/A
DB1219,Nonresident,26,0,0,0,0,N/A
DB1219,Nonresident,25,0,0,0,0,N/A
DB1219,Nonresident,24,0,0,0,0,N/A
DB1219,Nonresident,23,0,0,0,0,N/A
DB1219,Nonresident,22,0,0,0,0,N/A
DB1219,Nonresident,21,0,0,0,0,N/A
DB1219,Nonresident,20,0,0,0,0,N/A
DB1219,Nonresident,19,0,0,0,0,N/A
DB1219,Nonresident,18,0,0,0,0,N/A
DB1219,Nonresident,17,0,0,0,0,N/A
DB1219,Nonresident,16,0,0,0,0,N/A
DB1219,Nonresident,15,0,0,0,0,N/A
DB1219,Nonresident,14,0,0,0,0,N/A
DB1219,Nonresident,13,0,0,0,0,N/A
DB1219,Nonresident,12,0,0,0,0,N/A
DB1219,Nonresident,11,0,0,0,0,N/A
DB1219,Nonresident,10,0,0,0,0,N/A
DB1219,Nonresident,9,0,0,0,0,N/A
DB1219,Nonresident,8,0,0,0,0,N/A
DB1219,Nonresident,7,0,0,0,0,N/A
DB1219,Nonresident,6,0,0,0,0,N/A
DB1219,Nonresident,5,0,0,0,0,N/A
DB1219,Nonresident,4,0,0,0,0,N/A
DB1219,Nonresident,3,0,0,0,0,N/A
DB1219,Nonresident,2,0,0,0,0,N/A
DB1219,Nonresident,1,0,0,0,0,N/A
DB1219,Nonresident,0,0,0,0,0,N/A
DB1219,Resident,32,0,0,0,0,N/A
DB1219,Resident,31,0,0,0,0,N/A
DB1219,Resident,30,0,0,0,0,N/A
DB1219,Resident,29,0,0,0,0,N/A
DB1219,Resident,28,0,0,0,0,N/A
DB1219,Resident,27,0,0,0,0,N/A
DB1219,Resident,26,0,0,0,0,N/A
DB1219,Resident,25,0,0,0,0,N/A
DB1219,Resident,24,0,0,0,0,N/A
DB1219,Resident,23,0,0,0,0,N/A
DB1219,Resident,22,0,0,0,0,N/A
DB1219,Resident,21,0,0,0,0,N/A
DB1219,Resident,20,0,0,0,0,N/A
DB1219,Resident,19,0,0,0,0,N/A
DB1219,Resident,18,0,0,0,0,N/A
DB1219,Resident,17,0,0,0,0,N/A
DB1219,Resident,16,0,0,0,0,N/A
DB1219,Resident,15,0,0,0,0,N/A
DB1219,Resident,14,3,1,0,1,1 in 3.0
DB1219,Resident,13,0,0,0,0,N/A
DB1219,Resident,12,2,0,0,0,N/A
DB1219,Resident,11,2,0,0,0,N/A
DB1219,Resident,10,4,0,0,0,N/A
DB1219,Resident,9,2,0,0,0,N/A
DB1219,Resident,8,2,0,1,1,1 in 2.0
DB1219,Resident,7,1,0,0,0,N/A
DB1219,Resident,6,1,0,0,0,N/A
DB1219,Resident,5,4,0,0,0,N/A
DB1219,Resident,4,1,0,0,0,N/A
DB1219,Resident,3,1,0,0,0,N/A
DB1219,Resident,2,1,0,0,0,N/A
DB1219,Resident,1,1,0,0,0,N/A
DB1219,Resident,0,6,0,0,0,N/A
DB1222,Nonresident,32,0,0,0,0,N/A
DB1222,Nonresident,31,0,0,0,0,N/A
DB1222,Nonresident,30,0,0,0,0,N/A
DB1222,Nonresident,29,0,0,0,0,N/A
DB1222,Nonresident,28,0,0,0,0,N/A
DB1222,Nonresident,27,0,0,0,0,N/A
DB1222,Nonresident,26,0,0,0,0,N/A
DB1222,Nonresident,25,0,0,0,0,N/A
DB1222,Nonresident,24,0,0,0,0,N/A
DB1222,Nonresident,23,0,0,0,0,N/A
DB1222,Nonresident,22,0,0,0,0,N/A
DB1222,Nonresident,21,0,0,0,0,N/A
DB1222,Nonresident,20,0,0,0,0,N/A
DB1222,Nonresident,19,0,0,0,0,N/A
DB1222,Nonresident,18,0,0,0,0,N/A
DB1222,Nonresident,17,0,0,0,0,N/A
DB1222,Nonresident,16,0,0,0,0,N/A
DB1222,Nonresident,15,0,0,0,0,N/A
DB1222,Nonresident,14,0,0,0,0,N/A
DB1222,Nonresident,13,0,0,0,0,N/A
DB1222,Nonresident,12,0,0,0,0,N/A
DB1222,Nonresident,11,0,0,0,0,N/A
DB1222,Nonresident,10,0,0,0,0,N/A
DB1222,Nonresident,9,0,0,0,0,N/A
DB1222,Nonresident,8,0,0,0,0,N/A
DB1222,Nonresident,7,0,0,0,0,N/A
DB1222,Nonresident,6,0,0,0,0,N/A
DB1222,Nonresident,5,0,0,0,0,N/A
DB1222,Nonresident,4,0,0,0,0,N/A
DB1222,Nonresident,3,0,0,0,0,N/A
DB1222,Nonresident,2,0,0,0,0,N/A
DB1222,Nonresident,1,0,0,0,0,N/A
DB1222,Nonresident,0,0,0,0,0,N/A
DB1222,Resident,32,0,0,0,0,N/A
DB1222,Resident,31,0,0,0,0,N/A
DB1222,Resident,30,0,0,0,0,N/A
DB1222,Resident,29,0,0,0,0,N/A
DB1222,Resident,28,0,0,0,0,N/A
DB1222,Resident,27,0,0,0,0,N/A
DB1222,Resident,26,0,0,0,0,N/A
DB1222,Resident,25,0,0,0,0,N/A
DB1222,Resident,24,0,0,0,0,N/A
DB1222,Resident,23,0,0,0,0,N/A
DB1222,Resident,22,0,0,0,0,N/A
DB1222,Resident,21,0,0,0,0,N/A
DB1222,Resident,20,0,0,0,0,N/A
DB1222,Resident,19,1,1,0,1,1 in 1.0
DB1222,Resident,18,0,0,0,0,N/A
DB1222,Resident,17,3,0,0,0,N/A
DB1222,Resident,16,4,0,0,0,N/A
DB1222,Resident,15,2,0,0,0,N/A
DB1222,Resident,14,1,0,0,0,N/A
DB1222,Resident,13,4,0,0,0,N/A
DB1222,Resident,12,4,0,0,0,N/A
DB1222,Resident,11,8,0,0,0,N/A
DB1222,Resident,10,4,0,1,1,1 in 4.0
DB1222,Resident,9,1,0,0,0,N/A
DB1222,Resident,8,2,0,0,0,N/A
DB1222,Resident,7,0,0,0,0,N/A
DB1222,Resident,6,8,0,0,0,N/A
DB1222,Resident,5,3,0,0,0,N/A
DB1222,Resident,4,3,0,0,0,N/A
DB1222,Resident,3,8,0,0,0,N/A
DB1222,Resident,2,4,0,0,0,N/A
DB1222,Resident,1,7,0,0,0,N/A
DB1222,Resident,0,10,0,0,0,N/A
DB1224,Nonresident,32,0,0,0,0,N/A
DB1224,Nonresident,31,0,0,0,0,N/A
DB1224,Nonresident,30,0,0,0,0,N/A
DB1224,Nonresident,29,0,0,0,0,N/A
DB1224,Nonresident,28,0,0,0,0,N/A
DB1224,Nonresident,27,0,0,0,0,N/A
DB1224,Nonresident,26,0,0,0,0,N/A
DB1224,Nonresident,25,0,0,0,0,N/A
DB1224,Nonresident,24,0,0,0,0,N/A
DB1224,Nonresident,23,0,0,0,0,N/A
DB1224,Nonresident,22,0,0,0,0,N/A
DB1224,Nonresident,21,0,0,0,0,N/A
DB1224,Nonresident,20,0,0,0,0,N/A
DB1224,Nonresident,19,0,0,0,0,N/A
DB1224,Nonresident,18,0,0,0,0,N/A
DB1224,Nonresident,17,0,0,0,0,N/A
DB1224,Nonresident,16,0,0,0,0,N/A
DB1224,Nonresident,15,0,0,0,0,N/A
DB1224,Nonresident,14,0,0,0,0,N/A
DB1224,Nonresident,13,0,0,0,0,N/A
DB1224,Nonresident,12,0,0,0,0,N/A
DB1224,Nonresident,11,0,0,0,0,N/A
DB1224,Nonresident,10,0,0,0,0,N/A
DB1224,Nonresident,9,0,0,0,0,N/A
DB1224,Nonresident,8,0,0,0,0,N/A
DB1224,Nonresident,7,0,0,0,0,N/A
DB1224,Nonresident,6,0,0,0,0,N/A
DB1224,Nonresident,5,0,0,0,0,N/A
DB1224,Nonresident,4,0,0,0,0,N/A
DB1224,Nonresident,3,0,0,0,0,N/A
DB1224,Nonresident,2,0,0,0,0,N/A
DB1224,Nonresident,1,0,0,0,0,N/A
DB1224,Nonresident,0,0,0,0,0,N/A
DB1224,Resident,32,0,0,0,0,N/A
DB1224,Resident,31,0,0,0,0,N/A
DB1224,Resident,30,0,0,0,0,N/A
DB1224,Resident,29,0,0,0,0,N/A
DB1224,Resident,28,0,0,0,0,N/A
DB1224,Resident,27,0,0,0,0,N/A
DB1224,Resident,26,0,0,0,0,N/A
DB1224,Resident,25,0,0,0,0,N/A
DB1224,Resident,24,0,0,0,0,N/A
DB1224,Resident,23,0,0,0,0,N/A
DB1224,Resident,22,0,0,0,0,N/A
DB1224,Resident,21,0,0,0,0,N/A
DB1224,Resident,20,0,0,0,0,N/A
DB1224,Resident,19,0,0,0,0,N/A
DB1224,Resident,18,0,0,0,0,N/A
DB1224,Resident,17,0,0,0,0,N/A
DB1224,Resident,16,0,0,0,0,N/A
DB1224,Resident,15,0,0,0,0,N/A
DB1224,Resident,14,0,0,0,0,N/A
DB1224,Resident,13,0,0,0,0,N/A
DB1224,Resident,12,0,0,0,0,N/A
DB1224,Resident,11,0,0,0,0,N/A
DB1224,Resident,10,0,0,0,0,N/A
DB1224,Resident,9,1,0,0,0,N/A
DB1224,Resident,8,0,0,0,0,N/A
DB1224,Resident,7,1,0,0,0,N/A
DB1224,Resident,6,2,0,0,0,N/A
DB1224,Resident,5,2,0,1,1,1 in 2.0
DB1224,Resident,4,2,0,0,0,N/A
DB1224,Resident,3,3,0,0,0,N/A
DB1224,Resident,2,3,0,0,0,N/A
DB1224,Resident,1,1,0,0,0,N/A
DB1224,Resident,0,1,0,0,0,N/A
DB1227,Nonresident,32,0,0,0,0,N/A
DB1227,Nonresident,31,0,0,0,0,N/A
DB1227,Nonresident,30,0,0,0,0,N/A
DB1227,Nonresident,29,0,0,0,0,N/A
DB1227,Nonresident,28,0,0,0,0,N/A
DB1227,Nonresident,27,0,0,0,0,N/A
DB1227,Nonresident,26,0,0,0,0,N/A
DB1227,Nonresident,25,0,0,0,0,N/A
DB1227,Nonresident,24,0,0,0,0,N/A
DB1227,Nonresident,23,0,0,0,0,N/A
DB1227,Nonresident,22,0,0,0,0,N/A
DB1227,Nonresident,21,0,0,0,0,N/A
DB1227,Nonresident,20,0,0,0,0,N/A
DB1227,Nonresident,19,0,0,0,0,N/A
DB1227,Nonresident,18,0,0,0,0,N/A
DB1227,Nonresident,17,0,0,0,0,N/A
DB1227,Nonresident,16,0,0,0,0,N/A
DB1227,Nonresident,15,0,0,0,0,N/A
DB1227,Nonresident,14,0,0,0,0,N/A
DB1227,Nonresident,13,0,0,0,0,N/A
DB1227,Nonresident,12,0,0,0,0,N/A
DB1227,Nonresident,11,0,0,0,0,N/A
DB1227,Nonresident,10,0,0,0,0,N/A
DB1227,Nonresident,9,0,0,0,0,N/A
DB1227,Nonresident,8,0,0,0,0,N/A
DB1227,Nonresident,7,0,0,0,0,N/A
DB1227,Nonresident,6,0,0,0,0,N/A
DB1227,Nonresident,5,0,0,0,0,N/A
DB1227,Nonresident,4,0,0,0,0,N/A
DB1227,Nonresident,3,0,0,0,0,N/A
DB1227,Nonresident,2,0,0,0,0,N/A
DB1227,Nonresident,1,0,0,0,0,N/A
DB1227,Nonresident,0,0,0,0,0,N/A
DB1227,Resident,32,0,0,0,0,N/A
DB1227,Resident,31,0,0,0,0,N/A
DB1227,Resident,30,0,0,0,0,N/A
DB1227,Resident,29,0,0,0,0,N/A
DB1227,Resident,28,0,0,0,0,N/A
DB1227,Resident,27,0,0,0,0,N/A
DB1227,Resident,26,0,0,0,0,N/A
DB1227,Resident,25,0,0,0,0,N/A
DB1227,Resident,24,0,0,0,0,N/A
DB1227,Resident,23,0,0,0,0,N/A
DB1227,Resident,22,0,0,0,0,N/A
DB1227,Resident,21,0,0,0,0,N/A
DB1227,Resident,20,0,0,0,0,N/A
DB1227,Resident,19,0,0,0,0,N/A
DB1227,Resident,18,0,0,0,0,N/A
DB1227,Resident,17,0,0,0,0,N/A
DB1227,Resident,16,2,0,0,0,N/A
DB1227,Resident,15,0,0,0,0,N/A
DB1227,Resident,14,0,0,0,0,N/A
DB1227,Resident,13,0,0,0,0,N/A
DB1227,Resident,12,0,0,0,0,N/A
DB1227,Resident,11,2,1,0,1,1 in 2.0
DB1227,Resident,10,0,0,0,0,N/A
DB1227,Resident,9,0,0,0,0,N/A
DB1227,Resident,8,0,0,0,0,N/A
DB1227,Resident,7,4,0,0,0,N/A
DB1227,Resident,6,2,0,0,0,N/A
DB1227,Resident,5,2,0,0,0,N/A
DB1227,Resident,4,2,0,1,1,1 in 2.0
DB1227,Resident,3,1,0,0,0,N/A
DB1227,Resident,2,1,0,0,0,N/A
DB1227,Resident,1,5,0,0,0,N/A
DB1227,Resident,0,0,0,0,0,N/A
DB1228,Nonresident,32,0,0,0,0,N/A
DB1228,Nonresident,31,0,0,0,0,N/A
DB1228,Nonresident,30,0,0,0,0,N/A
DB1228,Nonresident,29,0,0,0,0,N/A
DB1228,Nonresident,28,0,0,0,0,N/A
DB1228,Nonresident,27,0,0,0,0,N/A
DB1228,Nonresident,26,0,0,0,0,N/A
DB1228,Nonresident,25,0,0,0,0,N/A
DB1228,Nonresident,24,0,0,0,0,N/A
DB1228,Nonresident,23,0,0,0,0,N/A
DB1228,Nonresident,22,0,0,0,0,N/A
DB1228,Nonresident,21,0,0,0,0,N/A
DB1228,Nonresident,20,0,0,0,0,N/A
DB1228,Nonresident,19,0,0,0,0,N/A
DB1228,Nonresident,18,0,0,0,0,N/A
DB1228,Nonresident,17,0,0,0,0,N/A
DB1228,Nonresident,16,0,0,0,0,N/A
DB1228,Nonresident,15,0,0,0,0,N/A
DB1228,Nonresident,14,0,0,0,0,N/A
DB1228,Nonresident,13,0,0,0,0,N/A
DB1228,Nonresident,12,0,0,0,0,N/A
DB1228,Nonresident,11,0,0,0,0,N/A
DB1228,Nonresident,10,0,0,0,0,N/A
DB1228,Nonresident,9,0,0,0,0,N/A
DB1228,Nonresident,8,0,0,0,0,N/A
DB1228,Nonresident,7,0,0,0,0,N/A
DB1228,Nonresident,6,0,0,0,0,N/A
DB1228,Nonresident,5,0,0,0,0,N/A
DB1228,Nonresident,4,0,0,0,0,N/A
DB1228,Nonresident,3,0,0,0,0,N/A
DB1228,Nonresident,2,0,0,0,0,N/A
DB1228,Nonresident,1,0,0,0,0,N/A
DB1228,Nonresident,0,0,0,0,0,N/A
DB1228,Resident,32,0,0,0,0,N/A
DB1228,Resident,31,0,0,0,0,N/A
DB1228,Resident,30,0,0,0,0,N/A
DB1228,Resident,29,0,0,0,0,N/A
DB1228,Resident,28,0,0,0,0,N/A
DB1228,Resident,27,0,0,0,0,N/A
DB1228,Resident,26,0,0,0,0,N/A
DB1228,Resident,25,0,0,0,0,N/A
DB1228,Resident,24,0,0,0,0,N/A
DB1228,Resident,23,0,0,0,0,N/A
DB1228,Resident,22,0,0,0,0,N/A
DB1228,Resident,21,0,0,0,0,N/A
DB1228,Resident,20,2,2,0,2,1 in 1.0
DB1228,Resident,19,0,0,0,0,N/A
DB1228,Resident,18,4,4,0,4,1 in 1.0
DB1228,Resident,17,11,1,1,2,1 in 5.5
DB1228,Resident,16,5,0,0,0,N/A
DB1228,Resident,15,8,0,1,1,1 in 8.0
DB1228,Resident,14,6,0,1,1,1 in 6.0
DB1228,Resident,13,11,0,0,0,N/A
DB1228,Resident,12,9,0,0,0,N/A
DB1228,Resident,11,18,0,2,2,1 in 9.0
DB1228,Resident,10,8,0,0,0,N/A
DB1228,Resident,9,13,0,0,0,N/A
DB1228,Resident,8,10,0,0,0,N/A
DB1228,Resident,7,20,0,0,0,N/A
DB1228,Resident,6,13,0,0,0,N/A
DB1228,Resident,5,14,0,0,0,N/A
DB1228,Resident,4,19,0,1,1,1 in 19.0
DB1228,Resident,3,13,0,0,0,N/A
DB1228,Resident,2,14,0,0,0,N/A
DB1228,Resident,1,18,0,0,0,N/A
DB1228,Resident,0,9,0,0,0,N/A
DB1229,Nonresident,32,0,0,0,0,N/A
DB1229,Nonresident,31,0,0,0,0,N/A
DB1229,Nonresident,30,0,0,0,0,N/A
DB1229,Nonresident,29,0,0,0,0,N/A
DB1229,Nonresident,28,0,0,0,0,N/A
DB1229,Nonresident,27,0,0,0,0,N/A
DB1229,Nonresident,26,0,0,0,0,N/A
DB1229,Nonresident,25,0,0,0,0,N/A
DB1229,Nonresident,24,0,0,0,0,N/A
DB1229,Nonresident,23,0,0,0,0,N/A
DB1229,Nonresident,22,0,0,0,0,N/A
DB1229,Nonresident,21,0,0,0,0,N/A
DB1229,Nonresident,20,0,0,0,0,N/A
DB1229,Nonresident,19,0,0,0,0,N/A
DB1229,Nonresident,18,0,0,0,0,N/A
DB1229,Nonresident,17,0,0,0,0,N/A
DB1229,Nonresident,16,0,0,0,0,N/A
DB1229,Nonresident,15,0,0,0,0,N/A
DB1229,Nonresident,14,0,0,0,0,N/A
DB1229,Nonresident,13,0,0,0,0,N/A
DB1229,Nonresident,12,0,0,0,0,N/A
DB1229,Nonresident,11,0,0,0,0,N/A
DB1229,Nonresident,10,0,0,0,0,N/A
DB1229,Nonresident,9,0,0,0,0,N/A
DB1229,Nonresident,8,0,0,0,0,N/A
DB1229,Nonresident,7,0,0,0,0,N/A
DB1229,Nonresident,6,0,0,0,0,N/A
DB1229,Nonresident,5,0,0,0,0,N/A
DB1229,Nonresident,4,0,0,0,0,N/A
DB1229,Nonresident,3,0,0,0,0,N/A
DB1229,Nonresident,2,0,0,0,0,N/A
DB1229,Nonresident,1,0,0,0,0,N/A
DB1229,Nonresident,0,0,0,0,0,N/A
DB1229,Resident,32,0,0,0,0,N/A
DB1229,Resident,31,0,0,0,0,N/A
DB1229,Resident,30,0,0,0,0,N/A
DB1229,Resident,29,0,0,0,0,N/A
DB1229,Resident,28,0,0,0,0,N/A
DB1229,Resident,27,0,0,0,0,N/A
DB1229,Resident,26,0,0,0,0,N/A
DB1229,Resident,25,0,0,0,0,N/A
DB1229,Resident,24,0,0,0,0,N/A
DB1229,Resident,23,0,0,0,0,N/A
DB1229,Resident,22,0,0,0,0,N/A
DB1229,Resident,21,0,0,0,0,N/A
DB1229,Resident,20,0,0,0,0,N/A
DB1229,Resident,19,0,0,0,0,N/A
DB1229,Resident,18,0,0,0,0,N/A
DB1229,Resident,17,0,0,0,0,N/A
DB1229,Resident,16,0,0,0,0,N/A
DB1229,Resident,15,0,0,0,0,N/A
DB1229,Resident,14,0,0,0,0,N/A
DB1229,Resident,13,2,0,0,0,N/A
DB1229,Resident,12,1,0,0,0,N/A
DB1229,Resident,11,0,0,0,0,N/A
DB1229,Resident,10,0,0,0,0,N/A
DB1229,Resident,9,0,0,0,0,N/A
DB1229,Resident,8,0,0,0,0,N/A
DB1229,Resident,7,2,0,0,0,N/A
DB1229,Resident,6,0,0,0,0,N/A
DB1229,Resident,5,1,0,0,0,N/A
DB1229,Resident,4,4,0,0,0,N/A
DB1229,Resident,3,4,0,0,0,N/A
DB1229,Resident,2,2,0,0,0,N/A
DB1229,Resident,1,4,0,1,1,1 in 4.0
DB1229,Resident,0,3,0,0,0,N/A
DB1230,Nonresident,32,0,0,0,0,N/A
DB1230,Nonresident,31,0,0,0,0,N/A
DB1230,Nonresident,30,0,0,0,0,N/A
DB1230,Nonresident,29,0,0,0,0,N/A
DB1230,Nonresident,28,0,0,0,0,N/A
DB1230,Nonresident,27,0,0,0,0,N/A
DB1230,Nonresident,26,0,0,0,0,N/A
DB1230,Nonresident,25,0,0,0,0,N/A
DB1230,Nonresident,24,0,0,0,0,N/A
DB1230,Nonresident,23,0,0,0,0,N/A
DB1230,Nonresident,22,0,0,0,0,N/A
DB1230,Nonresident,21,0,0,0,0,N/A
DB1230,Nonresident,20,0,0,0,0,N/A
DB1230,Nonresident,19,0,0,0,0,N/A
DB1230,Nonresident,18,0,0,0,0,N/A
DB1230,Nonresident,17,0,0,0,0,N/A
DB1230,Nonresident,16,0,0,0,0,N/A
DB1230,Nonresident,15,0,0,0,0,N/A
DB1230,Nonresident,14,0,0,0,0,N/A
DB1230,Nonresident,13,0,0,0,0,N/A
DB1230,Nonresident,12,0,0,0,0,N/A
DB1230,Nonresident,11,0,0,0,0,N/A
DB1230,Nonresident,10,0,0,0,0,N/A
DB1230,Nonresident,9,0,0,0,0,N/A
DB1230,Nonresident,8,0,0,0,0,N/A
DB1230,Nonresident,7,0,0,0,0,N/A
DB1230,Nonresident,6,0,0,0,0,N/A
DB1230,Nonresident,5,0,0,0,0,N/A
DB1230,Nonresident,4,0,0,0,0,N/A
DB1230,Nonresident,3,0,0,0,0,N/A
DB1230,Nonresident,2,0,0,0,0,N/A
DB1230,Nonresident,1,0,0,0,0,N/A
DB1230,Nonresident,0,0,0,0,0,N/A
DB1230,Resident,32,0,0,0,0,N/A
DB1230,Resident,31,0,0,0,0,N/A
DB1230,Resident,30,0,0,0,0,N/A
DB1230,Resident,29,0,0,0,0,N/A
DB1230,Resident,28,0,0,0,0,N/A
DB1230,Resident,27,0,0,0,0,N/A
DB1230,Resident,26,0,0,0,0,N/A
DB1230,Resident,25,0,0,0,0,N/A
DB1230,Resident,24,0,0,0,0,N/A
DB1230,Resident,23,0,0,0,0,N/A
DB1230,Resident,22,0,0,0,0,N/A
DB1230,Resident,21,0,0,0,0,N/A
DB1230,Resident,20,0,0,0,0,N/A
DB1230,Resident,19,0,0,0,0,N/A
DB1230,Resident,18,0,0,0,0,N/A
DB1230,Resident,17,0,0,0,0,N/A
DB1230,Resident,16,0,0,0,0,N/A
DB1230,Resident,15,0,0,0,0,N/A
DB1230,Resident,14,0,0,0,0,N/A
DB1230,Resident,13,0,0,0,0,N/A
DB1230,Resident,12,0,0,0,0,N/A
DB1230,Resident,11,1,1,0,1,1 in 1.0
DB1230,Resident,10,1,0,0,0,N/A
DB1230,Resident,9,2,0,0,0,N/A
DB1230,Resident,8,2,0,1,1,1 in 2.0
DB1230,Resident,7,1,0,0,0,N/A
DB1230,Resident,6,2,0,0,0,N/A
DB1230,Resident,5,3,0,0,0,N/A
DB1230,Resident,4,3,0,0,0,N/A
DB1230,Resident,3,3,0,0,0,N/A
DB1230,Resident,2,2,0,0,0,N/A
DB1230,Resident,1,3,0,0,0,N/A
DB1230,Resident,0,2,0,0,0,N/A
DB1231,Nonresident,32,0,0,0,0,N/A
DB1231,Nonresident,31,0,0,0,0,N/A
DB1231,Nonresident,30,0,0,0,0,N/A
DB1231,Nonresident,29,0,0,0,0,N/A
DB1231,Nonresident,28,0,0,0,0,N/A
DB1231,Nonresident,27,0,0,0,0,N/A
DB1231,Nonresident,26,0,0,0,0,N/A
DB1231,Nonresident,25,0,0,0,0,N/A
DB1231,Nonresident,24,0,0,0,0,N/A
DB1231,Nonresident,23,0,0,0,0,N/A
DB1231,Nonresident,22,0,0,0,0,N/A
DB1231,Nonresident,21,0,0,0,0,N/A
DB1231,Nonresident,20,0,0,0,0,N/A
DB1231,Nonresident,19,0,0,0,0,N/A
DB1231,Nonresident,18,0,0,0,0,N/A
DB1231,Nonresident,17,0,0,0,0,N/A
DB1231,Nonresident,16,0,0,0,0,N/A
DB1231,Nonresident,15,0,0,0,0,N/A
DB1231,Nonresident,14,0,0,0,0,N/A
DB1231,Nonresident,13,0,0,0,0,N/A
DB1231,Nonresident,12,0,0,0,0,N/A
DB1231,Nonresident,11,0,0,0,0,N/A
DB1231,Nonresident,10,0,0,0,0,N/A
DB1231,Nonresident,9,0,0,0,0,N/A
DB1231,Nonresident,8,0,0,0,0,N/A
DB1231,Nonresident,7,0,0,0,0,N/A
DB1231,Nonresident,6,0,0,0,0,N/A
DB1231,Nonresident,5,0,0,0,0,N/A
DB1231,Nonresident,4,0,0,0,0,N/A
DB1231,Nonresident,3,0,0,0,0,N/A
DB1231,Nonresident,2,0,0,0,0,N/A
DB1231,Nonresident,1,0,0,0,0,N/A
DB1231,Nonresident,0,0,0,0,0,N/A
DB1231,Resident,32,0,0,0,0,N/A
DB1231,Resident,31,0,0,0,0,N/A
DB1231,Resident,30,0,0,0,0,N/A
DB1231,Resident,29,0,0,0,0,N/A
DB1231,Resident,28,0,0,0,0,N/A
DB1231,Resident,27,0,0,0,0,N/A
DB1231,Resident,26,0,0,0,0,N/A
DB1231,Resident,25,0,0,0,0,N/A
DB1231,Resident,24,0,0,0,0,N/A
DB1231,Resident,23,0,0,0,0,N/A
DB1231,Resident,22,0,0,0,0,N/A
DB1231,Resident,21,0,0,0,0,N/A
DB1231,Resident,20,0,0,0,0,N/A
DB1231,Resident,19,0,0,0,0,N/A
DB1231,Resident,18,0,0,0,0,N/A
DB1231,Resident,17,0,0,0,0,N/A
DB1231,Resident,16,0,0,0,0,N/A
DB1231,Resident,15,0,0,0,0,N/A
DB1231,Resident,14,1,1,0,1,1 in 1.0
DB1231,Resident,13,0,0,0,0,N/A
DB1231,Resident,12,0,0,0,0,N/A
DB1231,Resident,11,0,0,0,0,N/A
DB1231,Resident,10,1,0,0,0,N/A
DB1231,Resident,9,1,0,0,0,N/A
DB1231,Resident,8,6,0,0,0,N/A
DB1231,Resident,7,1,0,0,0,N/A
DB1231,Resident,6,4,0,0,0,N/A
DB1231,Resident,5,2,0,0,0,N/A
DB1231,Resident,4,1,0,0,0,N/A
DB1231,Resident,3,2,0,0,0,N/A
DB1231,Resident,2,1,0,0,0,N/A
DB1231,Resident,1,2,0,1,1,1 in 2.0
DB1231,Resident,0,5,0,0,0,N/A
DB1232,Nonresident,32,0,0,0,0,N/A
DB1232,Nonresident,31,0,0,0,0,N/A
DB1232,Nonresident,30,0,0,0,0,N/A
DB1232,Nonresident,29,0,0,0,0,N/A
DB1232,Nonresident,28,0,0,0,0,N/A
DB1232,Nonresident,27,0,0,0,0,N/A
DB1232,Nonresident,26,0,0,0,0,N/A
DB1232,Nonresident,25,0,0,0,0,N/A
DB1232,Nonresident,24,0,0,0,0,N/A
DB1232,Nonresident,23,0,0,0,0,N/A
DB1232,Nonresident,22,0,0,0,0,N/A
DB1232,Nonresident,21,0,0,0,0,N/A
DB1232,Nonresident,20,0,0,0,0,N/A
DB1232,Nonresident,19,0,0,0,0,N/A
DB1232,Nonresident,18,0,0,0,0,N/A
DB1232,Nonresident,17,0,0,0,0,N/A
DB1232,Nonresident,16,0,0,0,0,N/A
DB1232,Nonresident,15,0,0,0,0,N/A
DB1232,Nonresident,14,0,0,0,0,N/A
DB1232,Nonresident,13,0,0,0,0,N/A
DB1232,Nonresident,12,0,0,0,0,N/A
DB1232,Nonresident,11,0,0,0,0,N/A
DB1232,Nonresident,10,0,0,0,0,N/A
DB1232,Nonresident,9,0,0,0,0,N/A
DB1232,Nonresident,8,0,0,0,0,N/A
DB1232,Nonresident,7,0,0,0,0,N/A
DB1232,Nonresident,6,0,0,0,0,N/A
DB1232,Nonresident,5,0,0,0,0,N/A
