hunt_code,residency,species,hunt_name,weapon,hunt_type,access_type,join_key,source_family_presence,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,success_hunters,success_harvest,success_percent,public_permits_2025,public_permits_2026,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,engine_point_rows,modeled_min_points,modeled_max_points,has_master_record,has_permits,has_draw_history,has_projection,has_engine_model,has_ladder_rows,has_context_metrics,ladder_row_count,coverage_status,coverage_reason
MB6200,Resident,Moose,Bear Springs,Any Legal Weapon,CWMU,CWMU,MB6200,performance,performance,,,2,2,100.0,1,1,22,22,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6200,Nonresident,Moose,Bear Springs,Any Legal Weapon,CWMU,CWMU,MB6200,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6202,Resident,Moose,Causey Spring,Any Legal Weapon,CWMU,CWMU,MB6202,performance,performance,,,4,4,100.0,2,1,207,205,0,1,0,-30,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6202,Nonresident,Moose,Causey Spring,Any Legal Weapon,CWMU,CWMU,MB6202,performance,performance,,,4,4,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6206,Resident,Moose,Deseret,Any Legal Weapon,CWMU,CWMU,MB6206,performance,performance,,,3,3,100.0,1,1,637,636,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6206,Nonresident,Moose,Deseret,Any Legal Weapon,CWMU,CWMU,MB6206,performance,performance,,,3,3,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6207,Resident,Moose,Durst Mountain,Any Legal Weapon,CWMU,CWMU,MB6207,performance,performance,,,2,1,50.0,1,1,107,107,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6207,Nonresident,Moose,Durst Mountain,Any Legal Weapon,CWMU,CWMU,MB6207,performance,performance,,,2,1,50.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6208,Resident,Moose,East Fork Chalk Creek,Any Legal Weapon,CWMU,CWMU,MB6208,performance,performance,,,5,5,100.0,2,2,86,84,1,1,28,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6208,Nonresident,Moose,East Fork Chalk Creek,Any Legal Weapon,CWMU,CWMU,MB6208,performance,performance,,,5,5,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6209,Resident,Moose,Ensign Ranches,Any Legal Weapon,CWMU,CWMU,MB6209,performance,performance,,,2,2,100.0,1,1,124,124,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6209,Nonresident,Moose,Ensign Ranches,Any Legal Weapon,CWMU,CWMU,MB6209,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6211,Resident,Moose,Grass Valley/Clark Canyon,Any Legal Weapon,CWMU,CWMU,MB6211,performance,performance,,,8,8,100.0,3,4,229,226,2,2,29,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6211,Nonresident,Moose,Grass Valley/Clark Canyon,Any Legal Weapon,CWMU,CWMU,MB6211,performance,performance,,,8,8,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6217,Resident,Moose,Sharp Mountain,Any Legal Weapon,CWMU,CWMU,MB6217,performance,performance,,,2,2,100.0,1,1,122,122,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6217,Nonresident,Moose,Sharp Mountain,Any Legal Weapon,CWMU,CWMU,MB6217,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6219,Resident,Moose,Skull Crack,Any Legal Weapon,CWMU,CWMU,MB6219,performance,performance,,,5,5,100.0,2,2,421,419,1,1,31,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6219,Nonresident,Moose,Skull Crack,Any Legal Weapon,CWMU,CWMU,MB6219,performance,performance,,,5,5,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6220,Resident,Moose,South Canyon,Any Legal Weapon,CWMU,CWMU,MB6220,performance,performance,,,2,2,100.0,1,1,44,44,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6220,Nonresident,Moose,South Canyon,Any Legal Weapon,CWMU,CWMU,MB6220,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6222,Resident,Moose,Strawberry Ridge,Any Legal Weapon,CWMU,CWMU,MB6222,performance,performance,,,3,3,100.0,2,1,109,107,0,1,0,-28,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6222,Nonresident,Moose,Strawberry Ridge,Any Legal Weapon,CWMU,CWMU,MB6222,performance,performance,,,3,3,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6223,Resident,Moose,Three C,Any Legal Weapon,CWMU,CWMU,MB6223,performance,performance,,,2,2,100.0,1,1,115,115,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6223,Nonresident,Moose,Three C,Any Legal Weapon,CWMU,CWMU,MB6223,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6224,Resident,Moose,Two Bear,Any Legal Weapon,CWMU,CWMU,MB6224,performance,performance,,,2,2,100.0,1,1,81,81,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6224,Nonresident,Moose,Two Bear,Any Legal Weapon,CWMU,CWMU,MB6224,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6225,Resident,Moose,Wallsburg,Any Legal Weapon,CWMU,CWMU,MB6225,performance,performance,,,1,0,0.0,1,1,57,57,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6225,Nonresident,Moose,Wallsburg,Any Legal Weapon,CWMU,CWMU,MB6225,performance,performance,,,1,0,0.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6240,Resident,Moose,Chimney Rock,Any Legal Weapon,CWMU,CWMU,MB6240,performance,performance,,,2,2,100.0,1,1,66,66,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6240,Nonresident,Moose,Chimney Rock,Any Legal Weapon,CWMU,CWMU,MB6240,performance,performance,,,2,2,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6251,Resident,Moose,Hardscrabble,Any Legal Weapon,CWMU,CWMU,MB6251,performance,performance,,,2,2,100.0,1,1,74,73,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6251,Nonresident,Moose,Hardscrabble,Any Legal Weapon,CWMU,CWMU,MB6251,performance,performance,,,2,2,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6254,Resident,Moose,SJ Ranch,Any Legal Weapon,CWMU,CWMU,MB6254,performance,performance,,,1,1,100.0,1,1,63,63,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6254,Nonresident,Moose,SJ Ranch,Any Legal Weapon,CWMU,CWMU,MB6254,performance,performance,,,1,1,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6256,Resident,Moose,Woodruff Creek South,Any Legal Weapon,CWMU,CWMU,MB6256,performance,performance,,,4,4,100.0,2,1,118,116,0,1,0,-29,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6256,Nonresident,Moose,Woodruff Creek South,Any Legal Weapon,CWMU,CWMU,MB6256,performance,performance,,,4,4,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6257,Resident,Moose,Ingham Peak,Any Legal Weapon,CWMU,CWMU,MB6257,performance,performance,,,1,1,100.0,1,1,64,64,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6257,Nonresident,Moose,Ingham Peak,Any Legal Weapon,CWMU,CWMU,MB6257,performance,performance,,,1,1,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6258,Resident,Moose,Jacob's Creek,Any Legal Weapon,CWMU,CWMU,MB6258,performance,performance,,,2,2,100.0,1,1,30,29,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6258,Nonresident,Moose,Jacob's Creek,Any Legal Weapon,CWMU,CWMU,MB6258,performance,performance,,,2,2,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6259,Resident,Moose,Royal Ivory Outfitters,Any Legal Weapon,CWMU,CWMU,MB6259,performance,performance,,,3,3,100.0,1,1,43,43,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6259,Nonresident,Moose,Royal Ivory Outfitters,Any Legal Weapon,CWMU,CWMU,MB6259,performance,performance,,,3,3,100.0,0,,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6262,Resident,Moose,Junction Valley,Any Legal Weapon,CWMU,CWMU,MB6262,performance,performance,,,2,2,100.0,1,1,60,59,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6262,Nonresident,Moose,Junction Valley,Any Legal Weapon,CWMU,CWMU,MB6262,performance,performance,,,2,2,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6266,Resident,Moose,Weber Florence Creek/Stillman Creek,Any Legal Weapon,CWMU,CWMU,MB6266,performance,performance,,,8,8,100.0,3,3,188,185,1,2,28,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
MB6266,Nonresident,Moose,Weber Florence Creek/Stillman Creek,Any Legal Weapon,CWMU,CWMU,MB6266,performance,performance,,,8,8,100.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB1000,Resident,Moose,Pronghorn - Statewide Permit,Any Legal Weapon,Sportsman,Public,PB1000,performance,performance,,,2,2,100.0,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
PB1000,Nonresident,Moose,Pronghorn - Statewide Permit,Any Legal Weapon,Sportsman,Public,PB1000,performance,performance,,,2,2,100.0,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
PB5000,Resident,Pronghorn,Beaver,Archery,Limited Entry,Public,PB5000,performance,performance,,,9,6,66.7,10,11,29,19,5,6,4,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5000,Nonresident,Pronghorn,Beaver,Archery,Limited Entry,Public,PB5000,performance,performance,,,9,6,66.7,1,1,21,20,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5001,Resident,Pronghorn,"Book Cliffs, Bitter Creek",Archery,Limited Entry,Public,PB5001,performance,performance,,,14,12,85.7,13,13,23,10,6,7,1,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5001,Nonresident,Pronghorn,"Book Cliffs, Bitter Creek",Archery,Limited Entry,Public,PB5001,performance,performance,,,14,12,85.7,1,1,32,31,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5002,Resident,Pronghorn,"Book Cliffs, South",Archery,Limited Entry,Public,PB5002,performance,performance,,,8,7,87.5,7,8,24,17,4,4,3,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5002,Nonresident,Pronghorn,"Book Cliffs, South",Archery,Limited Entry,Public,PB5002,performance,performance,,,8,7,87.5,1,1,49,48,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5003,Resident,Pronghorn,"Box Elder, Promontory",Archery,Limited Entry,Public,PB5003,performance,performance,,,2,0,0.0,3,4,3,0,2,2,0,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5003,Nonresident,Pronghorn,"Box Elder, Promontory",Archery,Limited Entry,Public,PB5003,performance,performance,,,2,0,0.0,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5004,Resident,Pronghorn,"Box Elder, Puddle Valley",Archery,Limited Entry,Public,PB5004,performance,performance,,,3,3,100.0,3,3,16,13,1,2,5,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5004,Nonresident,Pronghorn,"Box Elder, Puddle Valley",Archery,Limited Entry,Public,PB5004,performance,performance,,,3,3,100.0,1,1,6,5,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5005,Resident,Pronghorn,"Box Elder, Snowville",Archery,Limited Entry,Public,PB5005,performance,performance,,,8,5,62.5,9,9,9,0,4,5,0,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5005,Nonresident,Pronghorn,"Box Elder, Snowville",Archery,Limited Entry,Public,PB5005,performance,performance,,,8,5,62.5,1,1,4,3,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5006,Resident,Pronghorn,"Box Elder, West",Archery,Limited Entry,Public,PB5006,performance,performance,,,10,1,10.0,9,10,11,2,5,5,0,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5006,Nonresident,Pronghorn,"Box Elder, West",Archery,Limited Entry,Public,PB5006,performance,performance,,,10,1,10.0,1,1,4,3,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5008,Resident,Pronghorn,"Fillmore, Oak Creek South",Archery,Limited Entry,Public,PB5008,performance,performance,,,15,13,86.7,12,15,50,38,7,8,4,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5008,Nonresident,Pronghorn,"Fillmore, Oak Creek South",Archery,Limited Entry,Public,PB5008,performance,performance,,,15,13,86.7,2,2,31,29,1,1,11,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5009,Resident,Pronghorn,"La Sal, Potash/South Cisco",Archery,Limited Entry,Public,PB5009,performance,performance,,,6,4,66.7,6,6,24,18,3,3,4,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5009,Nonresident,Pronghorn,"La Sal, Potash/South Cisco",Archery,Limited Entry,Public,PB5009,performance,performance,,,6,4,66.7,0,0,0,0,0,0,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5011,Resident,Pronghorn,"Nine Mile, Anthro-Myton Bench",Archery,Limited Entry,Public,PB5011,performance,performance,,,31,29,93.5,29,30,60,31,15,15,1,-3,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5011,Nonresident,Pronghorn,"Nine Mile, Anthro-Myton Bench",Archery,Limited Entry,Public,PB5011,performance,performance,,,31,29,93.5,3,3,47,44,1,2,17,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5012,Resident,Pronghorn,"North Slope, Three Corners/West Daggett",Archery,Limited Entry,Public,PB5012,performance,performance,,,13,9,69.2,12,10,19,7,5,5,1,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5012,Nonresident,Pronghorn,"North Slope, Three Corners/West Daggett",Archery,Limited Entry,Public,PB5012,performance,performance,,,13,9,69.2,1,1,9,8,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5013,Resident,Pronghorn,Pine Valley,Archery,Limited Entry,Public,PB5013,performance,performance,,,8,5,62.5,7,7,9,2,3,4,0,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5013,Nonresident,Pronghorn,Pine Valley,Archery,Limited Entry,Public,PB5013,performance,performance,,,8,5,62.5,1,1,14,13,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5015,Resident,Pronghorn,"San Rafael, North",Archery,Limited Entry,Public,PB5015,performance,performance,,,20,15,75.0,19,21,69,50,10,11,4,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5015,Nonresident,Pronghorn,"San Rafael, North",Archery,Limited Entry,Public,PB5015,performance,performance,,,20,15,75.0,2,2,84,82,1,1,18,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5016,Resident,Pronghorn,Diamond Mtn/Bonanza,Archery,Limited Entry,Public,PB5016,performance,performance,,,18,14,77.8,17,17,50,33,8,9,3,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5016,Nonresident,Pronghorn,Diamond Mtn/Bonanza,Archery,Limited Entry,Public,PB5016,performance,performance,,,18,14,77.8,2,2,24,22,1,1,12,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5017,Resident,Pronghorn,Vernal,Archery,Limited Entry,Public,PB5017,performance,performance,,,19,7,36.8,20,18,26,6,9,9,0,-3,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5017,Nonresident,Pronghorn,Vernal,Archery,Limited Entry,Public,PB5017,performance,performance,,,19,7,36.8,2,2,21,19,1,1,14,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5018,Resident,Pronghorn,Southwest Desert,Archery,Limited Entry,Public,PB5018,performance,performance,,,31,28,90.3,30,31,67,37,15,16,1,-3,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5018,Nonresident,Pronghorn,Southwest Desert,Archery,Limited Entry,Public,PB5018,performance,performance,,,31,28,90.3,4,4,79,75,2,2,18,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5019,Resident,Pronghorn,"West Desert, Riverbed",Archery,Limited Entry,Public,PB5019,performance,performance,,,18,17,94.4,16,18,76,60,9,9,4,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5019,Nonresident,Pronghorn,"West Desert, Riverbed",Archery,Limited Entry,Public,PB5019,performance,performance,,,18,17,94.4,2,2,25,23,1,1,12,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5020,Resident,Pronghorn,"West Desert, Rush Valley",Archery,Limited Entry,Public,PB5020,performance,performance,,,9,8,88.9,8,8,34,26,4,4,3,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5020,Nonresident,Pronghorn,"West Desert, Rush Valley",Archery,Limited Entry,Public,PB5020,performance,performance,,,9,8,88.9,1,1,5,4,0,1,0,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5021,Resident,Pronghorn,"West Desert, Snake Valley",Archery,Limited Entry,Public,PB5021,performance,performance,,,23,14,60.9,22,23,27,5,11,12,0,-3,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5021,Nonresident,Pronghorn,"West Desert, Snake Valley",Archery,Limited Entry,Public,PB5021,performance,performance,,,23,14,60.9,2,3,13,11,1,2,13,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5024,Resident,Pronghorn,Southwest Desert,Muzzleloader,Limited Entry,Public,PB5024,performance,performance,,,35,25,71.4,30,31,40,10,15,16,0,-4,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5024,Nonresident,Pronghorn,Southwest Desert,Muzzleloader,Limited Entry,Public,PB5024,performance,performance,,,35,25,71.4,4,4,54,50,2,2,15,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5025,Resident,Pronghorn,Beaver,Any Legal Weapon,Limited Entry,Public,PB5025,performance,performance,,,44,40,90.9,39,43,274,235,21,22,7,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5025,Nonresident,Pronghorn,Beaver,Any Legal Weapon,Limited Entry,Public,PB5025,performance,performance,,,44,40,90.9,4,5,348,344,2,3,18,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5026,Resident,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,Limited Entry,Public,PB5026,performance,performance,,,56,48,85.7,49,50,142,93,25,25,3,-2,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5026,Nonresident,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,Limited Entry,Public,PB5026,performance,performance,,,56,48,85.7,6,6,196,190,3,3,17,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5027,Resident,Pronghorn,"Book Cliffs, South",Any Legal Weapon,Limited Entry,Public,PB5027,performance,performance,,,36,36,100.0,31,34,165,134,17,17,6,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5027,Nonresident,Pronghorn,"Book Cliffs, South",Any Legal Weapon,Limited Entry,Public,PB5027,performance,performance,,,36,36,100.0,3,4,598,595,2,2,18,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5028,Resident,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,Limited Entry,Public,PB5028,performance,performance,,,17,12,70.6,14,14,68,54,7,7,4,-1,GREEN,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5028,Nonresident,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,Limited Entry,Public,PB5028,performance,performance,,,17,12,70.6,2,2,43,41,1,1,11,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
PB5029,Resident,Pronghorn,"Box Elder, Puddle Valley",Any Legal Weapon,Limited Entry,Public,PB5029,performance,performance,,,16,14,87.5,14,14,150,136,7,7,8,0,YELLOW,33,0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,MODELED,modeled_engine
