hunt_code,residency,species,hunt_name,weapon,hunt_type,access_type,join_key,source_family_presence,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,success_hunters,success_harvest,success_percent,public_permits_2025,public_permits_2026,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,engine_point_rows,modeled_min_points,modeled_max_points,has_master_record,has_permits,has_draw_history,has_projection,has_engine_model,has_ladder_rows,has_context_metrics,ladder_row_count,coverage_status,coverage_reason
DB1600,Nonresident,Deer,Chalk Creek,Archery,General Season,Public,DB1600,performance,performance,,,352,66,18.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1601,Resident,Deer,Chalk Creek,Early Any Legal Weapon,General Season,Public,DB1601,performance,performance,,,325,104,32.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1601,Nonresident,Deer,Chalk Creek,Early Any Legal Weapon,General Season,Public,DB1601,performance,performance,,,325,104,32.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1602,Resident,Deer,Chalk Creek,Muzzleloader,General Season,Public,DB1602,performance,performance,,,225,57,25.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1602,Nonresident,Deer,Chalk Creek,Muzzleloader,General Season,Public,DB1602,performance,performance,,,225,57,25.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1603,Resident,Deer,East Canyon,Any Legal Weapon,General Season,Public,DB1603,performance,performance,,,626,205,32.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1603,Nonresident,Deer,East Canyon,Any Legal Weapon,General Season,Public,DB1603,performance,performance,,,626,205,32.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1604,Resident,Deer,East Canyon,Archery,General Season,Public,DB1604,performance,performance,,,238,37,15.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1604,Nonresident,Deer,East Canyon,Archery,General Season,Public,DB1604,performance,performance,,,238,37,15.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1605,Resident,Deer,East Canyon,Early Any Legal Weapon,General Season,Public,DB1605,performance,performance,,,274,65,23.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1605,Nonresident,Deer,East Canyon,Early Any Legal Weapon,General Season,Public,DB1605,performance,performance,,,274,65,23.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1606,Resident,Deer,East Canyon,Muzzleloader,General Season,Public,DB1606,performance,performance,,,242,18,7.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1606,Nonresident,Deer,East Canyon,Muzzleloader,General Season,Public,DB1606,performance,performance,,,242,18,7.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1607,Resident,Deer,Morgan-South Rich,Any Legal Weapon,General Season,Public,DB1607,performance,performance,,,516,155,30.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1607,Nonresident,Deer,Morgan-South Rich,Any Legal Weapon,General Season,Public,DB1607,performance,performance,,,516,155,30.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1608,Resident,Deer,Morgan-South Rich,Archery,General Season,Public,DB1608,performance,performance,,,223,31,13.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1608,Nonresident,Deer,Morgan-South Rich,Archery,General Season,Public,DB1608,performance,performance,,,223,31,13.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1609,Resident,Deer,Morgan-South Rich,Early Any Legal Weapon,General Season,Public,DB1609,performance,performance,,,226,47,20.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1609,Nonresident,Deer,Morgan-South Rich,Early Any Legal Weapon,General Season,Public,DB1609,performance,performance,,,226,47,20.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1610,Resident,Deer,Morgan-South Rich,Muzzleloader,General Season,Public,DB1610,performance,performance,,,149,18,12.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1610,Nonresident,Deer,Morgan-South Rich,Muzzleloader,General Season,Public,DB1610,performance,performance,,,149,18,12.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1611,Resident,Deer,"Beaver, East",Archery,General Season,Public,DB1611,performance,performance,,,258,76,29.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1611,Nonresident,Deer,"Beaver, East",Archery,General Season,Public,DB1611,performance,performance,,,258,76,29.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1612,Resident,Deer,"Beaver, East",Muzzleloader,General Season,Public,DB1612,performance,performance,,,275,93,33.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1612,Nonresident,Deer,"Beaver, East",Muzzleloader,General Season,Public,DB1612,performance,performance,,,275,93,33.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1613,Resident,Deer,"Beaver, East",Any Legal Weapon,General Season,Public,DB1613,performance,performance,,,989,494,49.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1613,Nonresident,Deer,"Beaver, East",Any Legal Weapon,General Season,Public,DB1613,performance,performance,,,989,494,49.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1614,Resident,Deer,"Beaver, West",Archery,General Season,Public,DB1614,performance,performance,,,85,24,28.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1614,Nonresident,Deer,"Beaver, West",Archery,General Season,Public,DB1614,performance,performance,,,85,24,28.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1615,Resident,Deer,"Beaver, West",Muzzleloader Restricted,General Season,Public,DB1615,performance,performance,,,79,31,39.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1615,Nonresident,Deer,"Beaver, West",Muzzleloader Restricted,General Season,Public,DB1615,performance,performance,,,79,31,39.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1616,Resident,Deer,"Beaver, West",Rifle Restricted,General Season,Public,DB1616,performance,performance,,,276,143,51.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1616,Nonresident,Deer,"Beaver, West",Rifle Restricted,General Season,Public,DB1616,performance,performance,,,276,143,51.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1617,Resident,Deer,"West Desert, Swasey",Archery,General Season,Public,DB1617,performance,performance,,,55,21,38.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1617,Nonresident,Deer,"West Desert, Swasey",Archery,General Season,Public,DB1617,performance,performance,,,55,21,38.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1618,Resident,Deer,"West Desert, Swasey",Muzzleloader,General Season,Public,DB1618,performance,performance,,,54,12,22.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1618,Nonresident,Deer,"West Desert, Swasey",Muzzleloader,General Season,Public,DB1618,performance,performance,,,54,12,22.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1619,Resident,Deer,"West Desert, Swasey",Any Legal Weapon,General Season,Public,DB1619,performance,performance,,,190,44,23.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1619,Nonresident,Deer,"West Desert, Swasey",Any Legal Weapon,General Season,Public,DB1619,performance,performance,,,190,44,23.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1620,Resident,Deer,Oquirrh/Tintic,Archery,General Season,Public,DB1620,performance,performance,,,310,84,27.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1620,Nonresident,Deer,Oquirrh/Tintic,Archery,General Season,Public,DB1620,performance,performance,,,310,84,27.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1621,Resident,Deer,Oquirrh/Tintic,Muzzleloader,General Season,Public,DB1621,performance,performance,,,341,114,33.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1621,Nonresident,Deer,Oquirrh/Tintic,Muzzleloader,General Season,Public,DB1621,performance,performance,,,341,114,33.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1622,Resident,Deer,Oquirrh/Tintic,Any Legal Weapon,General Season,Public,DB1622,performance,performance,,,1270,598,47.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1622,Nonresident,Deer,Oquirrh/Tintic,Any Legal Weapon,General Season,Public,DB1622,performance,performance,,,1270,598,47.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1623,Resident,Deer,Cedar/Stansbury,Archery,General Season,Public,DB1623,performance,performance,,,155,40,25.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1623,Nonresident,Deer,Cedar/Stansbury,Archery,General Season,Public,DB1623,performance,performance,,,155,40,25.8,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1624,Resident,Deer,Cedar/Stansbury,Muzzleloader,General Season,Public,DB1624,performance,performance,,,173,39,22.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1624,Nonresident,Deer,Cedar/Stansbury,Muzzleloader,General Season,Public,DB1624,performance,performance,,,173,39,22.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1625,Resident,Deer,Cedar/Stansbury,Any Legal Weapon,General Season,Public,DB1625,performance,performance,,,559,207,37.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1625,Nonresident,Deer,Cedar/Stansbury,Any Legal Weapon,General Season,Public,DB1625,performance,performance,,,559,207,37.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1627,Resident,Deer,Cache,Rifle Restricted,General Season,Public,DB1627,performance,performance,,,2413,669,27.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1627,Nonresident,Deer,Cache,Rifle Restricted,General Season,Public,DB1627,performance,performance,,,2413,669,27.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1628,Resident,Deer,Cache,Muzzleloader Restricted,General Season,Public,DB1628,performance,performance,,,428,111,25.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1628,Nonresident,Deer,Cache,Muzzleloader Restricted,General Season,Public,DB1628,performance,performance,,,428,111,25.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1629,Resident,Deer,Boulder/Kaiparowits,Rifle Restricted,General Season,Public,DB1629,performance,performance,,,1119,458,40.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1629,Nonresident,Deer,Boulder/Kaiparowits,Rifle Restricted,General Season,Public,DB1629,performance,performance,,,1119,458,40.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1630,Resident,Deer,Boulder/Kaiparowits,Muzzleloader Restricted,General Season,Public,DB1630,performance,performance,,,352,114,32.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1630,Nonresident,Deer,Boulder/Kaiparowits,Muzzleloader Restricted,General Season,Public,DB1630,performance,performance,,,352,114,32.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1631,Resident,Deer,Box Elder,Early Any Legal Weapon,General Season,Public,DB1631,performance,performance,,,784,222,28.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1631,Nonresident,Deer,Box Elder,Early Any Legal Weapon,General Season,Public,DB1631,performance,performance,,,784,222,28.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1770,Resident,Deer,Box Elder,Dedicated Hunter,General Season,Public,DB1770,performance,performance,,,78,29,37.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1770,Nonresident,Deer,Box Elder,Dedicated Hunter,General Season,Public,DB1770,performance,performance,,,78,29,37.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1771,Resident,Deer,Cache,Dedicated Hunter,General Season,Public,DB1771,performance,performance,,,281,65,23.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1771,Nonresident,Deer,Cache,Dedicated Hunter,General Season,Public,DB1771,performance,performance,,,281,65,23.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1772,Resident,Deer,Manti/San Rafael,Dedicated Hunter,General Season,Public,DB1772,performance,performance,,,1001,392,39.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1772,Nonresident,Deer,Manti/San Rafael,Dedicated Hunter,General Season,Public,DB1772,performance,performance,,,1001,392,39.2,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1773,Resident,Deer,Nebo,Dedicated Hunter,General Season,Public,DB1773,performance,performance,,,518,205,39.6,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1773,Nonresident,Deer,Nebo,Dedicated Hunter,General Season,Public,DB1773,performance,performance,,,518,205,39.6,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1774,Resident,Deer,Chalk Creek/East Canyon/Morgan-South Rich,Dedicated Hunter,General Season,Public,DB1774,performance,performance,,,1,0,0.0,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1774,Nonresident,Deer,Chalk Creek/East Canyon/Morgan-South Rich,Dedicated Hunter,General Season,Public,DB1774,performance,performance,,,1,0,0.0,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1775,Resident,Deer,Fillmore,Dedicated Hunter,General Season,Public,DB1775,performance,performance,,,284,123,43.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1775,Nonresident,Deer,Fillmore,Dedicated Hunter,General Season,Public,DB1775,performance,performance,,,284,123,43.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1777,Resident,Deer,Kamas,Dedicated Hunter,General Season,Public,DB1777,performance,performance,,,96,32,33.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1777,Nonresident,Deer,Kamas,Dedicated Hunter,General Season,Public,DB1777,performance,performance,,,96,32,33.3,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1778,Resident,Deer,La Sal Mtns,Dedicated Hunter,General Season,Public,DB1778,performance,performance,,,199,95,47.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1778,Nonresident,Deer,La Sal Mtns,Dedicated Hunter,General Season,Public,DB1778,performance,performance,,,199,95,47.7,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1779,Resident,Deer,Monroe,Dedicated Hunter,General Season,Public,DB1779,performance,performance,,,55,31,56.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1779,Nonresident,Deer,Monroe,Dedicated Hunter,General Season,Public,DB1779,performance,performance,,,55,31,56.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1780,Resident,Deer,Mt Dutton,Dedicated Hunter,General Season,Public,DB1780,performance,performance,,,47,27,57.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1780,Nonresident,Deer,Mt Dutton,Dedicated Hunter,General Season,Public,DB1780,performance,performance,,,47,27,57.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1781,Resident,Deer,Nine Mile,Dedicated Hunter,General Season,Public,DB1781,performance,performance,,,156,63,40.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1781,Nonresident,Deer,Nine Mile,Dedicated Hunter,General Season,Public,DB1781,performance,performance,,,156,63,40.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1782,Resident,Deer,North Slope,Dedicated Hunter,General Season,Public,DB1782,performance,performance,,,127,40,31.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1782,Nonresident,Deer,North Slope,Dedicated Hunter,General Season,Public,DB1782,performance,performance,,,127,40,31.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1783,Resident,Deer,Ogden,Dedicated Hunter,General Season,Public,DB1783,performance,performance,,,120,36,30.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1783,Nonresident,Deer,Ogden,Dedicated Hunter,General Season,Public,DB1783,performance,performance,,,120,36,30.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1785,Resident,Deer,Panguitch Lake,Dedicated Hunter,General Season,Public,DB1785,performance,performance,,,282,114,40.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1785,Nonresident,Deer,Panguitch Lake,Dedicated Hunter,General Season,Public,DB1785,performance,performance,,,282,114,40.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1786,Resident,Deer,Pine Valley,Dedicated Hunter,General Season,Public,DB1786,performance,performance,,,384,173,45.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1786,Nonresident,Deer,Pine Valley,Dedicated Hunter,General Season,Public,DB1786,performance,performance,,,384,173,45.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1787,Resident,Deer,Boulder/Kaiparowits,Dedicated Hunter,General Season,Public,DB1787,performance,performance,,,251,59,23.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1787,Nonresident,Deer,Boulder/Kaiparowits,Dedicated Hunter,General Season,Public,DB1787,performance,performance,,,251,59,23.5,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1788,Resident,Deer,Fishlake,Dedicated Hunter,General Season,Public,DB1788,performance,performance,,,149,59,39.6,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1788,Nonresident,Deer,Fishlake,Dedicated Hunter,General Season,Public,DB1788,performance,performance,,,149,59,39.6,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1790,Resident,Deer,"San Juan, Abajo Mtns",Dedicated Hunter,General Season,Public,DB1790,performance,performance,,,162,52,32.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1790,Nonresident,Deer,"San Juan, Abajo Mtns",Dedicated Hunter,General Season,Public,DB1790,performance,performance,,,162,52,32.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1791,Resident,Deer,Vernal/Bonanza,Dedicated Hunter,General Season,Public,DB1791,performance,performance,,,144,69,47.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1791,Nonresident,Deer,Vernal/Bonanza,Dedicated Hunter,General Season,Public,DB1791,performance,performance,,,144,69,47.9,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1792,Resident,Deer,Yellowstone,Dedicated Hunter,General Season,Public,DB1792,performance,performance,,,151,56,37.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1792,Nonresident,Deer,Yellowstone,Dedicated Hunter,General Season,Public,DB1792,performance,performance,,,151,56,37.1,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1793,Resident,Deer,Southwest Desert,Dedicated Hunter,General Season,Public,DB1793,performance,performance,,,51,16,31.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1793,Nonresident,Deer,Southwest Desert,Dedicated Hunter,General Season,Public,DB1793,performance,performance,,,51,16,31.4,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
DB1794,Resident,Deer,"Wasatch Mtns, East",Dedicated Hunter,General Season,Public,DB1794,performance,performance,,,748,244,32.6,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,CONTEXT_ONLY,excluded_special_permit_class
