hunt_code,species,harvest_success,pressure_index,draw_access_score,verified_outfitter_count,cpo_outfitter_count
EA1279,Elk,33.3,0.8571,3.0,38,0
EA1280,Elk,30.6,0.6647,3.0,38,0
EA1281,Elk,37.5,0.8767,3.0,30,0
EA1282,Elk,,0.0,3.0,0,0
EA1283,Elk,10.0,0.8571,3.0,37,0
EA1284,Elk,14.8,0.7714,3.0,37,0
EA1285,Elk,61.3,0.9688,2.0,37,0
EA1286,Elk,60.0,0.9375,2.0,30,0
EA2000,Elk,6.7,0.8026,,52,0
EA2002,Elk,24.8,0.772,,52,0
EA2003,Elk,39.0,0.8594,,36,0
EA2004,Elk,35.4,0.7814,,36,0
EA2005,Elk,53.5,0.6418,,52,0
EA2006,Elk,46.7,0.8343,,44,0
EA2008,Elk,55.6,0.878,,52,0
EA2009,Elk,27.8,0.7714,,38,0
EA2010,Elk,26.2,0.84,,52,0
EA2011,Elk,41.6,0.7752,,38,0
EA2012,Elk,53.1,0.8512,,36,0
EA2013,Elk,37.8,0.75,,9,0
EA2014,Elk,40.9,0.8148,,36,0
EA2015,Elk,25.0,0.6882,,37,0
EA2016,Elk,36.7,0.7527,,36,0
EA2017,Elk,60.0,0.7692,,30,0
EA2018,Elk,48.1,0.75,,37,0
EA2019,Elk,30.0,0.8475,,52,0
EA2020,Elk,27.3,0.7704,,37,0
EA2021,Elk,21.4,0.5,,30,0
EA2026,Elk,38.9,0.7423,,30,0
EA2027,Elk,26.2,0.8036,,36,0
EA2028,Elk,42.4,0.8049,,33,0
EA2029,Elk,34.7,0.8523,,30,0
EA2030,Elk,53.7,0.8838,,33,0
EA2033,Elk,2.1,0.6575,3.0,36,0
EA2034,Elk,0.0,0.5882,3.0,52,0
EA2036,Elk,91.4,0.9667,2.0,30,0
EA2037,Elk,17.8,0.7914,3.0,44,0
EA2038,Elk,13.4,0.837,3.0,36,0
EA2039,Elk,25.6,0.7826,,30,0
EA2040,Elk,54.7,0.7465,,36,0
EA2041,Elk,,0.0,,0,0
EA2042,Elk,50.0,1.0,,0,0
EA2045,Elk,75.0,1.0,,0,0
EA2046,Elk,0.0,1.0,,52,0
EB1000,Elk,100.0,1.0,,0,0
EB1001,Elk,15.0,0.8671,,30,0
EB1002,Elk,15.5,0.8508,,30,0
EB1003,Elk,15.6,0.8866,,30,0
EB1004,Elk,13.4,0.8676,,30,0
EB1005,Elk,11.8,0.8997,,30,0
EB1007,Elk,42.2,0.9116,,0,0
EB1009,Elk,25.1,0.9229,,30,0
EB1010,Elk,14.5,0.8816,,30,0
EB1011,Elk,17.5,0.8653,,30,0
EB1012,Elk,55.1,0.811,,36,0
EB3000,Elk,76.9,1.0,,30,0
EB3002,Elk,66.7,1.0,,30,0
EB3003,Elk,20.0,0.9091,,0,0
EB3005,Elk,40.0,1.0,,0,0
EB3006,Elk,30.4,0.9771,,38,0
EB3008,Elk,31.8,1.0,,30,0
EB3009,Elk,41.5,0.9762,,38,0
EB3010,Elk,100.0,1.0,,30,0
EB3011,Elk,38.1,1.0,,30,0
EB3013,Elk,37.5,1.0,,52,0
EB3015,Elk,38.9,1.0,,37,0
EB3018,Elk,33.3,0.9775,,30,0
EB3019,Elk,55.2,0.9667,,0,0
EB3020,Elk,28.0,1.0,,33,0
EB3022,Elk,25.4,0.9286,,36,0
EB3024,Elk,90.9,1.0,,30,0
EB3025,Elk,88.2,1.0,,30,0
EB3028,Elk,100.0,1.0,,30,0
EB3031,Elk,75.0,1.0,,30,0
EB3032,Elk,50.0,1.0,,0,0
EB3033,Elk,50.0,1.0,,0,0
EB3036,Elk,100.0,1.0,,0,0
EB3037,Elk,66.7,0.8571,,0,0
EB3038,Elk,70.8,1.0,,38,0
EB3039,Elk,81.1,1.0,,38,0
EB3042,Elk,68.8,1.0,,30,0
EB3043,Elk,66.7,0.9375,,30,0
EB3044,Elk,85.7,1.0,,30,0
EB3045,Elk,47.1,1.0,,38,0
EB3046,Elk,42.9,1.0,,38,0
EB3047,Elk,100.0,0.875,,30,0
EB3048,Elk,93.3,1.0,,30,0
EB3049,Elk,87.5,1.0,,30,0
EB3050,Elk,93.3,1.0,,30,0
EB3053,Elk,90.9,1.0,,52,0
EB3056,Elk,91.7,1.0,,37,0
EB3057,Elk,84.6,1.0,,37,0
EB3063,Elk,84.2,1.0,,30,0
EB3064,Elk,57.9,0.9907,,30,0
EB3065,Elk,84.4,1.0,,30,0
EB3066,Elk,78.9,1.0,,0,0
EB3067,Elk,70.0,0.9524,,0,0
EB3068,Elk,81.8,1.0,,33,0
EB3069,Elk,80.0,0.9677,,33,0
EB3072,Elk,67.6,0.9737,,36,0
EB3073,Elk,74.0,0.9919,,36,0
EB3077,Elk,92.9,1.0,,30,0
EB3079,Elk,100.0,1.0,,30,0
EB3081,Elk,42.9,1.0,,0,0
EB3083,Elk,66.7,1.0,,0,0
EB3084,Elk,72.1,1.0,,38,0
EB3086,Elk,69.2,1.0,,30,0
EB3087,Elk,58.3,1.0,,38,0
EB3088,Elk,83.3,1.0,,30,0
EB3089,Elk,66.7,1.0,,30,0
EB3091,Elk,75.0,1.0,,52,0
EB3093,Elk,75.0,1.0,,37,0
EB3096,Elk,76.4,1.0,,30,0
EB3097,Elk,76.5,1.0,,0,0
EB3098,Elk,66.7,1.0,,33,0
EB3100,Elk,65.7,0.9908,,36,0
EB3102,Elk,100.0,0.75,,30,0
EB3104,Elk,100.0,1.0,,30,0
EB3105,Elk,100.0,1.0,,0,0
EB3107,Elk,100.0,1.0,,0,0
EB3108,Elk,73.9,1.0,,38,0
EB3110,Elk,50.0,1.0,,30,0
EB3111,Elk,100.0,1.0,,38,0
EB3112,Elk,100.0,1.0,,30,0
EB3113,Elk,66.7,1.0,,30,0
EB3115,Elk,100.0,1.0,,52,0
EB3117,Elk,66.7,1.0,,37,0
EB3120,Elk,69.2,1.0,,30,0
EB3121,Elk,100.0,1.0,,0,0
EB3122,Elk,100.0,1.0,,33,0
EB3124,Elk,66.7,1.0,,36,0
EB3126,Elk,69.2,1.0,,38,0
EB3127,Elk,68.7,0.9814,,36,0
EB3128,Elk,100.0,0.5,,0,0
EB3130,Elk,0.0,1.0,,30,0
EB3132,Elk,37.5,0.96,,0,0
EB3135,Elk,22.2,0.9,,0,0
EB3136,Elk,42.1,1.0,,0,0
EB3137,Elk,61.5,1.0,,0,0
EB3139,Elk,59.3,1.0,,0,0
EB3142,Elk,55.6,0.9,,0,0
EB3143,Elk,72.2,1.0,,0,0
EB3144,Elk,78.6,1.0,,0,0
EB3145,Elk,50.0,0.9375,,0,0
EB3146,Elk,44.2,1.0,,0,0
EB3147,Elk,85.7,1.0,,0,0
EB3148,Elk,92.9,1.0,,0,0
EB3149,Elk,83.3,1.0,,0,0
EB3150,Elk,83.3,1.0,,0,0
EB3151,Elk,81.8,1.0,,0,0
EB3152,Elk,90.0,1.0,,0,0
EB3153,Elk,100.0,1.0,,0,0
EB3154,Elk,89.5,1.0,,0,0
EB3155,Elk,66.7,1.0,,0,0
EB3156,Elk,80.0,1.0,,0,0
EB3157,Elk,85.7,1.0,,0,0
EB3158,Elk,20.0,1.0,,30,0
EB3159,Elk,89.3,1.0,,30,0
EB3160,Elk,43.5,1.0,,0,0
EB3161,Elk,20.0,1.0,,0,0
EB3162,Elk,80.0,1.0,,0,0
EB3163,Elk,62.5,1.0,,0,0
EB3164,Elk,61.5,1.0,,0,0
EB3165,Elk,100.0,1.0,,0,0
EB3166,Elk,100.0,1.0,,0,0
EB3167,Elk,100.0,1.0,,30,0
EB3168,Elk,0.0,0.75,,0,0
EB3169,Elk,53.8,1.0,,0,0
EB3170,Elk,25.0,1.0,,0,0
EB3171,Elk,100.0,0.9091,,0,0
EB3172,Elk,10.0,1.0,,38,0
EB3173,Elk,24.0,1.0,,0,0
EB3174,Elk,62.5,1.0,,0,0
EB3175,Elk,66.7,1.0,,0,0
EB3176,Elk,72.2,1.0,,0,0
EB3177,Elk,81.5,1.0,,0,0
EB3178,Elk,75.0,1.0,,0,0
EB3179,Elk,75.0,1.0,,0,0
EB3180,Elk,14.3,1.0,,30,0
EB3181,Elk,76.0,1.0,,30,0
EB3182,Elk,0.0,0.875,,38,0
EB3183,Elk,59.6,0.9792,,38,0
EB3184,Elk,28.6,1.0,,30,0
EB3185,Elk,80.0,0.9091,,30,0
EB3186,Elk,20.0,1.0,,30,0
EB3187,Elk,72.0,1.0,,30,0
EB3188,Elk,60.0,1.0,,37,0
EB3189,Elk,86.4,1.0,,37,0
EB3190,Elk,20.0,1.0,,0,0
EB3191,Elk,73.7,1.0,,0,0
EB3192,Elk,25.0,1.0,,30,0
EB3193,Elk,12.5,0.8,,0,0
EB3194,Elk,88.6,1.0,,0,0
EB3195,Elk,20.0,1.0,,33,0
EB3196,Elk,61.1,1.0,,33,0
EB3197,Elk,12.5,1.0,,0,0
EB3198,Elk,69.4,1.0,,0,0
EB3199,Elk,12.5,0.8,,36,0
EB3205,Elk,42.9,0.7778,,36,0
EB3208,Elk,90.0,1.0,,52,0
EB3209,Elk,100.0,1.0,,30,0
EB3210,Elk,100.0,1.0,,52,0
EB3500,Elk,80.0,1.0,,0,0
EB3501,Elk,100.0,1.0,,0,0
EB3502,Elk,100.0,1.0,,0,0
EB3503,Elk,75.0,0.8,,0,0
EB3504,Elk,100.0,1.0,,0,0
EB3505,Elk,100.0,1.0,,0,0
EB3506,Elk,54.5,1.0,,0,0
EB3508,Elk,100.0,1.0,,0,0
EB3509,Elk,95.5,0.9565,,0,0
EB3511,Elk,66.7,1.0,,0,0
EB3514,Elk,89.0,1.0,,0,0
EB3515,Elk,100.0,1.0,,0,0
EB3516,Elk,55.0,0.9091,,0,0
EB3517,Elk,50.0,1.0,,0,0
EB3519,Elk,100.0,1.0,,0,0
EB3520,Elk,94.7,1.0,,0,0
EB3521,Elk,75.3,1.0,,0,0
EB3522,Elk,100.0,1.0,,0,0
EB3523,Elk,84.2,1.0,,0,0
EB3524,Elk,60.0,1.0,,0,0
EB3525,Elk,100.0,1.0,,0,0
EB3526,Elk,77.8,1.0,,0,0
EB3527,Elk,100.0,1.0,,0,0
EB3528,Elk,0.0,1.0,,0,0
EB3529,Elk,100.0,1.0,,0,0
EB3530,Elk,30.0,1.0,,0,0
EB3531,Elk,100.0,1.0,,0,0
EB3532,Elk,100.0,1.0,,0,0
EB3533,Elk,100.0,1.0,,0,0
EB3534,Elk,85.7,1.0,,0,0
EB3536,Elk,43.6,1.0,,0,0
EB3538,Elk,100.0,1.0,,0,0
EB3540,Elk,100.0,1.0,,0,0
EB3541,Elk,83.3,1.0,,0,0
EB3543,Elk,60.0,1.0,,0,0
EB3544,Elk,100.0,1.0,,0,0
EB3545,Elk,100.0,1.0,,0,0
EB3546,Elk,100.0,1.0,,0,0
EB3547,Elk,37.5,0.8889,,0,0
EB3548,Elk,75.0,1.0,,0,0
EB3549,Elk,100.0,1.0,,0,0
EB3550,Elk,100.0,1.0,,0,0
EB3551,Elk,100.0,1.0,,0,0
EB3552,Elk,100.0,0.7778,,0,0
EB3553,Elk,100.0,1.0,,0,0
EB3554,Elk,54.5,1.0,,0,0
EB3555,Elk,92.3,1.0,,0,0
EB3557,Elk,95.0,1.0,,0,0
EB3558,Elk,100.0,1.0,,0,0
EB3559,Elk,80.0,1.0,,0,0
EB3561,Elk,94.0,1.0,,0,0
EB3562,Elk,50.0,1.0,,0,0
EB3564,Elk,66.7,0.9474,,0,0
EB3565,Elk,100.0,1.0,,0,0
EB3603,Elk,100.0,1.0,,0,0
EB3604,Elk,100.0,1.0,,0,0
EB3606,Elk,100.0,1.0,,0,0
EB3607,Elk,40.0,1.0,,0,0
EB3608,Elk,100.0,1.0,,0,0
EB3609,Elk,100.0,1.0,,0,0
EB3610,Elk,100.0,1.0,,0,0
EB3611,Elk,58.8,1.0,,0,0
EB3613,Elk,100.0,1.0,,0,0
EB3614,Elk,75.0,1.0,,0,0
EB3617,Elk,100.0,1.0,,0,0
EB3619,Elk,87.9,1.0,,0,0
EL3000,Elk,100.0,1.0,,30,0
EL3022,Elk,0.0,1.0,,36,0
EL3024,Elk,100.0,1.0,,30,0
EL3033,Elk,100.0,1.0,,0,0
EL3038,Elk,40.0,1.0,,38,0
EL3039,Elk,0.0,1.0,,38,0
EL3048,Elk,100.0,1.0,,30,0
EL3057,Elk,0.0,1.0,,37,0
EL3065,Elk,100.0,1.0,,30,0
EL3066,Elk,100.0,1.0,,0,0
EL3068,Elk,100.0,1.0,,33,0
EL3072,Elk,57.1,1.0,,36,0
EL3084,Elk,50.0,1.0,,38,0
EL3100,Elk,0.0,1.0,,36,0
EL3126,Elk,100.0,1.0,,38,0
EL3127,Elk,83.3,1.0,,36,0
EL3144,Elk,100.0,1.0,,0,0
EL3149,Elk,100.0,1.0,,0,0
EL3152,Elk,,0.0,,0,0
EL3171,Elk,0.0,1.0,,0,0
EL3175,Elk,100.0,1.0,,0,0
EL3177,Elk,50.0,1.0,,0,0
EL3181,Elk,0.0,1.0,,30,0
EL3183,Elk,100.0,1.0,,38,0
EL3194,Elk,100.0,1.0,,0,0
EL3196,Elk,100.0,1.0,,33,0
EL3198,Elk,0.0,1.0,,0,0
GO1000,Mountain Goat,100.0,1.0,,44,0
GO6800,Mountain Goat,100.0,1.0,,30,0
GO6801,Mountain Goat,88.9,1.0,,30,0
GO6803,Mountain Goat,89.5,1.0,,36,0
GO6804,Mountain Goat,100.0,1.0,,9,0
GO6805,Mountain Goat,80.0,1.0,,9,0
GO6806,Mountain Goat,100.0,1.0,,9,0
GO6807,Mountain Goat,100.0,1.0,,36,0
GO6808,Mountain Goat,83.3,1.0,,9,0
GO6810,Mountain Goat,100.0,1.0,,44,0
GO6813,Mountain Goat,100.0,1.0,,36,0
GO6814,Mountain Goat,100.0,1.0,,30,0
GO6817,Mountain Goat,91.7,1.0,,38,0
GO6818,Mountain Goat,100.0,1.0,,9,0
GO6819,Mountain Goat,100.0,1.0,,36,0
GO6820,Mountain Goat,90.0,0.9091,,9,0
GO6821,Mountain Goat,90.9,0.9167,,36,0
GO6822,Mountain Goat,0.0,1.0,,30,0
LD1001,Deer,0.0,1.0,,52,0
LD1004,Deer,100.0,1.0,,52,0
LD1006,Deer,0.0,1.0,,52,0
LD1019,Deer,0.0,1.0,,52,0
LD1023,Deer,100.0,1.0,,52,0
LD1108,Deer,0.0,1.0,,0,0
LO0009,Deer,100.0,1.0,,0,0
LO0010,Deer,100.0,1.0,,0,0
LO0012,Deer,100.0,1.0,,0,0
LO0013,Deer,100.0,1.0,,0,0
LO0014,Deer,100.0,1.0,,0,0
LO0015,Deer,0.0,1.0,,0,0
LO1502,Deer,100.0,1.0,,36,0
LO1506,Deer,0.0,1.0,,0,0
LO1511,Deer,0.0,1.0,,21,0
LO1512,Deer,33.3,1.0,,30,0
LO1514,Deer,100.0,1.0,,9,0
LO1516,Deer,100.0,1.0,,37,0
LO1517,Deer,0.0,1.0,,37,0
LO1524,Deer,0.0,1.0,,52,0
LO1529,Deer,0.0,1.0,,37,0
LO1531,Deer,66.7,1.0,,0,0
LO1533,Deer,63.6,1.0,,0,0
LO1534,Deer,80.0,1.0,,36,0
LO1536,Deer,59.4,0.9412,,0,0
LO1540,Deer,0.0,1.0,,30,0
LO1541,Deer,100.0,1.0,,21,0
LO1542,Deer,53.8,1.0,,30,0
LO1544,Deer,100.0,1.0,,9,0
LO1546,Deer,40.0,1.0,,37,0
LO1547,Deer,100.0,1.0,,37,0
LO1551,Deer,87.5,1.0,,0,0
LO1552,Deer,75.0,1.0,,33,0
LO1553,Deer,61.5,0.8667,,3,0
LO1554,Deer,44.4,1.0,,52,0
LO1555,Deer,66.7,1.0,,0,0
LO1556,Deer,100.0,1.0,,36,0
LO1559,Deer,34.6,0.8966,,37,0
LO1572,Deer,100.0,1.0,,30,0
LO1576,Deer,50.0,1.0,,37,0
LO1581,Deer,0.0,1.0,,0,0
LO1589,Deer,50.0,1.0,,37,0
LO1591,Deer,100.0,1.0,,0,0
LO1593,Deer,100.0,1.0,,30,0
LO1594,Deer,100.0,1.0,,37,0
LO1597,Deer,58.3,1.0,,37,0
LO1598,Deer,0.0,1.0,,0,0
LO1599,Deer,30.0,0.9091,,36,0
LO1601,Deer,0.0,1.0,,36,0
LO1603,Deer,77.8,0.8182,,36,0
LO1604,Deer,0.0,0.75,,36,0
LO1607,Deer,0.0,0.75,,36,0
LO1608,Deer,100.0,1.0,,36,0
LO1613,Deer,0.0,1.0,,30,0
LO1614,Deer,100.0,1.0,,0,0
LO1616,Deer,33.3,1.0,,0,0
LO1619,Deer,100.0,1.0,,0,0
LO1622,Deer,100.0,0.8333,,0,0
LO1625,Deer,0.0,1.0,,0,0
LO1627,Deer,75.0,1.0,,36,0
LO1631,Deer,0.0,1.0,,0,0
LP5025,Pronghorn,100.0,1.0,,0,0
LP5031,Pronghorn,100.0,1.0,,0,0
LP5033,Pronghorn,100.0,1.0,,0,0
LP5046,Pronghorn,100.0,1.0,,0,0
LP5049,Pronghorn,100.0,1.0,,0,0
LP5051,Pronghorn,,0.0,,0,0
MA1005,Moose,37.5,1.0,3.0,52,0
MA1007,Moose,100.0,0.6667,3.0,52,0
MA1008,Moose,100.0,1.0,2.0,36,0
MA1009,Moose,100.0,1.0,3.0,0,0
MA1010,Moose,100.0,1.0,2.0,0,0
MB1000,Moose,100.0,1.0,,52,0
MB6000,Moose,100.0,1.0,,36,0
MB6001,Moose,100.0,1.0,,36,0
MB6002,Moose,100.0,1.0,,36,0
MB6003,Moose,100.0,1.0,,36,0
MB6004,Moose,80.0,1.0,,36,0
MB6005,Moose,83.3,1.0,,52,0
MB6006,Moose,96.0,0.9615,,44,0
MB6007,Moose,100.0,1.0,,52,0
MB6008,Moose,100.0,1.0,,44,0
MB6009,Moose,50.0,1.0,,33,0
MB6010,Moose,100.0,1.0,,44,0
MB6011,Moose,87.0,1.0,,36,0
MB6012,Moose,100.0,1.0,,52,0
MB6200,Moose,100.0,1.0,,0,0
MB6202,Moose,100.0,1.0,,0,0
MB6206,Moose,100.0,1.0,,0,0
MB6207,Moose,50.0,1.0,,0,0
MB6208,Moose,100.0,1.0,,0,0
MB6209,Moose,100.0,1.0,,0,0
MB6211,Moose,100.0,1.0,,0,0
MB6217,Moose,100.0,1.0,,0,0
MB6219,Moose,100.0,1.0,,0,0
MB6220,Moose,100.0,1.0,,0,0
MB6222,Moose,100.0,1.0,,0,0
MB6223,Moose,100.0,1.0,,0,0
MB6224,Moose,100.0,1.0,,0,0
MB6225,Moose,0.0,1.0,,0,0
MB6240,Moose,100.0,1.0,,0,0
MB6251,Moose,100.0,1.0,,0,0
MB6254,Moose,100.0,1.0,,0,0
MB6256,Moose,100.0,1.0,,0,0
MB6257,Moose,100.0,1.0,,0,0
MB6258,Moose,100.0,1.0,,0,0
MB6259,Moose,100.0,1.0,,0,0
MB6262,Moose,100.0,1.0,,0,0
MB6263,Moose,100.0,1.0,,0,0
MB6266,Moose,100.0,1.0,,0,0
PB1000,Moose,100.0,1.0,,52,0
PB5000,Pronghorn,66.7,0.8182,,30,0
PB5001,Pronghorn,85.7,1.0,,30,0
PB5002,Pronghorn,87.5,0.8889,,30,0
PB5003,Pronghorn,0.0,0.5,,30,0
PB5004,Pronghorn,100.0,0.75,,30,0
PB5005,Pronghorn,62.5,1.0,,30,0
PB5006,Pronghorn,10.0,1.0,,52,0
PB5008,Pronghorn,86.7,1.0,,30,0
PB5009,Pronghorn,66.7,1.0,,30,0
PB5011,Pronghorn,93.5,0.9688,,52,0
PB5012,Pronghorn,69.2,1.0,,52,0
PB5013,Pronghorn,62.5,1.0,,37,0
PB5015,Pronghorn,75.0,0.9524,,30,0
PB5016,Pronghorn,77.8,0.9474,,33,0
PB5017,Pronghorn,36.8,0.95,,33,0
PB5018,Pronghorn,90.3,0.8857,,52,0
PB5019,Pronghorn,94.4,1.0,,52,0
PB5020,Pronghorn,88.9,1.0,,52,0
PB5021,Pronghorn,60.9,1.0,,30,0
PB5024,Pronghorn,71.4,1.0,,52,0
PB5025,Pronghorn,90.9,0.9565,,30,0
PB5026,Pronghorn,85.7,0.9655,,30,0
PB5027,Pronghorn,100.0,1.0,,30,0
PB5028,Pronghorn,70.6,1.0,,30,0
PB5029,Pronghorn,87.5,0.9412,,30,0
PB5030,Pronghorn,75.0,1.0,,30,0
PB5031,Pronghorn,81.3,1.0,,52,0
PB5033,Pronghorn,97.9,0.9792,,30,0
PB5034,Pronghorn,50.0,1.0,,36,0
PB5035,Pronghorn,100.0,1.0,,30,0
PB5037,Pronghorn,83.0,0.9615,,52,0
PB5038,Pronghorn,100.0,1.0,,30,0
PB5039,Pronghorn,76.5,0.9444,,44,0
PB5040,Pronghorn,92.3,0.975,,52,0
PB5041,Pronghorn,100.0,1.0,,37,0
PB5042,Pronghorn,69.6,0.9583,,37,0
PB5044,Pronghorn,100.0,1.0,,52,0
PB5045,Pronghorn,83.3,1.0,,30,0
PB5046,Pronghorn,92.9,0.9859,,30,0
PB5047,Pronghorn,90.9,0.9821,,33,0
PB5048,Pronghorn,78.5,0.9155,,33,0
PB5049,Pronghorn,86.0,0.9554,,52,0
PB5050,Pronghorn,94.9,1.0,,52,0
PB5051,Pronghorn,94.4,0.973,,52,0
PB5052,Pronghorn,80.8,0.99,,30,0
PB5053,Pronghorn,100.0,1.0,,30,0
PB5054,Pronghorn,100.0,0.875,,37,0
PB5055,Pronghorn,100.0,0.5,,30,0
PB5056,Pronghorn,86.4,0.9565,,30,0
PB5059,Pronghorn,74.2,0.9688,,52,0
PB5060,Pronghorn,100.0,0.9474,,33,0
PB5061,Pronghorn,87.5,1.0,,37,0
PB5062,Pronghorn,25.0,1.0,,37,0
PB5065,Pronghorn,78.6,0.9333,,30,0
PB5066,Pronghorn,58.3,0.9231,,52,0
PB5072,Pronghorn,45.0,0.9091,,33,0
PB5073,Pronghorn,83.3,1.0,,36,0
PB5074,Pronghorn,0.0,1.0,,36,0
PB5075,Pronghorn,100.0,0.5,,36,0
PB5076,Pronghorn,96.1,0.939,,52,0
PB5077,Pronghorn,55.6,0.9643,,52,0
PB5078,Pronghorn,69.1,0.9167,,52,0
PB5079,Pronghorn,55.6,0.9,,52,0
PB5080,Pronghorn,80.0,1.0,,30,0
PB5300,Pronghorn,100.0,1.0,,0,0
PB5302,Pronghorn,100.0,1.0,,0,0
PB5305,Pronghorn,100.0,1.0,,0,0
PB5306,Pronghorn,100.0,1.0,,0,0
PB5309,Pronghorn,60.0,1.0,,0,0
PB5311,Pronghorn,87.5,1.0,,0,0
PB5312,Pronghorn,0.0,1.0,,0,0
PB5314,Pronghorn,100.0,1.0,,0,0
PB5315,Pronghorn,40.0,1.0,,0,0
PB5325,Pronghorn,100.0,1.0,,0,0
PB5326,Pronghorn,100.0,1.0,,0,0
PB5327,Pronghorn,100.0,0.9,,0,0
PB5328,Pronghorn,83.3,1.0,,0,0
PB5329,Pronghorn,100.0,1.0,,0,0
PB5330,Pronghorn,100.0,1.0,,0,0
PB5331,Pronghorn,87.5,1.0,,34,0
PB5332,Pronghorn,25.0,1.0,,34,0
PB5337,Pronghorn,80.0,1.0,,0,0
PB5338,Pronghorn,100.0,1.0,,0,0
PB5339,Pronghorn,100.0,1.0,,0,0
PB5342,Pronghorn,100.0,1.0,,0,0
PB5343,Pronghorn,100.0,1.0,,0,0
PB5345,Pronghorn,100.0,1.0,,0,0
PB5346,Pronghorn,50.0,1.0,,0,0
PD1000,Pronghorn,47.1,0.875,2.0,30,0
PD1012,Pronghorn,50.0,0.6667,2.0,30,0
PD1016,Pronghorn,50.0,1.0,,0,0
PD1017,Pronghorn,63.5,0.9455,2.0,52,0
PD1025,Pronghorn,100.0,1.0,,0,0
PD1026,Pronghorn,100.0,1.0,,0,0
PD1031,Pronghorn,100.0,1.0,1.0,0,0
PD1033,Pronghorn,53.8,0.8667,2.0,30,0
PD1034,Pronghorn,90.0,1.0,2.0,30,0
PD1035,Pronghorn,100.0,0.9,2.0,30,0
PD1041,Pronghorn,0.0,1.0,,0,0
PD1043,Pronghorn,100.0,1.0,2.0,30,0
PD1044,Pronghorn,85.7,0.7778,2.0,30,0
PD1047,Pronghorn,100.0,1.0,2.0,0,0
PD1048,Pronghorn,100.0,0.6667,1.0,0,0
PD1049,Pronghorn,20.0,0.8333,2.0,0,0
PD1050,Pronghorn,100.0,0.8333,2.0,0,0
PD1051,Pronghorn,83.3,1.0,2.0,0,0
PD1052,Pronghorn,83.3,1.0,2.0,0,0
PD1053,Pronghorn,83.3,0.8571,2.0,0,0
PD1054,Pronghorn,20.0,0.6897,3.0,52,0
PD1055,Pronghorn,43.3,0.8824,3.0,52,0
PD1056,Pronghorn,68.8,0.8649,2.0,52,0
PD1057,Pronghorn,90.6,0.9412,2.0,52,0
PD1058,Pronghorn,45.5,0.8684,2.0,52,0
PD1059,Pronghorn,82.6,0.8214,2.0,52,0
PD1060,Pronghorn,85.7,0.8974,2.0,52,0
RE1000,Rocky Mountain Bighorn Sheep,80.0,1.0,3.0,30,0
RS0001,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS1000,Rocky Mountain Bighorn Sheep,100.0,1.0,,0,0
RS1001,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS1003,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS1006,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6700,Rocky Mountain Bighorn Sheep,100.0,1.0,,0,0
RS6701,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6703,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6704,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6708,Rocky Mountain Bighorn Sheep,100.0,1.0,,52,0
RS6709,Rocky Mountain Bighorn Sheep,100.0,1.0,,52,0
RS6712,Rocky Mountain Bighorn Sheep,100.0,0.8333,,30,0
RS6713,Rocky Mountain Bighorn Sheep,100.0,1.0,,52,0
RS6720,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6721,Rocky Mountain Bighorn Sheep,100.0,1.0,,52,0
RS6722,Rocky Mountain Bighorn Sheep,66.7,1.0,,30,0
RS6724,Rocky Mountain Bighorn Sheep,100.0,0.5,,36,0
RS6725,Rocky Mountain Bighorn Sheep,100.0,1.0,,36,0
RS6726,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
RS6727,Rocky Mountain Bighorn Sheep,100.0,1.0,,30,0
