hunt_code,residency,points,odds_2025_actual,odds_2026_projected,max_pool_projection_2026,random_draw_projection_2026,guaranteed_marker,user_point_marker
DB1216,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1216,Resident,32,N/A,53.595,0.000,53.595,FALSE,FALSE
DB1216,Resident,31,N/A,53.610,0.000,53.610,FALSE,FALSE
DB1216,Resident,30,N/A,52.285,0.000,52.285,FALSE,FALSE
DB1216,Resident,29,N/A,51.985,0.000,51.985,FALSE,FALSE
DB1216,Resident,28,N/A,50.510,0.000,50.510,FALSE,FALSE
DB1216,Resident,27,N/A,49.815,0.000,49.815,FALSE,FALSE
DB1216,Resident,26,N/A,48.465,0.000,48.465,FALSE,FALSE
DB1216,Resident,25,N/A,48.465,0.000,48.465,FALSE,FALSE
DB1216,Resident,24,N/A,47.040,0.000,47.040,FALSE,FALSE
DB1216,Resident,23,N/A,45.720,0.000,45.720,FALSE,FALSE
DB1216,Resident,22,N/A,44.950,0.000,44.950,FALSE,FALSE
DB1216,Resident,21,N/A,43.670,0.000,43.670,FALSE,FALSE
DB1216,Resident,20,N/A,42.750,0.000,42.750,FALSE,FALSE
DB1216,Resident,19,N/A,42.300,0.000,42.300,FALSE,FALSE
DB1216,Resident,18,N/A,41.010,0.000,41.010,FALSE,FALSE
DB1216,Resident,17,N/A,38.165,0.000,38.165,FALSE,FALSE
DB1216,Resident,16,N/A,38.100,0.000,38.100,FALSE,FALSE
DB1216,Resident,15,N/A,36.555,0.000,36.555,FALSE,FALSE
DB1216,Resident,14,N/A,34.655,0.000,34.655,FALSE,FALSE
DB1216,Resident,13,N/A,33.530,0.000,33.530,FALSE,FALSE
DB1216,Resident,12,N/A,32.150,0.000,32.150,FALSE,FALSE
DB1216,Resident,11,N/A,29.755,0.000,29.755,FALSE,FALSE
DB1216,Resident,10,N/A,28.100,0.000,28.100,FALSE,FALSE
DB1216,Resident,9,N/A,26.235,0.000,26.235,FALSE,FALSE
DB1216,Resident,8,N/A,24.640,0.000,24.640,FALSE,FALSE
DB1216,Resident,7,N/A,22.330,0.000,22.330,FALSE,FALSE
DB1216,Resident,6,N/A,19.575,0.000,19.575,FALSE,FALSE
DB1216,Resident,5,N/A,17.535,0.000,17.535,FALSE,FALSE
DB1216,Resident,4,N/A,15.120,0.000,15.120,FALSE,FALSE
DB1216,Resident,3,N/A,12.225,0.000,12.225,FALSE,FALSE
DB1216,Resident,2,1 in 2.0,9.620,0.000,9.620,FALSE,FALSE
DB1216,Resident,1,N/A,6.670,0.000,6.670,FALSE,FALSE
DB1216,Resident,0,N/A,3.445,0.000,3.445,FALSE,FALSE
DB1217,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1217,Resident,32,N/A,15.360,0.000,15.360,FALSE,FALSE
DB1217,Resident,31,N/A,15.240,0.000,15.240,FALSE,FALSE
DB1217,Resident,30,N/A,15.175,0.000,15.175,FALSE,FALSE
DB1217,Resident,29,N/A,14.430,0.000,14.430,FALSE,FALSE
DB1217,Resident,28,N/A,14.000,0.000,14.000,FALSE,FALSE
DB1217,Resident,27,N/A,13.440,0.000,13.440,FALSE,FALSE
DB1217,Resident,26,N/A,13.110,0.000,13.110,FALSE,FALSE
DB1217,Resident,25,N/A,12.410,0.000,12.410,FALSE,FALSE
DB1217,Resident,24,N/A,12.070,0.000,12.070,FALSE,FALSE
DB1217,Resident,23,N/A,11.320,0.000,11.320,FALSE,FALSE
DB1217,Resident,22,N/A,11.075,0.000,11.075,FALSE,FALSE
DB1217,Resident,21,N/A,10.910,0.000,10.910,FALSE,FALSE
DB1217,Resident,20,N/A,9.995,0.000,9.995,FALSE,FALSE
DB1217,Resident,19,N/A,10.245,0.000,10.245,FALSE,FALSE
DB1217,Resident,18,N/A,9.415,0.000,9.415,FALSE,FALSE
DB1217,Resident,17,N/A,9.245,0.000,9.245,FALSE,FALSE
DB1217,Resident,16,N/A,8.145,0.000,8.145,FALSE,FALSE
DB1217,Resident,15,N/A,8.270,0.000,8.270,FALSE,FALSE
DB1217,Resident,14,N/A,7.700,0.000,7.700,FALSE,FALSE
DB1217,Resident,13,N/A,7.220,0.000,7.220,FALSE,FALSE
DB1217,Resident,12,N/A,6.740,0.000,6.740,FALSE,FALSE
DB1217,Resident,11,N/A,6.415,0.000,6.415,FALSE,FALSE
DB1217,Resident,10,N/A,5.675,0.000,5.675,FALSE,FALSE
DB1217,Resident,9,N/A,5.180,0.000,5.180,FALSE,FALSE
DB1217,Resident,8,1 in 4.0,4.760,0.000,4.760,FALSE,FALSE
DB1217,Resident,7,N/A,4.285,0.000,4.285,FALSE,FALSE
DB1217,Resident,6,N/A,3.780,0.000,3.780,FALSE,FALSE
DB1217,Resident,5,N/A,3.275,0.000,3.275,FALSE,FALSE
DB1217,Resident,4,N/A,2.720,0.000,2.720,FALSE,FALSE
DB1217,Resident,3,N/A,2.160,0.000,2.160,FALSE,FALSE
DB1217,Resident,2,N/A,1.765,0.000,1.765,FALSE,FALSE
DB1217,Resident,1,N/A,1.040,0.000,1.040,FALSE,FALSE
DB1217,Resident,0,N/A,0.575,0.000,0.575,FALSE,FALSE
DB1219,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1219,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,28,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,27,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,26,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,25,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,24,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,23,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,22,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,21,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,20,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,19,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,18,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,17,N/A,100.000,100.000,,FALSE,FALSE
DB1219,Resident,16,N/A,100.000,100.000,,TRUE,FALSE
DB1219,Resident,15,N/A,37.670,33.333,,FALSE,FALSE
DB1219,Resident,14,1 in 3.0,6.245,0.000,6.245,FALSE,FALSE
DB1219,Resident,13,N/A,6.200,0.000,6.200,FALSE,FALSE
DB1219,Resident,12,N/A,5.620,0.000,5.620,FALSE,FALSE
DB1219,Resident,11,N/A,5.370,0.000,5.370,FALSE,FALSE
DB1219,Resident,10,N/A,4.940,0.000,4.940,FALSE,FALSE
DB1219,Resident,9,N/A,4.500,0.000,4.500,FALSE,FALSE
DB1219,Resident,8,1 in 2.0,4.050,0.000,4.050,FALSE,FALSE
DB1219,Resident,7,N/A,3.325,0.000,3.325,FALSE,FALSE
DB1219,Resident,6,N/A,3.240,0.000,3.240,FALSE,FALSE
DB1219,Resident,5,N/A,2.690,0.000,2.690,FALSE,FALSE
DB1219,Resident,4,N/A,2.210,0.000,2.210,FALSE,FALSE
DB1219,Resident,3,N/A,1.745,0.000,1.745,FALSE,FALSE
DB1219,Resident,2,N/A,1.395,0.000,1.395,FALSE,FALSE
DB1219,Resident,1,N/A,0.890,0.000,0.890,FALSE,FALSE
DB1219,Resident,0,N/A,0.455,0.000,0.455,FALSE,FALSE
DB1222,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1222,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,28,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,27,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,26,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,25,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,24,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,23,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,22,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,21,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,20,N/A,100.000,100.000,,FALSE,FALSE
DB1222,Resident,19,1 in 1.0,100.000,100.000,,TRUE,FALSE
DB1222,Resident,18,N/A,27.175,25.000,,FALSE,FALSE
DB1222,Resident,17,N/A,2.735,0.000,2.735,FALSE,FALSE
DB1222,Resident,16,N/A,2.525,0.000,2.525,FALSE,FALSE
DB1222,Resident,15,N/A,2.515,0.000,2.515,FALSE,FALSE
DB1222,Resident,14,N/A,2.400,0.000,2.400,FALSE,FALSE
DB1222,Resident,13,N/A,2.240,0.000,2.240,FALSE,FALSE
DB1222,Resident,12,N/A,1.940,0.000,1.940,FALSE,FALSE
DB1222,Resident,11,N/A,1.935,0.000,1.935,FALSE,FALSE
DB1222,Resident,10,1 in 4.0,1.665,0.000,1.665,FALSE,FALSE
DB1222,Resident,9,N/A,1.640,0.000,1.640,FALSE,FALSE
DB1222,Resident,8,N/A,1.445,0.000,1.445,FALSE,FALSE
DB1222,Resident,7,N/A,1.325,0.000,1.325,FALSE,FALSE
DB1222,Resident,6,N/A,1.015,0.000,1.015,FALSE,FALSE
DB1222,Resident,5,N/A,0.950,0.000,0.950,FALSE,FALSE
DB1222,Resident,4,N/A,0.730,0.000,0.730,FALSE,FALSE
DB1222,Resident,3,N/A,0.615,0.000,0.615,FALSE,FALSE
DB1222,Resident,2,N/A,0.420,0.000,0.420,FALSE,FALSE
DB1222,Resident,1,N/A,0.320,0.000,0.320,FALSE,FALSE
DB1222,Resident,0,N/A,0.225,0.000,0.225,FALSE,FALSE
DB1224,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1224,Resident,32,N/A,27.955,0.000,27.955,FALSE,FALSE
DB1224,Resident,31,N/A,26.955,0.000,26.955,FALSE,FALSE
DB1224,Resident,30,N/A,26.045,0.000,26.045,FALSE,FALSE
DB1224,Resident,29,N/A,26.045,0.000,26.045,FALSE,FALSE
DB1224,Resident,28,N/A,24.790,0.000,24.790,FALSE,FALSE
DB1224,Resident,27,N/A,24.360,0.000,24.360,FALSE,FALSE
DB1224,Resident,26,N/A,23.465,0.000,23.465,FALSE,FALSE
DB1224,Resident,25,N/A,23.585,0.000,23.585,FALSE,FALSE
DB1224,Resident,24,N/A,22.540,0.000,22.540,FALSE,FALSE
DB1224,Resident,23,N/A,22.165,0.000,22.165,FALSE,FALSE
DB1224,Resident,22,N/A,20.980,0.000,20.980,FALSE,FALSE
DB1224,Resident,21,N/A,20.310,0.000,20.310,FALSE,FALSE
DB1224,Resident,20,N/A,19.690,0.000,19.690,FALSE,FALSE
DB1224,Resident,19,N/A,19.150,0.000,19.150,FALSE,FALSE
DB1224,Resident,18,N/A,17.935,0.000,17.935,FALSE,FALSE
DB1224,Resident,17,N/A,16.800,0.000,16.800,FALSE,FALSE
DB1224,Resident,16,N/A,16.380,0.000,16.380,FALSE,FALSE
DB1224,Resident,15,N/A,15.910,0.000,15.910,FALSE,FALSE
DB1224,Resident,14,N/A,14.895,0.000,14.895,FALSE,FALSE
DB1224,Resident,13,N/A,13.905,0.000,13.905,FALSE,FALSE
DB1224,Resident,12,N/A,13.130,0.000,13.130,FALSE,FALSE
DB1224,Resident,11,N/A,12.115,0.000,12.115,FALSE,FALSE
DB1224,Resident,10,N/A,11.195,0.000,11.195,FALSE,FALSE
DB1224,Resident,9,N/A,10.485,0.000,10.485,FALSE,FALSE
DB1224,Resident,8,N/A,9.800,0.000,9.800,FALSE,FALSE
DB1224,Resident,7,N/A,8.685,0.000,8.685,FALSE,FALSE
DB1224,Resident,6,N/A,7.580,0.000,7.580,FALSE,FALSE
DB1224,Resident,5,1 in 2.0,6.470,0.000,6.470,FALSE,FALSE
DB1224,Resident,4,N/A,5.360,0.000,5.360,FALSE,FALSE
DB1224,Resident,3,N/A,4.600,0.000,4.600,FALSE,FALSE
DB1224,Resident,2,N/A,3.395,0.000,3.395,FALSE,FALSE
DB1224,Resident,1,N/A,2.275,0.000,2.275,FALSE,FALSE
DB1224,Resident,0,N/A,1.150,0.000,1.150,FALSE,FALSE
DB1227,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
DB1227,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,28,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,27,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,26,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,25,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,24,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,23,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,22,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,21,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,20,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,19,N/A,100.000,100.000,,FALSE,FALSE
DB1227,Resident,18,N/A,100.000,100.000,,TRUE,FALSE
DB1227,Resident,17,N/A,41.377,33.333,,FALSE,FALSE
DB1227,Resident,16,N/A,11.875,0.000,11.875,FALSE,FALSE
DB1227,Resident,15,N/A,11.465,0.000,11.465,FALSE,FALSE
DB1227,Resident,14,N/A,10.585,0.000,10.585,FALSE,FALSE
DB1227,Resident,13,N/A,9.765,0.000,9.765,FALSE,FALSE
DB1227,Resident,12,N/A,9.090,0.000,9.090,FALSE,FALSE
DB1227,Resident,11,1 in 2.0,8.740,0.000,8.740,FALSE,FALSE
