"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","access_type"
"DB1335","Deer","Big Piney Ranch","CWMU","Any Legal Weapon","Male Only","4","4","4","100","3","5","CWMU"
"DB1336","Deer","First Light","CWMU","Any Legal Weapon","Male Only","8","8","6","75","3.8","4.2","CWMU"
"DB1337","Deer","Little Pole Canyon","CWMU","Any Legal Weapon","Male Only","2","2","0","0","6.5","3.5","CWMU"
"DB1341","Deer","Dry Creek","CWMU","Any Legal Weapon","Male Only","10","10","8","80","2.3","4.5","CWMU"
"DB1342","Deer","Faust Valley","CWMU","Any Legal Weapon","Male Only","4","4","4","100","3","3.3","CWMU"
"DB1343","Deer","Red Iron","CWMU","Any Legal Weapon","Male Only","8","8","7","87.5","8","4.4","CWMU"
"DB1344","Deer","Salt Wells","CWMU","Any Legal Weapon","Male Only","2","2","2","100","1","5","CWMU"
"DB1345","Deer","Diamond Mountain CWMU","CWMU","Any Legal Weapon","Male Only","10","10","10","100","2.6","4.7","CWMU"
"DB1347","Deer","The Rose of Snowville","CWMU","Any Legal Weapon","Male Only","6","6","4","66.7","4.3","4","CWMU"
"DB1348","Deer","Kimberly","CWMU","Any Legal Weapon","Male Only","5","5","2","40","3","2","CWMU"
"DB1349","Deer","Weber Florence Creek/Stillman Creek","CWMU","Any Legal Weapon","Male Only","75","75","57","76","3.5","4.6","CWMU"
"DB1501","Deer","Box Elder","General Season","Archery","Male Only","935","711","164","23.1","9.5","3.2","Public"
"DB1502","Deer","Cache","General Season","Archery","Male Only","931","755","119","15.8","8.2","3.3","Public"
"DB1503","Deer","Manti/San Rafael","General Season","Archery","Male Only","1325","1168","250","21.4","7.7","3.5","Public"
"DB1504","Deer","Nebo","General Season","Archery","Male Only","763","641","123","19.2","8.3","3.3","Public"
"DB1506","Deer","Fillmore","General Season","Archery","Male Only","351","316","101","32","7.3","3.6","Public"
"DB1508","Deer","Kamas","General Season","Archery","Male Only","210","176","29","16.5","7.7","3.3","Public"
"DB1509","Deer","La Sal Mtns","General Season","Archery","Male Only","266","232","112","48.3","6.1","4","Public"
"DB1510","Deer","Monroe","General Season","Archery","Male Only","79","50","19","38","8.4","3.2","Public"
"DB1511","Deer","Mt Dutton","General Season","Archery","Male Only","70","56","11","19.6","7.3","3.9","Public"
"DB1512","Deer","Nine Mile","General Season","Archery","Male Only","190","147","44","29.9","9.4","3.1","Public"
"DB1513","Deer","North Slope","General Season","Archery","Male Only","506","384","51","13.3","8.8","3.2","Public"
"DB1514","Deer","Ogden","General Season","Archery","Male Only","396","296","59","19.9","9.3","3.3","Public"
"DB1516","Deer","Panguitch Lake","General Season","Archery","Male Only","415","384","141","36.7","8.5","3.7","Public"
"DB1517","Deer","Pine Valley","General Season","Archery","Male Only","490","434","115","26.5","8.5","3.5","Public"
"DB1518","Deer","Boulder/Kaiparowits","General Season","Archery","Male Only","430","378","121","32","7.2","3.5","Public"
"DB1519","Deer","Fishlake","General Season","Archery","Male Only","235","219","56","25.6","7","3.4","Public"
"DB1521","Deer","San Juan, Abajo Mtns","General Season","Archery","Male Only","476","412","155","37.6","6.4","3.8","Public"
"DB1522","Deer","Vernal/Bonanza","General Season","Archery","Male Only","366","327","129","39.4","10.2","3.3","Public"
"DB1523","Deer","Yellowstone","General Season","Archery","Male Only","236","205","62","30.2","10.4","3.4","Public"
"DB1524","Deer","Southwest Desert","General Season","Archery","Male Only","77","64","11","17.2","8.1","3.2","Public"
"DB1525","Deer","Wasatch Mtns, East","General Season","Archery","Male Only","912","789","160","20.3","8","3.4","Public"
"DB1526","Deer","Wasatch Mtns, West","General Season","Archery","Male Only","1164","900","163","18.1","8.4","3.4","Public"
"DB1529","Deer","Zion","General Season","Archery","Male Only","458","405","157","38.8","7.6","3.6","Public"
"DB1531","Deer","Box Elder","General Season","Any Legal Weapon","Male Only","1982","1695","573","33.8","4.1","3.2","Public"
"DB1533","Deer","Manti/San Rafael","General Season","Any Legal Weapon","Male Only","4507","4060","1921","47.3","4","3.5","Public"
"DB1534","Deer","Nebo","General Season","Any Legal Weapon","Male Only","2798","2544","1153","45.3","4.1","3.4","Public"
"DB1536","Deer","Fillmore","General Season","Any Legal Weapon","Male Only","896","842","495","58.8","4.3","3.5","Public"
"DB1538","Deer","Kamas","General Season","Any Legal Weapon","Male Only","461","381","97","25.5","4","3.2","Public"
"DB1539","Deer","La Sal Mtns","General Season","Any Legal Weapon","Male Only","944","827","445","53.8","3.9","3.7","Public"
"DB1540","Deer","Monroe","General Season","Any Legal Weapon","Male Only","532","487","370","76","3.8","3.9","Public"
"DB1541","Deer","Mt Dutton","General Season","Any Legal Weapon","Male Only","216","206","114","55.3","3.9","3.5","Public"
"DB1542","Deer","Nine Mile","General Season","Any Legal Weapon","Male Only","533","467","250","53.5","4.4","3.3","Public"
"DB1543","Deer","North Slope","General Season","Any Legal Weapon","Male Only","1114","959","392","40.9","4.3","3.2","Public"
"DB1544","Deer","Ogden","General Season","Any Legal Weapon","Male Only","1352","1164","437","37.5","3.8","3.5","Public"
"DB1546","Deer","Panguitch Lake","General Season","Any Legal Weapon","Male Only","837","785","473","60.3","4.1","3.6","Public"
"DB1547","Deer","Pine Valley","General Season","Any Legal Weapon","Male Only","1160","1034","402","38.9","5","2.9","Public"
"DB1549","Deer","Fishlake","General Season","Any Legal Weapon","Male Only","443","392","206","52.6","4.2","3.4","Public"
"DB1551","Deer","San Juan, Abajo Mtns","General Season","Any Legal Weapon","Male Only","1460","1280","658","51.4","3.9","3.5","Public"
"DB1552","Deer","Vernal/Bonanza","General Season","Any Legal Weapon","Male Only","534","498","390","78.3","3.4","3.6","Public"
"DB1553","Deer","Yellowstone","General Season","Any Legal Weapon","Male Only","704","623","393","63.1","3.7","3.5","Public"
"DB1554","Deer","Southwest Desert","General Season","Any Legal Weapon","Male Only","255","245","106","43.3","4.8","2.9","Public"
"DB1555","Deer","Wasatch Mtns, East","General Season","Any Legal Weapon","Male Only","3325","2995","1281","42.8","3.9","3.4","Public"
"DB1556","Deer","Wasatch Mtns, West","General Season","Any Legal Weapon","Male Only","3471","2928","825","28.2","3.7","3.2","Public"
"DB1559","Deer","Zion","General Season","Any Legal Weapon","Male Only","1191","1116","694","62.2","4.3","3.7","Public"
"DB1561","Deer","Box Elder","General Season","Muzzleloader","Male Only","837","680","164","24.1","4.1","3.1","Public"
"DB1563","Deer","Manti/San Rafael","General Season","Muzzleloader","Male Only","1346","1194","347","29.1","4.2","3.2","Public"
"DB1564","Deer","Nebo","General Season","Muzzleloader","Male Only","755","649","141","21.7","4.1","3.2","Public"
"DB1566","Deer","Fillmore","General Season","Muzzleloader","Male Only","349","314","120","38.2","4.6","3.5","Public"
"DB1568","Deer","Kamas","General Season","Muzzleloader","Male Only","209","160","35","21.9","4.1","3.3","Public"
"DB1569","Deer","La Sal Mtns","General Season","Muzzleloader","Male Only","260","216","116","53.7","4.1","3.8","Public"
"DB1570","Deer","Monroe","General Season","Muzzleloader","Male Only","106","92","57","62","4.3","3.5","Public"
"DB1571","Deer","Mt Dutton","General Season","Muzzleloader","Male Only","64","56","16","28.6","4.6","3.1","Public"
"DB1572","Deer","Nine Mile","General Season","Muzzleloader","Male Only","196","169","42","24.9","4.2","3","Public"
"DB1573","Deer","North Slope","General Season","Muzzleloader","Male Only","510","410","95","23.2","4.6","3.1","Public"
"DB1574","Deer","Ogden","General Season","Muzzleloader","Male Only","394","330","70","21.2","4.2","3.1","Public"
"DB1576","Deer","Panguitch Lake","General Season","Muzzleloader","Male Only","385","346","141","40.8","4.3","3.7","Public"
"DB1577","Deer","Pine Valley","General Season","Muzzleloader","Male Only","499","442","144","32.6","4.4","3.3","Public"
"DB1579","Deer","Fishlake","General Season","Muzzleloader","Male Only","213","186","79","42.5","4","3.5","Public"
"DB1581","Deer","San Juan, Abajo Mtns","General Season","Muzzleloader","Male Only","467","398","177","44.5","4","3.6","Public"
"DB1582","Deer","Vernal/Bonanza","General Season","Muzzleloader","Male Only","206","184","115","62.5","3.9","3.7","Public"
"DB1583","Deer","Yellowstone","General Season","Muzzleloader","Male Only","229","204","89","43.6","4.2","3.4","Public"
"DB1584","Deer","Southwest Desert","General Season","Muzzleloader","Male Only","76","73","20","27.4","5.1","2.6","Public"
"DB1585","Deer","Wasatch Mtns, East","General Season","Muzzleloader","Male Only","917","789","217","27.5","4.2","3.3","Public"
"DB1586","Deer","Wasatch Mtns, West","General Season","Muzzleloader","Male Only","1129","947","187","19.7","4","3.1","Public"
"DB1589","Deer","Zion","General Season","Muzzleloader","Male Only","489","423","185","43.7","3.8","3.5","Public"
"DB1591","Deer","Fillmore","General Season","Early Any Legal Weapon","Male Only","375","323","157","48.6","3.2","3.4","Public"
"DB1592","Deer","Kamas","General Season","Early Any Legal Weapon","Male Only","233","194","38","19.6","3.1","3.2","Public"
"DB1593","Deer","Nine Mile","General Season","Early Any Legal Weapon","Male Only","224","181","66","36.5","3.3","3","Public"
"DB1594","Deer","Panguitch Lake","General Season","Early Any Legal Weapon","Male Only","397","348","186","53.4","3.2","3.8","Public"
"DB1595","Deer","Pine Valley","General Season","Early Any Legal Weapon","Male Only","496","441","156","35.4","3.6","3.3","Public"
"DB1596","Deer","Fishlake","General Season","Early Any Legal Weapon","Male Only","210","191","95","49.7","3.1","3.4","Public"
"DB1597","Deer","Zion","General Season","Early Any Legal Weapon","Male Only","535","479","236","49.3","3.5","3.6","Public"
"DB1598","Deer","North Slope","General Season","Early Any Legal Weapon","Male Only","563","474","147","31","3.3","3.1","Public"
"DB1599","Deer","Chalk Creek","General Season","Any Legal Weapon","Male Only","851","709","305","43","3.8","3.7","Public"
"DB1600","Deer","Chalk Creek","General Season","Archery","Male Only","420","352","66","18.8","8.1","3.3","Public"
"DB1601","Deer","Chalk Creek","General Season","Early Any Legal Weapon","Male Only","433","325","104","32","2.9","3.4","Public"
"DB1602","Deer","Chalk Creek","General Season","Muzzleloader","Male Only","277","225","57","25.3","4","3.2","Public"
"DB1603","Deer","East Canyon","General Season","Any Legal Weapon","Male Only","761","626","205","32.7","3.8","3.3","Public"
"DB1604","Deer","East Canyon","General Season","Archery","Male Only","315","238","37","15.5","8.8","3.4","Public"
"DB1605","Deer","East Canyon","General Season","Early Any Legal Weapon","Male Only","360","274","65","23.7","3","3.2","Public"
"DB1606","Deer","East Canyon","General Season","Muzzleloader","Male Only","316","242","18","7.4","3.6","2.8","Public"
"DB1607","Deer","Morgan-South Rich","General Season","Any Legal Weapon","Male Only","628","516","155","30","3.4","3.1","Public"
"DB1608","Deer","Morgan-South Rich","General Season","Archery","Male Only","308","223","31","13.9","8.5","3","Public"
"DB1609","Deer","Morgan-South Rich","General Season","Early Any Legal Weapon","Male Only","323","226","47","20.8","3","2.9","Public"
"DB1610","Deer","Morgan-South Rich","General Season","Muzzleloader","Male Only","181","149","18","12.1","4.8","2.7","Public"
"DB1611","Deer","Beaver, East","General Season","Archery","Male Only","296","258","76","29.5","7.6","3.4","Public"
"DB1612","Deer","Beaver, East","General Season","Muzzleloader","Male Only","307","275","93","33.8","4.1","3.3","Public"
"DB1613","Deer","Beaver, East","General Season","Any Legal Weapon","Male Only","1059","989","494","49.9","4.3","3.2","Public"
"DB1614","Deer","Beaver, West","General Season","Archery","Male Only","91","85","24","28.2","9.5","3.7","Public"
"DB1615","Deer","Beaver, West","General Season","Muzzleloader Restricted","Male Only","89","79","31","39.2","4.5","3.7","Public"
"DB1616","Deer","Beaver, West","General Season","Rifle Restricted","Male Only","286","276","143","51.8","4.7","3.4","Public"
"DB1617","Deer","West Desert, Swasey","General Season","Archery","Male Only","68","55","21","38.2","9.1","3.6","Public"
"DB1618","Deer","West Desert, Swasey","General Season","Muzzleloader","Male Only","65","54","12","22.2","4.4","3.3","Public"
"DB1619","Deer","West Desert, Swasey","General Season","Any Legal Weapon","Male Only","228","190","44","23.2","4.5","2.7","Public"
"DB1620","Deer","Oquirrh/Tintic","General Season","Archery","Male Only","372","310","84","27.1","8.9","3.4","Public"
"DB1621","Deer","Oquirrh/Tintic","General Season","Muzzleloader","Male Only","385","341","114","33.4","4.2","3.3","Public"
"DB1622","Deer","Oquirrh/Tintic","General Season","Any Legal Weapon","Male Only","1412","1270","598","47.1","4","3.4","Public"
"DB1623","Deer","Cedar/Stansbury","General Season","Archery","Male Only","181","155","40","25.8","7.9","3.6","Public"
"DB1624","Deer","Cedar/Stansbury","General Season","Muzzleloader","Male Only","190","173","39","22.5","4.2","2.9","Public"
"DB1625","Deer","Cedar/Stansbury","General Season","Any Legal Weapon","Male Only","621","559","207","37","4.1","3.1","Public"
"DB1627","Deer","Cache","General Season","Rifle Restricted","Male Only","2723","2413","669","27.7","4.2","3","Public"
"DB1628","Deer","Cache","General Season","Muzzleloader Restricted","Male Only","548","428","111","25.9","4.3","3.1","Public"
"DB1629","Deer","Boulder/Kaiparowits","General Season","Rifle Restricted","Male Only","1226","1119","458","40.9","4.5","3.1","Public"
"DB1630","Deer","Boulder/Kaiparowits","General Season","Muzzleloader Restricted","Male Only","395","352","114","32.4","4.5","3.3","Public"
"DB1631","Deer","Box Elder","General Season","Early Any Legal Weapon","Male Only","963","784","222","28.3","3.1","3","Public"
"DB1770","Deer","Box Elder","General Season","Dedicated Hunter","Male Only","83","78","29","37.2","9.9","3.6","Public"
"DB1771","Deer","Cache","General Season","Dedicated Hunter","Male Only","297","281","65","23.1","9.9","3.1","Public"
"DB1772","Deer","Manti/San Rafael","General Season","Dedicated Hunter","Male Only","1037","1001","392","39.2","9.7","3.3","Public"
"DB1773","Deer","Nebo","General Season","Dedicated Hunter","Male Only","561","518","205","39.6","10.2","3.3","Public"
"DB1774","Deer","Chalk Creek/East Canyon/Morgan-South Rich","General Season","Dedicated Hunter","Male Only","1","1","0","0","7","5","Public"
"DB1775","Deer","Fillmore","General Season","Dedicated Hunter","Male Only","291","284","123","43.3","10.6","3.6","Public"
"DB1777","Deer","Kamas","General Season","Dedicated Hunter","Male Only","104","96","32","33.3","9","3.1","Public"
"DB1778","Deer","La Sal Mtns","General Season","Dedicated Hunter","Male Only","215","199","95","47.7","9.4","3.7","Public"
"DB1779","Deer","Monroe","General Season","Dedicated Hunter","Male Only","73","55","31","56.4","8.5","3.6","Public"
"DB1780","Deer","Mt Dutton","General Season","Dedicated Hunter","Male Only","49","47","27","57.4","7.2","3.6","Public"
"DB1781","Deer","Nine Mile","General Season","Dedicated Hunter","Male Only","163","156","63","40.4","11.6","3","Public"
"DB1782","Deer","North Slope","General Season","Dedicated Hunter","Male Only","136","127","40","31.5","8.1","3.1","Public"
"DB1783","Deer","Ogden","General Season","Dedicated Hunter","Male Only","125","120","36","30","11.6","3.6","Public"
"DB1785","Deer","Panguitch Lake","General Season","Dedicated Hunter","Male Only","298","282","114","40.4","11.5","3.4","Public"
"DB1786","Deer","Pine Valley","General Season","Dedicated Hunter","Male Only","404","384","173","45.1","10.1","3","Public"
"DB1787","Deer","Boulder/Kaiparowits","General Season","Dedicated Hunter","Male Only","265","251","59","23.5","9.4","3.1","Public"
"DB1788","Deer","Fishlake","General Season","Dedicated Hunter","Male Only","155","149","59","39.6","8.5","3.7","Public"
"DB1790","Deer","San Juan, Abajo Mtns","General Season","Dedicated Hunter","Male Only","176","162","52","32.1","8.9","3.2","Public"
"DB1791","Deer","Vernal/Bonanza","General Season","Dedicated Hunter","Male Only","157","144","69","47.9","11","3.3","Public"
"DB1792","Deer","Yellowstone","General Season","Dedicated Hunter","Male Only","163","151","56","37.1","8.2","3.3","Public"
"DB1793","Deer","Southwest Desert","General Season","Dedicated Hunter","Male Only","53","51","16","31.4","12","2.9","Public"
"DB1794","Deer","Wasatch Mtns, East","General Season","Dedicated Hunter","Male Only","788","748","244","32.6","9.4","3.4","Public"
"DB1795","Deer","Wasatch Mtns, West","General Season","Dedicated Hunter","Male Only","545","505","168","33.3","9.3","3.3","Public"
"DB1798","Deer","Zion","General Season","Dedicated Hunter","Male Only","360","337","158","46.9","8.2","3.5","Public"
"DB1799","Deer","Chalk Creek","General Season","Dedicated Hunter","Male Only","47","46","13","28.3","10.7","3.4","Public"
"DB1800","Deer","East Canyon","General Season","Dedicated Hunter","Male Only","107","103","35","34","10.8","3.4","Public"
"DB1801","Deer","Morgan-South Rich","General Season","Dedicated Hunter","Male Only","25","22","3","13.6","8.7","3","Public"
"DB1802","Deer","Beaver, East","General Season","Dedicated Hunter","Male Only","245","232","76","32.8","8.2","3.3","Public"
"DB1803","Deer","Beaver, West","General Season","Dedicated Hunter","Male Only","54","54","15","27.8","11.7","3.4","Public"
"DB1804","Deer","Cedar/Stansbury","General Season","Dedicated Hunter","Male Only","141","127","39","30.7","8","2.7","Public"
"DB1805","Deer","Oquirrh/Tintic","General Season","Dedicated Hunter","Male Only","276","258","96","37.2","9.1","3.2","Public"
"DB1806","Deer","West Desert, Swasey","General Season","Dedicated Hunter","Male Only","37","34","7","20.6","9.8","3.2","Public"
"LD1001","Deer","Paunsaugunt","Limited Entry Landowner","Archery","Male Only","1","1","0","0","5","1","Public"
"LD1004","Deer","Paunsaugunt","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","5","5","Public"
"LD1006","Deer","Paunsaugunt","Limited Entry Landowner","Muzzleloader","Male Only","1","1","0","0","6","2","Public"
"LD1019","Deer","Fillmore, Oak Creek LE","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","0","0","9","4","Public"
"LD1023","Deer","Diamond Mtn","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","4","5","Public"
"LD1108","Deer","Thousand Lakes","Limited Entry Landowner","Rifle Restricted","Male Only","1","1","0","0","5","3","Public"
"LO0009","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Any Legal Weapon","Male Only","25","25","25","100","2.7","4.3","Public"
"LO0010","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Muzzleloader","Male Only","2","2","2","100","4","4","Public"
"LO0012","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Early Any Legal Weapon","Male Only","12","12","12","100","2","4.3","Public"
"LO0013","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","9","9","9","100","3","5","Public"
"LO0014","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Muzzleloader","Male Only","5","5","5","100","3.2","5","Public"
"LO0015","Deer","Diamond Mtn Landowner Association","Limited Entry Landowner","Late Any Legal Weapon","Male Only","2","2","0","0","7.5","4.5","Public"
"LO1502","Deer","Cache","General Season Landowner","Archery","Male Only","1","1","1","100","5","2","Public"
"LO1506","Deer","Fillmore","General Season Landowner","Archery","Male Only","1","1","0","0","7","5","Public"
"LO1511","Deer","Mt Dutton","General Season Landowner","Archery","Male Only","1","1","0","0","15","3","Public"
"LO1512","Deer","Nine Mile","General Season Landowner","Archery","Male Only","3","3","1","33.3","7.7","1.7","Public"
"LO1514","Deer","Ogden","General Season Landowner","Archery","Male Only","2","2","2","100","3.5","5","Public"
"LO1516","Deer","Panguitch Lake","General Season Landowner","Archery","Male Only","2","2","2","100","10","4","Public"
"LO1517","Deer","Pine Valley","General Season Landowner","Archery","Male Only","1","1","0","0","2","2","Public"
"LO1524","Deer","Southwest Desert","General Season Landowner","Archery","Male Only","2","2","0","0","4","3","Public"
"LO1529","Deer","Zion","General Season Landowner","Archery","Male Only","6","6","0","0","6.8","3.3","Public"
"LO1531","Deer","Box Elder","General Season Landowner","Any Legal Weapon","Male Only","18","18","12","66.7","4.5","4.3","Public"
"LO1533","Deer","Manti/San Rafael","General Season Landowner","Any Legal Weapon","Male Only","22","22","14","63.6","4","3.9","Public"
"LO1534","Deer","Nebo","General Season Landowner","Any Legal Weapon","Male Only","5","5","4","80","5.2","4.8","Public"
"LO1536","Deer","Fillmore","General Season Landowner","Any Legal Weapon","Male Only","34","32","19","59.4","3.3","3.8","Public"
"LO1540","Deer","Monroe","General Season Landowner","Any Legal Weapon","Male Only","1","1","0","0","1","3","Public"
"LO1541","Deer","Mt Dutton","General Season Landowner","Any Legal Weapon","Male Only","3","3","3","100","3","5","Public"
"LO1542","Deer","Nine Mile","General Season Landowner","Any Legal Weapon","Male Only","13","13","7","53.8","4.9","4.6","Public"
"LO1544","Deer","Ogden","General Season Landowner","Any Legal Weapon","Male Only","4","4","4","100","2.8","4.8","Public"
"LO1546","Deer","Panguitch Lake","General Season Landowner","Any Legal Weapon","Male Only","5","5","2","40","4.8","4.3","Public"
"LO1547","Deer","Pine Valley","General Season Landowner","Any Legal Weapon","Male Only","2","2","2","100","7","5","Public"
"LO1551","Deer","San Juan, Abajo Mtns","General Season Landowner","Any Legal Weapon","Male Only","8","8","7","87.5","3","4.2","Public"
"LO1552","Deer","Vernal/Bonanza","General Season Landowner","Any Legal Weapon","Male Only","4","4","3","75","1.3","4","Public"
"LO1553","Deer","Yellowstone","General Season Landowner","Any Legal Weapon","Male Only","15","13","8","61.5","3.6","4.3","Public"
"LO1554","Deer","Southwest Desert","General Season Landowner","Any Legal Weapon","Male Only","9","9","4","44.4","4","3.4","Public"
"LO1555","Deer","Wasatch Mtns, East","General Season Landowner","Any Legal Weapon","Male Only","6","6","4","66.7","3.4","5","Public"
"LO1556","Deer","Wasatch Mtns, West","General Season Landowner","Any Legal Weapon","Male Only","1","1","1","100","3","3","Public"
"LO1559","Deer","Zion","General Season Landowner","Any Legal Weapon","Male Only","29","26","9","34.6","3.3","2.9","Public"
"LO1572","Deer","Nine Mile","General Season Landowner","Muzzleloader","Male Only","1","1","1","100","3","5","Public"
"LO1576","Deer","Panguitch Lake","General Season Landowner","Muzzleloader","Male Only","2","2","1","50","3","3.5","Public"
"LO1581","Deer","San Juan, Abajo Mtns","General Season Landowner","Muzzleloader","Male Only","1","1","0","0","5","2","Public"
"LO1589","Deer","Zion","General Season Landowner","Muzzleloader","Male Only","6","6","3","50","5.5","3","Public"
"LO1591","Deer","Fillmore","General Season Landowner","Early Any Legal Weapon","Male Only","1","1","1","100","3","1","Public"
"LO1593","Deer","Nine Mile","General Season Landowner","Early Any Legal Weapon","Male Only","2","2","2","100","1.5","4.5","Public"
"LO1594","Deer","Panguitch Lake","General Season Landowner","Early Any Legal Weapon","Male Only","2","2","2","100","5","4","Public"
"LO1597","Deer","Zion","General Season Landowner","Early Any Legal Weapon","Male Only","12","12","7","58.3","3.4","3.8","Public"
"LO1598","Deer","North Slope","General Season Landowner","Early Any Legal Weapon","Male Only","1","1","0","0","2","4","Public"
"LO1599","Deer","Chalk Creek","General Season Landowner","Any Legal Weapon","Male Only","11","10","3","30","2.3","3.7","Public"
"LO1601","Deer","Chalk Creek","General Season Landowner","Early Any Legal Weapon","Male Only","1","1","0","0","4","3","Public"
"LO1603","Deer","East Canyon","General Season Landowner","Any Legal Weapon","Male Only","11","9","7","77.8","3.9","4.8","Public"
"LO1604","Deer","East Canyon","General Season Landowner","Archery","Male Only","4","3","0","0","4","3.3","Public"
"LO1607","Deer","Morgan-South Rich","General Season Landowner","Any Legal Weapon","Male Only","4","3","0","0","3","2.5","Public"
"LO1608","Deer","Morgan-South Rich","General Season Landowner","Archery","Male Only","1","1","1","100","4","5","Public"
"LO1613","Deer","Beaver, East","General Season Landowner","Any Legal Weapon","Male Only","5","5","0","0","4.8","2.5","Public"
"LO1614","Deer","Beaver, West","General Season Landowner","Archery","Male Only","1","1","1","100","7","5","Public"
"LO1616","Deer","Beaver, West","General Season Landowner","Rifle Restricted","Male Only","3","3","1","33.3","3.7","4","Public"
"LO1619","Deer","West Desert, Swasey","General Season Landowner","Any Legal Weapon","Male Only","3","3","3","100","4","5","Public"
"LO1622","Deer","Oquirrh/Tintic","General Season Landowner","Any Legal Weapon","Male Only","6","5","5","100","2.6","4.6","Public"
"LO1625","Deer","Cedar/Stansbury","General Season Landowner","Any Legal Weapon","Male Only","1","1","0","0","8","2","Public"
"LO1627","Deer","Cache","General Season Landowner","Rifle Restricted","Male Only","8","8","6","75","4.4","3.2","Public"
"LO1631","Deer","Box Elder","General Season Landowner","Early Any Legal Weapon","Male Only","3","3","0","0","3.5","3","Public"
"DS1000","Desert Bighorn Sheep","Desert Bighorn Sheep - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2","2","100","6.5","5","Public"
"DS1002","Desert Bighorn Sheep","Kaiparowits, East","Conservation","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"DS1003","Desert Bighorn Sheep","Kaiparowits, Escalante","Conservation","Any Legal Weapon","Male Only","1","1","1","100","4","4","Public"
"DS1004","Desert Bighorn Sheep","San Rafael, Dirty Devil","Conservation","Any Legal Weapon","Male Only","1","1","1","100","6","4","Public"
"DS1006","Desert Bighorn Sheep","Kaiparowits, West","Conservation","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"DS1007","Desert Bighorn Sheep","San Rafael, South","Conservation","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"DS6600","Desert Bighorn Sheep","Henry Mtns","OIAL","Any Legal Weapon","Male Only","3","3","2","66.7","22.7","2.3","Public"
"DS6601","Desert Bighorn Sheep","Kaiparowits, East","OIAL","Any Legal Weapon","Male Only","13","13","13","100","5.3","4.8","Public"
"DS6603","Desert Bighorn Sheep","Kaiparowits, West","OIAL","Any Legal Weapon","Male Only","5","5","5","100","6","4.4","Public"
"DS6604","Desert Bighorn Sheep","La Sal, Potash/South Cisco","OIAL","Any Legal Weapon","Male Only","7","7","7","100","7.7","4.3","Public"
"DS6605","Desert Bighorn Sheep","Pine Valley","OIAL","Any Legal Weapon","Male Only","1","1","1","100","8","5","Public"
"DS6606","Desert Bighorn Sheep","San Juan, Lockhart","OIAL","Any Legal Weapon","Male Only","2","2","1","50","12","4.5","Public"
"DS6607","Desert Bighorn Sheep","San Juan, South","OIAL","Any Legal Weapon","Male Only","2","2","2","100","6.5","5","Public"
"DS6608","Desert Bighorn Sheep","San Rafael, Dirty Devil","OIAL","Any Legal Weapon","Male Only","7","7","6","85.7","11.1","4.6","Public"
"DS6609","Desert Bighorn Sheep","San Rafael, North","OIAL","Any Legal Weapon","Male Only","8","8","8","100","10.1","4.9","Public"
"DS6610","Desert Bighorn Sheep","San Rafael, South","OIAL","Any Legal Weapon","Male Only","12","12","11","91.7","11.2","4.4","Public"
"DS6611","Desert Bighorn Sheep","Zion","OIAL","Any Legal Weapon","Male Only","3","3","3","100","20.7","4.7","Public"
"DS6620","Desert Bighorn Sheep","Pine Valley, Virgin River","OIAL","Any Legal Weapon","Male Only","3","3","2","66.7","15","3.7","Public"
"DS6621","Desert Bighorn Sheep","Pine Valley, Beaver Dam","OIAL","Any Legal Weapon","Male Only","5","5","3","60","11.7","2.7","Public"
"DS6622","Desert Bighorn Sheep","San Juan, North","OIAL","Any Legal Weapon","Male Only","3","3","1","33.3","16","1.7","Public"
"DS6623","Desert Bighorn Sheep","San Juan, San Juan River","OIAL","Any Legal Weapon","Male Only","2","2","2","100","14","5","Public"
"DS6624","Desert Bighorn Sheep","San Rafael, Dirty Devil","OIAL","Archery","Male Only","3","3","2","66.7","9.5","3.5","Public"
"DS6625","Desert Bighorn Sheep","Mineral Mtns","OIAL","Any Legal Weapon","Male Only","3","3","3","100","3","5","Public"
"DS6626","Desert Bighorn Sheep","Escalante, East","OIAL","Any Legal Weapon","Male Only","7","7","5","71.4","13.4","3.9","Public"
"DS6627","Desert Bighorn Sheep","Escalante, West","OIAL","Any Legal Weapon","Male Only","3","3","3","100","5.7","5","Public"
"EA1010","Elk","Cache, Rich","Antlerless","Any Legal Weapon","Female Only","20","15","2","13.3","3.4","2.7","Public"
"EA1011","Elk","Cache, Richards Hollow","Antlerless","Any Legal Weapon","Female Only","10","6","1","16.7","3.8","2.7","Public"
