"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","access_type"
"EL3171","Elk","Cache, South","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","1","1","0","0","10","3","Public"
"EL3175","Elk","Nebo/San Pitch Mtns","Limited Entry Landowner","Early Any Legal Weapon","Male Only","3","3","3","100","2","4.7","Public"
"EL3177","Elk","Nebo/San Pitch Mtns","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","2","2","1","50","8","3","Public"
"EL3181","Elk","Fillmore, Pahvant","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","1","1","0","0","9","3","Public"
"EL3183","Elk","La Sal Mtns","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","1","1","1","100","9","4","Public"
"EL3194","Elk","San Juan Bull Elk","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","2","2","2","100","11","4","Public"
"EL3196","Elk","Diamond Mtn","Limited Entry Landowner","Late Any Legal Weapon","Male Only","1","1","1","100","2","5","Public"
"EL3198","Elk","Southwest Desert, South","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","1","1","0","0","4","2","Public"
"MA1005","Moose","Morgan-South Rich","Antlerless","Any Legal Weapon","Female Only","8","8","3","37.5","3.6","3.1","Public"
"MA1007","Moose","Morgan-South Rich","Antlerless","Archery","Female Only","3","2","2","100","8","3","Public"
"MA1008","Moose","Wasatch Mtns, Salt Lake-Timpanogos","Antlerless","Any Legal Weapon","Female Only","5","5","5","100","4","4.4","Public"
"MA1009","Moose","Causey Spring","CWMU Antlerless","Any Legal Weapon","Female Only","1","1","1","100","1","5","CWMU"
"MA1010","Moose","Deseret","CWMU Antlerless","Any Legal Weapon","Female Only","3","3","3","100","2","5","CWMU"
"MB1000","Moose","Moose - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2","2","100","11","5","Public"
"MB6000","Moose","Cache","OIAL","Any Legal Weapon","Male Only","16","16","16","100","8.4","4.4","Public"
"MB6001","Moose","Chalk Creek","OIAL","Any Legal Weapon","Male Only","3","3","3","100","3.3","4.7","Public"
"MB6002","Moose","East Canyon","OIAL","Any Legal Weapon","Male Only","5","5","5","100","11","4.2","Public"
"MB6003","Moose","East Canyon, Morgan-Summit","OIAL","Any Legal Weapon","Male Only","5","5","5","100","5.5","3.8","Public"
"MB6004","Moose","Kamas","OIAL","Any Legal Weapon","Male Only","5","5","4","80","10.2","4.4","Public"
"MB6005","Moose","Morgan-South Rich","OIAL","Any Legal Weapon","Male Only","6","6","5","83.3","6.3","4.5","Public"
"MB6006","Moose","North Slope, Summit","OIAL","Any Legal Weapon","Male Only","26","25","24","96","7.7","4.4","Public"
"MB6007","Moose","North Slope, Three Corners/West Daggett","OIAL","Any Legal Weapon","Male Only","8","8","8","100","9.9","3.9","Public"
"MB6008","Moose","Ogden","OIAL","Any Legal Weapon","Male Only","7","7","7","100","8","4.7","Public"
"MB6009","Moose","Diamond Mtn/Vernal","OIAL","Any Legal Weapon","Male Only","2","2","1","50","8","1","Public"
"MB6010","Moose","Yellowstone","OIAL","Any Legal Weapon","Male Only","5","5","5","100","10.5","5","Public"
"MB6011","Moose","Wasatch Mtns/Central Mtns","OIAL","Any Legal Weapon","Male Only","23","23","20","87","11","4.2","Public"
"MB6012","Moose","Box Elder","OIAL","Any Legal Weapon","Male Only","2","2","2","100","4.5","4.5","Public"
"MB6200","Moose","Bear Springs","CWMU","Any Legal Weapon","Male Only","2","2","2","100","4.5","4.5","CWMU"
"MB6202","Moose","Causey Spring","CWMU","Any Legal Weapon","Male Only","4","4","4","100","1.7","5","CWMU"
"MB6206","Moose","Deseret","CWMU","Any Legal Weapon","Male Only","3","3","3","100","3.3","5","CWMU"
"MB6207","Moose","Durst Mountain","CWMU","Any Legal Weapon","Male Only","2","2","1","50","2","4.5","CWMU"
"MB6208","Moose","East Fork Chalk Creek","CWMU","Any Legal Weapon","Male Only","5","5","5","100","4.3","5","CWMU"
"MB6209","Moose","Ensign Ranches","CWMU","Any Legal Weapon","Male Only","2","2","2","100","3","5","CWMU"
"MB6211","Moose","Grass Valley/Clark Canyon","CWMU","Any Legal Weapon","Male Only","8","8","8","100","1.8","4.8","CWMU"
"MB6217","Moose","Sharp Mountain","CWMU","Any Legal Weapon","Male Only","2","2","2","100","1","5","CWMU"
"MB6219","Moose","Skull Crack","CWMU","Any Legal Weapon","Male Only","5","5","5","100","2.3","5","CWMU"
"MB6220","Moose","South Canyon","CWMU","Any Legal Weapon","Male Only","2","2","2","100","1.5","4.5","CWMU"
"MB6222","Moose","Strawberry Ridge","CWMU","Any Legal Weapon","Male Only","3","3","3","100","2.7","5","CWMU"
"MB6223","Moose","Three C","CWMU","Any Legal Weapon","Male Only","2","2","2","100","5.5","4.5","CWMU"
"MB6224","Moose","Two Bear","CWMU","Any Legal Weapon","Male Only","2","2","2","100","1","5","CWMU"
"MB6225","Moose","Wallsburg","CWMU","Any Legal Weapon","Male Only","1","1","0","0","4","4","CWMU"
"MB6240","Moose","Chimney Rock","CWMU","Any Legal Weapon","Male Only","2","2","2","100","4","5","CWMU"
"MB6251","Moose","Hardscrabble","CWMU","Any Legal Weapon","Male Only","2","2","2","100","5.5","4.5","CWMU"
"MB6254","Moose","SJ Ranch","CWMU","Any Legal Weapon","Male Only","1","1","1","100","1","5","CWMU"
"MB6256","Moose","Woodruff Creek South","CWMU","Any Legal Weapon","Male Only","4","4","4","100","4.3","5","CWMU"
"MB6257","Moose","Ingham Peak","CWMU","Any Legal Weapon","Male Only","1","1","1","100","2","5","CWMU"
"MB6258","Moose","Jacob's Creek","CWMU","Any Legal Weapon","Male Only","2","2","2","100","2.5","5","CWMU"
"MB6259","Moose","Royal Ivory Outfitters","CWMU","Any Legal Weapon","Male Only","3","3","3","100","2.5","5","CWMU"
"MB6262","Moose","Junction Valley","CWMU","Any Legal Weapon","Male Only","2","2","2","100","3","5","CWMU"
"MB6263","Moose","Moon Ranch","CWMU","Any Legal Weapon","Male Only","1","1","1","100","5","5","CWMU"
"MB6266","Moose","Weber Florence Creek/Stillman Creek","CWMU","Any Legal Weapon","Male Only","8","8","8","100","4","4.8","CWMU"
"PB1000","Moose","Pronghorn - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2","2","100","3","3.5","Public"
"GO1000","Mountain Goat","Mountain Goat - Statewide Permit","Sportsman","Any Legal Weapon","Hunter's Choice","2","2","2","100","1","5","Public"
"GO6800","Mountain Goat","Beaver","OIAL","Any Legal Weapon","Hunter's Choice","10","10","10","100","3","4.8","Public"
"GO6801","Mountain Goat","Beaver","OIAL","Any Legal Weapon","Hunter's Choice","9","9","8","88.9","4.1","3.9","Public"
"GO6803","Mountain Goat","Nebo","OIAL","Any Legal Weapon","Hunter's Choice","19","19","17","89.5","6.3","4.3","Public"
"GO6804","Mountain Goat","High Uintas Kamas","OIAL","Any Legal Weapon","Hunter's Choice","1","1","1","100","7","3","Public"
"GO6805","Mountain Goat","High Uintas Central","OIAL","Any Legal Weapon","Hunter's Choice","5","5","4","80","3.8","4.4","Public"
"GO6806","Mountain Goat","High Uintas East","OIAL","Any Legal Weapon","Hunter's Choice","3","3","3","100","2.5","4.5","Public"
"GO6807","Mountain Goat","High Uintas Leidy Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1","1","100","6","5","Public"
"GO6808","Mountain Goat","High Uintas West","OIAL","Any Legal Weapon","Hunter's Choice","12","12","10","83.3","7.7","4.3","Public"
"GO6810","Mountain Goat","Ogden, Willard Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1","1","100","1","5","Public"
"GO6813","Mountain Goat","Wasatch Mtns, Provo Peak","OIAL","Any Legal Weapon","Hunter's Choice","5","5","5","100","4","4.6","Public"
"GO6814","Mountain Goat","Mt Dutton","OIAL","Any Legal Weapon","Hunter's Choice","2","2","2","100","11.5","5","Public"
"GO6817","Mountain Goat","La Sal Mtns","OIAL","Any Legal Weapon","Hunter's Choice","12","12","11","91.7","4","4.6","Public"
"GO6818","Mountain Goat","Wasatch Mtns, Box Elder Peak","OIAL","Any Legal Weapon","Hunter's Choice","3","3","3","100","2.3","4.7","Public"
"GO6819","Mountain Goat","Wasatch Mtns, Lone Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1","1","100","3","5","Public"
"GO6820","Mountain Goat","Wasatch Mtns, Timpanogos","OIAL","Any Legal Weapon","Hunter's Choice","11","10","9","90","5.4","4.1","Public"
"GO6821","Mountain Goat","Nebo","OIAL","Archery","Hunter's Choice","12","11","10","90.9","2.7","4.2","Public"
"GO6822","Mountain Goat","Beaver","OIAL","Archery","Hunter's Choice","2","2","0","0","9","2","Public"
"LP5025","Pronghorn","Beaver","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","1","4","Public"
"LP5031","Pronghorn","Box Elder, West","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"LP5033","Pronghorn","Fillmore, Oak Creek South","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"LP5046","Pronghorn","San Rafael, North","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","1","4","Public"
"LP5049","Pronghorn","Southwest Desert","Limited Entry Landowner","Any Legal Weapon","Male Only","1","1","1","100","3","3","Public"
"LP5051","Pronghorn","West Desert, Rush Valley","Limited Entry Landowner","Any Legal Weapon","Male Only","1","0","0",,,,"Public"
"PB5000","Pronghorn","Beaver","Limited Entry","Archery","Male Only","11","9","6","66.7","4.2","4.1","Public"
"PB5001","Pronghorn","Book Cliffs, Bitter Creek","Limited Entry","Archery","Male Only","14","14","12","85.7","2.5","4.2","Public"
"PB5002","Pronghorn","Book Cliffs, South","Limited Entry","Archery","Male Only","9","8","7","87.5","5.9","4.3","Public"
"PB5003","Pronghorn","Box Elder, Promontory","Limited Entry","Archery","Male Only","4","2","0","0","11.5","2","Public"
"PB5004","Pronghorn","Box Elder, Puddle Valley","Limited Entry","Archery","Male Only","4","3","3","100","2.3","4.7","Public"
"PB5005","Pronghorn","Box Elder, Snowville","Limited Entry","Archery","Male Only","8","8","5","62.5","5.8","4.8","Public"
"PB5006","Pronghorn","Box Elder, West","Limited Entry","Archery","Male Only","10","10","1","10","5.8","3.2","Public"
"PB5008","Pronghorn","Fillmore, Oak Creek South","Limited Entry","Archery","Male Only","15","15","13","86.7","3.9","4.8","Public"
"PB5009","Pronghorn","La Sal, Potash/South Cisco","Limited Entry","Archery","Male Only","6","6","4","66.7","7.3","4.8","Public"
"PB5011","Pronghorn","Nine Mile, Anthro-Myton Bench","Limited Entry","Archery","Male Only","32","31","29","93.5","3.3","4.2","Public"
"PB5012","Pronghorn","North Slope, Three Corners/West Daggett","Limited Entry","Archery","Male Only","13","13","9","69.2","6.2","3.5","Public"
"PB5013","Pronghorn","Pine Valley","Limited Entry","Archery","Male Only","8","8","5","62.5","9.5","4","Public"
"PB5015","Pronghorn","San Rafael, North","Limited Entry","Archery","Male Only","21","20","15","75","7.2","4.1","Public"
"PB5016","Pronghorn","Diamond Mtn/Bonanza","Limited Entry","Archery","Male Only","19","18","14","77.8","3.1","4","Public"
"PB5017","Pronghorn","Vernal","Limited Entry","Archery","Male Only","20","19","7","36.8","7.1","2.5","Public"
"PB5018","Pronghorn","Southwest Desert","Limited Entry","Archery","Male Only","35","31","28","90.3","5","4.3","Public"
"PB5019","Pronghorn","West Desert, Riverbed","Limited Entry","Archery","Male Only","18","18","17","94.4","2.6","4.5","Public"
"PB5020","Pronghorn","West Desert, Rush Valley","Limited Entry","Archery","Male Only","9","9","8","88.9","5.6","4.4","Public"
"PB5021","Pronghorn","West Desert, Snake Valley","Limited Entry","Archery","Male Only","23","23","14","60.9","3.2","3.7","Public"
"PB5024","Pronghorn","Southwest Desert","Limited Entry","Muzzleloader","Male Only","35","35","25","71.4","3.4","4","Public"
"PB5025","Pronghorn","Beaver","Limited Entry","Any Legal Weapon","Male Only","46","44","40","90.9","1.5","4.2","Public"
"PB5026","Pronghorn","Book Cliffs, Bitter Creek","Limited Entry","Any Legal Weapon","Male Only","58","56","48","85.7","1.9","3.9","Public"
"PB5027","Pronghorn","Book Cliffs, South","Limited Entry","Any Legal Weapon","Male Only","36","36","36","100","1.5","4.4","Public"
"PB5028","Pronghorn","Box Elder, Promontory","Limited Entry","Any Legal Weapon","Male Only","17","17","12","70.6","2.1","3.8","Public"
"PB5029","Pronghorn","Box Elder, Puddle Valley","Limited Entry","Any Legal Weapon","Male Only","17","16","14","87.5","2.2","4.1","Public"
"PB5030","Pronghorn","Box Elder, Snowville","Limited Entry","Any Legal Weapon","Male Only","32","32","24","75","2","4.1","Public"
"PB5031","Pronghorn","Box Elder, West","Limited Entry","Any Legal Weapon","Male Only","32","32","26","81.3","2.2","3.9","Public"
"PB5033","Pronghorn","Fillmore, Oak Creek South","Limited Entry","Any Legal Weapon","Male Only","48","47","46","97.9","2.1","4.3","Public"
"PB5034","Pronghorn","Kaiparowits","Limited Entry","Any Legal Weapon","Male Only","2","2","1","50","3.5","3","Public"
"PB5035","Pronghorn","La Sal, Potash/South Cisco","Limited Entry","Any Legal Weapon","Male Only","23","23","23","100","1.7","4.5","Public"
"PB5037","Pronghorn","Nine Mile, Anthro-Myton Bench","Limited Entry","Any Legal Weapon","Male Only","104","100","83","83","2.1","3.7","Public"
"PB5038","Pronghorn","Nine Mile, Range Creek","Limited Entry","Any Legal Weapon","Male Only","13","13","13","100","1.8","4.8","Public"
"PB5039","Pronghorn","North Slope, Summit","Limited Entry","Any Legal Weapon","Male Only","18","17","13","76.5","2.3","3.8","Public"
"PB5040","Pronghorn","North Slope, Three Corners/West Daggett","Limited Entry","Any Legal Weapon","Male Only","40","39","36","92.3","1.7","3.8","Public"
"PB5041","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Any Legal Weapon","Male Only","25","25","25","100","1.7","4.3","Public"
"PB5042","Pronghorn","Pine Valley","Limited Entry","Any Legal Weapon","Male Only","24","23","16","69.6","2.3","3.6","Public"
"PB5044","Pronghorn","San Juan, Hatch Point","Limited Entry","Any Legal Weapon","Male Only","4","4","4","100","1.8","3.5","Public"
"PB5045","Pronghorn","San Rafael, Desert","Limited Entry","Any Legal Weapon","Male Only","6","6","5","83.3","2.5","4.3","Public"
"PB5046","Pronghorn","San Rafael, North","Limited Entry","Any Legal Weapon","Male Only","71","70","65","92.9","2.2","4.3","Public"
"PB5047","Pronghorn","Diamond Mtn/Bonanza","Limited Entry","Any Legal Weapon","Male Only","56","55","50","90.9","2","4","Public"
"PB5048","Pronghorn","Vernal","Limited Entry","Any Legal Weapon","Male Only","71","65","51","78.5","2.2","3.4","Public"
"PB5049","Pronghorn","Southwest Desert","Limited Entry","Any Legal Weapon","Male Only","112","107","92","86","2.4","4","Public"
"PB5050","Pronghorn","West Desert, Riverbed","Limited Entry","Any Legal Weapon","Male Only","78","78","74","94.9","2.1","4.5","Public"
"PB5051","Pronghorn","West Desert, Rush Valley","Limited Entry","Any Legal Weapon","Male Only","37","36","34","94.4","1.9","4.4","Public"
"PB5052","Pronghorn","West Desert, Snake Valley","Limited Entry","Any Legal Weapon","Male Only","100","99","80","80.8","2.6","3.8","Public"
"PB5053","Pronghorn","Nine Mile, Range Creek","Limited Entry","Archery","Male Only","3","3","3","100","7","3.5","Public"
"PB5054","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Archery","Male Only","8","7","7","100","2.3","4.5","Public"
"PB5055","Pronghorn","San Rafael, Desert","Limited Entry","Archery","Male Only","2","1","1","100","2","1","Public"
"PB5056","Pronghorn","San Rafael, North","Limited Entry","Muzzleloader","Male Only","23","22","19","86.4","2.9","4.3","Public"
"PB5059","Pronghorn","Nine Mile, Anthro-Myton Bench","Limited Entry","Muzzleloader","Male Only","32","31","23","74.2","2.6","2.9","Public"
"PB5060","Pronghorn","Diamond Mtn/Bonanza","Limited Entry","Muzzleloader","Male Only","19","18","18","100","1.8","3.4","Public"
"PB5061","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Muzzleloader","Male Only","8","8","7","87.5","2","4.4","Public"
"PB5062","Pronghorn","Pine Valley","Limited Entry","Muzzleloader","Male Only","8","8","2","25","4.1","2.9","Public"
"PB5065","Pronghorn","Fillmore, Oak Creek South","Limited Entry","Muzzleloader","Male Only","15","14","11","78.6","3","4.2","Public"
"PB5066","Pronghorn","North Slope, Three Corners/West Daggett","Limited Entry","Muzzleloader","Male Only","13","12","7","58.3","2.9","3.6","Public"
"PB5072","Pronghorn","Vernal","Limited Entry","Muzzleloader","Male Only","22","20","9","45","3.7","3.3","Public"
"PB5073","Pronghorn","Cache, Rich","Limited Entry","Any Legal Weapon","Male Only","6","6","5","83.3","1.7","4.5","Public"
"PB5074","Pronghorn","Cache, Rich","Limited Entry","Archery","Male Only","2","2","0","0","7.5","2.5","Public"
"PB5075","Pronghorn","Cache, Rich","Limited Entry","Muzzleloader","Male Only","2","1","1","100","3","1","Public"
"PB5076","Pronghorn","Parker Mtn","Limited Entry","Any Legal Weapon","Male Only","82","77","74","96.1","1.7","4.6","Public"
"PB5077","Pronghorn","Parker Mtn","Limited Entry","Archery","Male Only","56","54","30","55.6","4.6","3.9","Public"
"PB5078","Pronghorn","Parker Mtn","Limited Entry","Muzzleloader","Male Only","60","55","38","69.1","2.8","4.2","Public"
"PB5079","Pronghorn","Box Elder, West","Limited Entry","Muzzleloader","Male Only","10","9","5","55.6","3.2","3.9","Public"
"PB5080","Pronghorn","Box Elder, Snowville","Limited Entry","Muzzleloader","Male Only","10","10","8","80","2","3.7","Public"
"PB5300","Pronghorn","Antelope Creek","CWMU","Any Legal Weapon","Male Only","10","10","10","100","1.7","4.2","CWMU"
"PB5302","Pronghorn","Deseret","CWMU","Any Legal Weapon","Male Only","37","37","37","100","1.6","4.8","CWMU"
"PB5305","Pronghorn","Park Valley","CWMU","Any Legal Weapon","Male Only","3","3","3","100","2","5","CWMU"
"PB5306","Pronghorn","Rabbit Creek","CWMU","Any Legal Weapon","Male Only","2","2","2","100","3.5","5","CWMU"
"PB5309","Pronghorn","Skull Valley South","CWMU","Any Legal Weapon","Male Only","5","5","3","60","2.2","4.2","CWMU"
"PB5311","Pronghorn","The Rose of Snowville","CWMU","Any Legal Weapon","Male Only","8","8","7","87.5","3.5","4.7","CWMU"
"PB5312","Pronghorn","TL Bar Ranch","CWMU","Any Legal Weapon","Male Only","1","1","0","0","5","1","CWMU"
"PB5314","Pronghorn","Westlake","CWMU","Any Legal Weapon","Male Only","7","7","7","100","1","5","CWMU"
"PB5315","Pronghorn","Zane","CWMU","Any Legal Weapon","Male Only","5","5","2","40","2.4","2.4","CWMU"
"PB5325","Pronghorn","Allen Ranch","CWMU","Any Legal Weapon","Male Only","3","3","3","100","1","5","CWMU"
"PB5326","Pronghorn","Cedar Springs","CWMU","Any Legal Weapon","Male Only","2","2","2","100","2","5","CWMU"
"PB5327","Pronghorn","Cottonwood Ridge","CWMU","Any Legal Weapon","Male Only","10","9","9","100","1.6","4.5","CWMU"
"PB5328","Pronghorn","Pahvant Ensign","CWMU","Any Legal Weapon","Male Only","6","6","5","83.3","2.4","5","CWMU"
"PB5329","Pronghorn","Snowville Flat","CWMU","Any Legal Weapon","Male Only","3","3","3","100","1.5","5","CWMU"
"PB5330","Pronghorn","George Creek","CWMU","Any Legal Weapon","Male Only","4","4","4","100","5","4","CWMU"
"PB5331","Pronghorn","Mt Dutton/Paunsaugunt","Limited Entry","Any Legal Weapon","Male Only","24","24","21","87.5","2.3","3.6","Public"
"PB5332","Pronghorn","Mt Dutton/Paunsaugunt","Limited Entry","Archery","Male Only","4","4","1","25","9.3","2.8","Public"
"PB5337","Pronghorn","Heist","CWMU","Any Legal Weapon","Male Only","5","5","4","80","2.5","3.5","CWMU"
"PB5338","Pronghorn","Castle Valley Outdooors","CWMU","Any Legal Weapon","Male Only","4","4","4","100","3.5","4.5","CWMU"
"PB5339","Pronghorn","Iron Spring","CWMU","Any Legal Weapon","Male Only","2","2","2","100","2","4","CWMU"
"PB5342","Pronghorn","Salt Wells","CWMU","Any Legal Weapon","Male Only","5","5","5","100","2.6","4.2","CWMU"
"PB5343","Pronghorn","Prohibition Springs","CWMU","Any Legal Weapon","Male Only","2","2","2","100","1","5","CWMU"
"PB5345","Pronghorn","Green River Flat","CWMU","Any Legal Weapon","Male Only","5","5","5","100","1.5","5","CWMU"
"PB5346","Pronghorn","Junction Valley","CWMU Antlerless","Any Legal Weapon","Female Only","2","2","1","50","3","3","CWMU"
"PD1000","Pronghorn","Box Elder, Snowville","Antlerless","Any Legal Weapon","Female Only","80","70","33","47.1","3.1","2.9","Public"
"PD1012","Pronghorn","Box Elder, Promontory","Antlerless","Any Legal Weapon","Female Only","24","16","8","50","2.6","3.1","Public"
"PD1016","Pronghorn","Zane","CWMU Antlerless","Any Legal Weapon","Female Only","4","4","2","50","2.5","5","CWMU"
"PD1017","Pronghorn","Box Elder, West","Antlerless","Any Legal Weapon","Female Only","55","52","33","63.5","2.3","3.6","Public"
"PD1025","Pronghorn","Cottonwood Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","3","3","3","100","1","5","CWMU"
"PD1026","Pronghorn","Pahvant Ensign","CWMU Antlerless","Any Legal Weapon","Female Only","4","4","4","100","1.3","5","CWMU"
"PD1031","Pronghorn","Westlake","CWMU Antlerless","Any Legal Weapon","Female Only","12","12","12","100","1.1","5","CWMU"
"PD1033","Pronghorn","San Rafael, Poison Springs Bench","Antlerless","Any Legal Weapon","Female Only","15","13","7","53.8","2.1","2.8","Public"
"PD1034","Pronghorn","Fillmore, Oak Creek South","Antlerless","Any Legal Weapon","Female Only","30","30","27","90","1.6","4.4","Public"
"PD1035","Pronghorn","Fillmore, Oak Creek South","Antlerless","Any Legal Weapon","Female Only","30","27","27","100","1.6","4.3","Public"
"PD1041","Pronghorn","Heist","CWMU Antlerless","Any Legal Weapon","Female Only","3","3","0","0","1","3","CWMU"
"PD1043","Pronghorn","Nine Mile, Anthro-Pleasant Valley","Antlerless","Any Legal Weapon","Female Only","10","10","10","100","1","4.5","Public"
"PD1044","Pronghorn","Vernal-Ouray Valley","Antlerless","Any Legal Weapon","Female Only","9","7","6","85.7","3.6","2.9","Public"
"PD1047","Pronghorn","Antelope Creek","CWMU Antlerless","Any Legal Weapon","Female Only","10","10","10","100","1","4.6","CWMU"
"PD1048","Pronghorn","The Rose of Snowville","CWMU Antlerless","Any Legal Weapon","Female Only","3","2","2","100","1","4.5","CWMU"
"PD1049","Pronghorn","Zane","CWMU Antlerless","Any Legal Weapon","Female Only","6","5","1","20","3.4","2.4","CWMU"
"PD1050","Pronghorn","Cottonwood Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","6","5","5","100","1.6","4.4","CWMU"
"PD1051","Pronghorn","Pahvant Ensign","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","5","83.3","1","4.7","CWMU"
"PD1052","Pronghorn","Heist","CWMU Antlerless","Any Legal Weapon","Female Only","6","6","5","83.3","4.5","4.3","CWMU"
"PD1053","Pronghorn","Green River Flat","CWMU Antlerless","Any Legal Weapon","Female Only","7","6","5","83.3","1.4","4","CWMU"
"PD1054","Pronghorn","Parker Mtn","Antlerless","Archery","Female Only","29","20","4","20","3.9","3.9","Public"
"PD1055","Pronghorn","Parker Mtn","Antlerless","Muzzleloader","Female Only","34","30","13","43.3","2.5","3.8","Public"
"PD1056","Pronghorn","Parker Mtn","Antlerless","Any Legal Weapon","Female Only","37","32","22","68.8","1.6","4.2","Public"
"PD1057","Pronghorn","Parker Mtn, Highlands","Antlerless","Any Legal Weapon","Female Only","34","32","29","90.6","1.2","4.5","Public"
"PD1058","Pronghorn","Parker Mtn, Highlands","Antlerless","Any Legal Weapon","Female Only","38","33","15","45.5","2.4","3.2","Public"
"PD1059","Pronghorn","Parker Mtn, Plains","Antlerless","Any Legal Weapon","Female Only","28","23","19","82.6","1.7","4.3","Public"
"PD1060","Pronghorn","Parker Mtn, Plains","Antlerless","Any Legal Weapon","Female Only","39","35","30","85.7","2","3.7","Public"
"RE1000","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","Antlerless","Any Legal Weapon","Female Only","5","5","4","80","2","4","Public"
"RS0001","Rocky Mountain Bighorn Sheep","Rocky Mountain Bighorn Sheep - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2","2","100","1","5","Public"
"RS1000","Rocky Mountain Bighorn Sheep","Antelope Island","Conservation","Any Legal Weapon","Male Only","1","1","1","100","2","5","Public"
"RS1001","Rocky Mountain Bighorn Sheep","Book Cliffs, South","Conservation","Any Legal Weapon","Male Only","1","1","1","100","20","2","Public"
"RS1003","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","Conservation","Any Legal Weapon","Male Only","1","1","1","100","2","5","Public"
"RS1006","Rocky Mountain Bighorn Sheep","Nine Mile, Gray Canyon","Conservation","Any Legal Weapon","Male Only","1","1","1","100","15","5","Public"
"RS6700","Rocky Mountain Bighorn Sheep","Antelope Island","OIAL","Any Legal Weapon","Male Only","1","1","1","100","1","5","Public"
"RS6701","Rocky Mountain Bighorn Sheep","Book Cliffs, South","OIAL","Any Legal Weapon","Male Only","6","6","6","100","8.3","4.2","Public"
"RS6703","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","OIAL","Any Legal Weapon","Male Only","5","5","5","100","7.8","4.6","Public"
"RS6704","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","OIAL","Any Legal Weapon","Male Only","4","4","4","100","2.5","5","Public"
"RS6708","Rocky Mountain Bighorn Sheep","North Slope, Three Corners","OIAL","Any Legal Weapon","Male Only","3","3","3","100","21","5","Public"
"RS6709","Rocky Mountain Bighorn Sheep","North Slope, Summit/West Daggett","OIAL","Any Legal Weapon","Male Only","4","4","4","100","15.8","4.8","Public"
"RS6712","Rocky Mountain Bighorn Sheep","Nine Mile, Gray Canyon","OIAL","Any Legal Weapon","Male Only","6","5","5","100","7.8","4.2","Public"
"RS6713","Rocky Mountain Bighorn Sheep","Nine Mile, Jack Creek","OIAL","Any Legal Weapon","Male Only","4","4","4","100","4.7","5","Public"
"RS6720","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Any Legal Weapon","Male Only","4","4","4","100","1.3","4.5","Public"
"RS6721","Rocky Mountain Bighorn Sheep","Oquirrh-Stansbury, West","OIAL","Any Legal Weapon","Male Only","3","3","3","100","6","4","Public"
"RS6722","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","OIAL","Archery","Male Only","3","3","2","66.7","14","4","Public"
"RS6724","Rocky Mountain Bighorn Sheep","Wasatch Mtns, West","OIAL","Any Legal Weapon","Male Only","2","1","1","100","7.5","5","Public"
"RS6725","Rocky Mountain Bighorn Sheep","Nebo","OIAL","Any Legal Weapon","Male Only","2","2","2","100","9.5","3.5","Public"
"RS6726","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Any Legal Weapon","Male Only","6","6","6","100","2.3","5","Public"
"RS6727","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Archery","Male Only","2","2","2","100","2.5","4","Public"
