hunt_code,residency,hunt_name,species,weapon,hunt_type,access_type,public_permits_2025,public_permits_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,coverage_status,coverage_reason,bg_odds_pdf_page_index,bg_odds_printed_page,bg_odds_hunt_title,has_bg_odds_page,rac_page,rac_section,source_pdf,harvest_hunters_2025,harvest_2025,harvest_success_percent_2025,harvest_average_days_2025,harvest_satisfaction_2025,source_file_2026,link_key,antlerless_odds_sheet,antlerless_odds_row_start,antlerless_odds_title,has_antlerless_odds_page,has_any_odds_source
DB1326,Nonresident,Rosette,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,4,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,178,193,Cwmu Buck Deer - Rosette - An y Legal Wea pon,TRUE,,,,4,3,75,2.3,3.5,BUCK DEER.xlsx,DB1326_NONRESIDENT,,,,FALSE,TRUE
DB1327,Resident,Mountain Sky Ranch,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,7,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,179,194,Cwmu Buck Deer - Mountain Sky Ranch - An y Legal Wea pon,TRUE,,,,7,5,71.4,5.6,4.7,BUCK DEER.xlsx,DB1327_RESIDENT,,,,FALSE,TRUE
DB1327,Nonresident,Mountain Sky Ranch,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,7,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,179,194,Cwmu Buck Deer - Mountain Sky Ranch - An y Legal Wea pon,TRUE,,,,7,5,71.4,5.6,4.7,BUCK DEER.xlsx,DB1327_NONRESIDENT,,,,FALSE,TRUE
DB1328,Resident,Clear Creek,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,5,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,180,195,Cwmu Buck Deer - Clear Creek - An y Legal Wea pon,TRUE,,,,5,1,20,5.6,4.2,BUCK DEER.xlsx,DB1328_RESIDENT,,,,FALSE,TRUE
DB1328,Nonresident,Clear Creek,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,5,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,180,195,Cwmu Buck Deer - Clear Creek - An y Legal Wea pon,TRUE,,,,5,1,20,5.6,4.2,BUCK DEER.xlsx,DB1328_NONRESIDENT,,,,FALSE,TRUE
DB1330,Resident,Iron Spring,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,1,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,181,196,Cwmu Buck Deer - Iron Spring - An y Legal Wea pon,TRUE,,,,1,1,100,5,3,BUCK DEER.xlsx,DB1330_RESIDENT,,,,FALSE,TRUE
DB1330,Nonresident,Iron Spring,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,1,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,181,196,Cwmu Buck Deer - Iron Spring - An y Legal Wea pon,TRUE,,,,1,1,100,5,3,BUCK DEER.xlsx,DB1330_NONRESIDENT,,,,FALSE,TRUE
DB1331,Resident,Raft River,Deer,Any Legal Weapon,CWMU,CWMU,,2,,,10,2,,2,,,1,1,10,9,RED,MODELED,modeled_engine,182,197,Cwmu Buck Deer - Raft River - An y Legal Wea pon,TRUE,,,,10,9,90,4.8,5,BUCK DEER.xlsx,DB1331_RESIDENT,,,,FALSE,TRUE
DB1331,Nonresident,Raft River,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,10,2,,2,,,0,0,0,-1,GREEN,MODELED,modeled_engine,182,197,Cwmu Buck Deer - Raft River - An y Legal Wea pon,TRUE,,,,10,9,90,4.8,5,BUCK DEER.xlsx,DB1331_NONRESIDENT,,,,FALSE,TRUE
DB1332,Resident,West Ridge,Deer,Any Legal Weapon,CWMU,CWMU,,5,,,37,5,,5,,,2,3,6,-2,GREEN,MODELED,modeled_engine,183,198,Cwmu Buck Deer - West Rid ge - An y Legal Wea pon,TRUE,,,,35,21,60,5.6,3.7,BUCK DEER.xlsx,DB1332_RESIDENT,,,,FALSE,TRUE
DB1332,Nonresident,West Ridge,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,37,5,,5,,,0,0,0,-1,GREEN,MODELED,modeled_engine,183,198,Cwmu Buck Deer - West Rid ge - An y Legal Wea pon,TRUE,,,,35,21,60,5.6,3.7,BUCK DEER.xlsx,DB1332_NONRESIDENT,,,,FALSE,TRUE
DB1333,Resident,5S Land and Livestock,Deer,Any Legal Weapon,CWMU,CWMU,,2,,,16,2,,2,,,1,1,8,7,RED,MODELED,modeled_engine,184,199,Cwmu Buck Deer - 5s - Any Legal Wea pon,TRUE,,,,16,5,31.3,4,3.1,BUCK DEER.xlsx,DB1333_RESIDENT,,,,FALSE,TRUE
DB1333,Nonresident,5S Land and Livestock,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,16,2,,2,,,0,0,0,-1,GREEN,MODELED,modeled_engine,184,199,Cwmu Buck Deer - 5s - Any Legal Wea pon,TRUE,,,,16,5,31.3,4,3.1,BUCK DEER.xlsx,DB1333_NONRESIDENT,,,,FALSE,TRUE
DB1334,Resident,Alton,Deer,Any Legal Weapon,CWMU Cactus,CWMU,,1,,,5,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,185,200,Cwmu Cactus Buck Deer - Alton - An y Legal Wea pon,TRUE,,,,5,5,100,3,5,BUCK DEER.xlsx,DB1334_RESIDENT,,,,FALSE,TRUE
DB1334,Nonresident,Alton,Deer,Any Legal Weapon,CWMU Cactus,CWMU,,0,,,5,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,185,200,Cwmu Cactus Buck Deer - Alton - An y Legal Wea pon,TRUE,,,,5,5,100,3,5,BUCK DEER.xlsx,DB1334_NONRESIDENT,,,,FALSE,TRUE
DB1335,Resident,Big Piney Ranch,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,4,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,186,201,Cwmu Buck Deer - Bi g Pine y Ranch - An y Legal Wea pon,TRUE,,,,4,4,100,3,5,BUCK DEER.xlsx,DB1335_RESIDENT,,,,FALSE,TRUE
DB1335,Nonresident,Big Piney Ranch,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,4,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,186,201,Cwmu Buck Deer - Bi g Pine y Ranch - An y Legal Wea pon,TRUE,,,,4,4,100,3,5,BUCK DEER.xlsx,DB1335_NONRESIDENT,,,,FALSE,TRUE
DB1336,Resident,First Light,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,8,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,187,202,Cwmu Buck Deer - First Li ght - An y Legal Weapon,TRUE,,,,8,6,75,3.8,4.2,BUCK DEER.xlsx,DB1336_RESIDENT,,,,FALSE,TRUE
DB1336,Nonresident,First Light,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,8,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,187,202,Cwmu Buck Deer - First Li ght - An y Legal Weapon,TRUE,,,,8,6,75,3.8,4.2,BUCK DEER.xlsx,DB1336_NONRESIDENT,,,,FALSE,TRUE
DB1337,Resident,Little Pole Canyon,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,2,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,188,203,Cwmu Buck Deer - Little Pole Can yon - An y Legal Wea pon,TRUE,,,,2,0,0,6.5,3.5,BUCK DEER.xlsx,DB1337_RESIDENT,,,,FALSE,TRUE
DB1337,Nonresident,Little Pole Canyon,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,2,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,188,203,Cwmu Buck Deer - Little Pole Can yon - An y Legal Wea pon,TRUE,,,,2,0,0,6.5,3.5,BUCK DEER.xlsx,DB1337_NONRESIDENT,,,,FALSE,TRUE
DB1341,Resident,Dry Creek,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,10,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,189,204,Cwmu Buck Deer - Dr y Creek - An y Legal Wea pon,TRUE,,,,10,8,80,2.3,4.5,BUCK DEER.xlsx,DB1341_RESIDENT,,,,FALSE,TRUE
DB1341,Nonresident,Dry Creek,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,10,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,189,204,Cwmu Buck Deer - Dr y Creek - An y Legal Wea pon,TRUE,,,,10,8,80,2.3,4.5,BUCK DEER.xlsx,DB1341_NONRESIDENT,,,,FALSE,TRUE
DB1342,Resident,Faust Valley,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,4,1,,1,,,0,1,0,-1,GREEN,MODELED,modeled_engine,190,205,Cwmu Buck Deer - Faust Valle y - An y Legal Wea pon,TRUE,,,,4,4,100,3,3.3,BUCK DEER.xlsx,DB1342_RESIDENT,,,,FALSE,TRUE
DB1342,Nonresident,Faust Valley,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,4,1,,1,,,0,0,0,-1,GREEN,MODELED,modeled_engine,190,205,Cwmu Buck Deer - Faust Valle y - An y Legal Wea pon,TRUE,,,,4,4,100,3,3.3,BUCK DEER.xlsx,DB1342_NONRESIDENT,,,,FALSE,TRUE
DB1343,Resident,Red Iron,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,,,,,,,0,1,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1343_RESIDENT,,,,FALSE,FALSE
DB1343,Nonresident,Red Iron,Deer,Any Legal Weapon,CWMU,CWMU,,,,,,,,,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1343_NONRESIDENT,,,,FALSE,FALSE
DB1344,Resident,Salt Wells,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,,,,,,,0,1,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1344_RESIDENT,,,,FALSE,FALSE
DB1344,Nonresident,Salt Wells,Deer,Any Legal Weapon,CWMU,CWMU,,,,,,,,,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1344_NONRESIDENT,,,,FALSE,FALSE
DB1345,Resident,Diamond Mountain CWMU,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,,,,,,,0,1,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1345_RESIDENT,,,,FALSE,FALSE
DB1345,Nonresident,Diamond Mountain CWMU,Deer,Any Legal Weapon,CWMU,CWMU,,,,,,,,,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1345_NONRESIDENT,,,,FALSE,FALSE
DB1347,Resident,The Rose of Snowville,Deer,Any Legal Weapon,CWMU,CWMU,,2,,,6,2,,2,,,1,1,0,-6,GREEN,MODELED,modeled_engine,194,209,Cwmu Buck Deer - The Rose Of Snowville - An y Legal Wea pon,TRUE,,,,6,4,66.7,4.3,4,BUCK DEER.xlsx,DB1347_RESIDENT,,,,FALSE,TRUE
DB1347,Nonresident,The Rose of Snowville,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,6,2,,2,,,0,0,0,-1,GREEN,MODELED,modeled_engine,194,209,Cwmu Buck Deer - The Rose Of Snowville - An y Legal Wea pon,TRUE,,,,6,4,66.7,4.3,4,BUCK DEER.xlsx,DB1347_NONRESIDENT,,,,FALSE,TRUE
DB1348,Resident,Kimberly,Deer,Any Legal Weapon,CWMU,CWMU,,1,,,,,,,,,0,1,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1348_RESIDENT,,,,FALSE,FALSE
DB1348,Nonresident,Kimberly,Deer,Any Legal Weapon,CWMU,CWMU,,,,,,,,,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,,,,,,,DB1348_NONRESIDENT,,,,FALSE,FALSE
DB1349,Resident,Weber Florence Creek/Stillman Creek,Deer,Any Legal Weapon,CWMU,CWMU,,9,,,75,9,,9,,,4,5,12,-2,GREEN,MODELED,modeled_engine,196,211,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - An y Legal Wea pon,TRUE,,,,75,57,76,3.5,4.6,BUCK DEER.xlsx,DB1349_RESIDENT,,,,FALSE,TRUE
DB1349,Nonresident,Weber Florence Creek/Stillman Creek,Deer,Any Legal Weapon,CWMU,CWMU,,0,,,75,9,,9,,,0,0,0,-1,GREEN,MODELED,modeled_engine,196,211,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - An y Legal Wea pon,TRUE,,,,75,57,76,3.5,4.6,BUCK DEER.xlsx,DB1349_NONRESIDENT,,,,FALSE,TRUE
DB1351,Resident,The Dirty Dozen,Deer,Any Legal Weapon,CWMU,,,,,,,2,,2,,,,,,,,,,,,,FALSE,,,,,,,,,BUCK DEER.xlsx,DB1351_RESIDENT,,,,FALSE,FALSE
DB1351,Nonresident,The Dirty Dozen,Deer,Any Legal Weapon,CWMU,,,,,,,2,,2,,,,,,,,,,,,,FALSE,,,,,,,,,BUCK DEER.xlsx,DB1351_NONRESIDENT,,,,FALSE,FALSE
DB1501,Resident,Box Elder,Deer,Archery,General Season,Public,,,,,935,,,1040,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,711,164,23.1,9.5,3.2,BUCK DEER.xlsx,DB1501_RESIDENT,,,,FALSE,FALSE
DB1501,Nonresident,Box Elder,Deer,Archery,General Season,Public,,,,,935,,,1040,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,711,164,23.1,9.5,3.2,BUCK DEER.xlsx,DB1501_NONRESIDENT,,,,FALSE,FALSE
DB1502,Resident,Cache,Deer,Archery,General Season,Public,,,,,931,,,1160,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,755,119,15.8,8.2,3.3,BUCK DEER.xlsx,DB1502_RESIDENT,,,,FALSE,FALSE
DB1502,Nonresident,Cache,Deer,Archery,General Season,Public,,,,,931,,,1160,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,755,119,15.8,8.2,3.3,BUCK DEER.xlsx,DB1502_NONRESIDENT,,,,FALSE,FALSE
DB1503,Resident,Manti/San Rafael,Deer,Archery,General Season,Public,,,,,1325,,,1800,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1168,250,21.4,7.7,3.5,BUCK DEER.xlsx,DB1503_RESIDENT,,,,FALSE,FALSE
DB1503,Nonresident,Manti/San Rafael,Deer,Archery,General Season,Public,,,,,1325,,,1800,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1168,250,21.4,7.7,3.5,BUCK DEER.xlsx,DB1503_NONRESIDENT,,,,FALSE,FALSE
DB1504,Resident,Nebo,Deer,Archery,General Season,Public,,,,,763,,,1060,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,641,123,19.2,8.3,3.3,BUCK DEER.xlsx,DB1504_RESIDENT,,,,FALSE,FALSE
DB1504,Nonresident,Nebo,Deer,Archery,General Season,Public,,,,,763,,,1060,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,641,123,19.2,8.3,3.3,BUCK DEER.xlsx,DB1504_NONRESIDENT,,,,FALSE,FALSE
DB1506,Resident,Fillmore,Deer,Archery,General Season,Public,,,,,351,,,460,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,316,101,32,7.3,3.6,BUCK DEER.xlsx,DB1506_RESIDENT,,,,FALSE,FALSE
DB1506,Nonresident,Fillmore,Deer,Archery,General Season,Public,,,,,351,,,460,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,316,101,32,7.3,3.6,BUCK DEER.xlsx,DB1506_NONRESIDENT,,,,FALSE,FALSE
DB1508,Resident,Kamas,Deer,Archery,General Season,Public,,,,,210,,,200,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,176,29,16.5,7.7,3.3,BUCK DEER.xlsx,DB1508_RESIDENT,,,,FALSE,FALSE
DB1508,Nonresident,Kamas,Deer,Archery,General Season,Public,,,,,210,,,200,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,176,29,16.5,7.7,3.3,BUCK DEER.xlsx,DB1508_NONRESIDENT,,,,FALSE,FALSE
DB1509,Resident,La Sal Mtns,Deer,Archery,General Season,Public,,,,,266,,,360,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,232,112,48.3,6.1,4,BUCK DEER.xlsx,DB1509_RESIDENT,,,,FALSE,FALSE
DB1509,Nonresident,La Sal Mtns,Deer,Archery,General Season,Public,,,,,266,,,360,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,232,112,48.3,6.1,4,BUCK DEER.xlsx,DB1509_NONRESIDENT,,,,FALSE,FALSE
DB1510,Resident,Monroe,Deer,Archery,General Season,Public,,,,,79,,,220,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,50,19,38,8.4,3.2,BUCK DEER.xlsx,DB1510_RESIDENT,,,,FALSE,FALSE
DB1510,Nonresident,Monroe,Deer,Archery,General Season,Public,,,,,79,,,220,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,50,19,38,8.4,3.2,BUCK DEER.xlsx,DB1510_NONRESIDENT,,,,FALSE,FALSE
DB1511,Resident,Mt Dutton,Deer,Archery,General Season,Public,,,,,70,,,80,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,56,11,19.6,7.3,3.9,BUCK DEER.xlsx,DB1511_RESIDENT,,,,FALSE,FALSE
DB1511,Nonresident,Mt Dutton,Deer,Archery,General Season,Public,,,,,70,,,80,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,56,11,19.6,7.3,3.9,BUCK DEER.xlsx,DB1511_NONRESIDENT,,,,FALSE,FALSE
DB1512,Resident,Nine Mile,Deer,Archery,General Season,Public,,,,,190,,,280,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,147,44,29.9,9.4,3.1,BUCK DEER.xlsx,DB1512_RESIDENT,,,,FALSE,FALSE
DB1512,Nonresident,Nine Mile,Deer,Archery,General Season,Public,,,,,190,,,280,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,147,44,29.9,9.4,3.1,BUCK DEER.xlsx,DB1512_NONRESIDENT,,,,FALSE,FALSE
DB1513,Resident,North Slope,Deer,Archery,General Season,Public,,,,,506,,,620,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,384,51,13.3,8.8,3.2,BUCK DEER.xlsx,DB1513_RESIDENT,,,,FALSE,FALSE
DB1513,Nonresident,North Slope,Deer,Archery,General Season,Public,,,,,506,,,620,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,384,51,13.3,8.8,3.2,BUCK DEER.xlsx,DB1513_NONRESIDENT,,,,FALSE,FALSE
DB1514,Resident,Ogden,Deer,Archery,General Season,Public,,,,,396,,,540,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,296,59,19.9,9.3,3.3,BUCK DEER.xlsx,DB1514_RESIDENT,,,,FALSE,FALSE
DB1514,Nonresident,Ogden,Deer,Archery,General Season,Public,,,,,396,,,540,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,296,59,19.9,9.3,3.3,BUCK DEER.xlsx,DB1514_NONRESIDENT,,,,FALSE,FALSE
DB1516,Resident,Panguitch Lake,Deer,Archery,General Season,Public,,,,,415,,,500,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,384,141,36.7,8.5,3.7,BUCK DEER.xlsx,DB1516_RESIDENT,,,,FALSE,FALSE
DB1516,Nonresident,Panguitch Lake,Deer,Archery,General Season,Public,,,,,415,,,500,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,384,141,36.7,8.5,3.7,BUCK DEER.xlsx,DB1516_NONRESIDENT,,,,FALSE,FALSE
DB1517,Resident,Pine Valley,Deer,Archery,General Season,Public,,,,,490,,,600,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,434,115,26.5,8.5,3.5,BUCK DEER.xlsx,DB1517_RESIDENT,,,,FALSE,FALSE
DB1517,Nonresident,Pine Valley,Deer,Archery,General Season,Public,,,,,490,,,600,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,434,115,26.5,8.5,3.5,BUCK DEER.xlsx,DB1517_NONRESIDENT,,,,FALSE,FALSE
DB1518,Resident,Boulder/Kaiparowits,Deer,Archery,General Season,Public,,,,,430,,,720,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,378,121,32,7.2,3.5,BUCK DEER.xlsx,DB1518_RESIDENT,,,,FALSE,FALSE
DB1518,Nonresident,Boulder/Kaiparowits,Deer,Archery,General Season,Public,,,,,430,,,720,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,378,121,32,7.2,3.5,BUCK DEER.xlsx,DB1518_NONRESIDENT,,,,FALSE,FALSE
DB1519,Resident,Fishlake,Deer,Archery,General Season,Public,,,,,235,,,260,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,219,56,25.6,7,3.4,BUCK DEER.xlsx,DB1519_RESIDENT,,,,FALSE,FALSE
DB1519,Nonresident,Fishlake,Deer,Archery,General Season,Public,,,,,235,,,260,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,219,56,25.6,7,3.4,BUCK DEER.xlsx,DB1519_NONRESIDENT,,,,FALSE,FALSE
DB1521,Resident,"San Juan, Abajo Mtns",Deer,Archery,General Season,Public,,,,,476,,,560,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,412,155,37.6,6.4,3.8,BUCK DEER.xlsx,DB1521_RESIDENT,,,,FALSE,FALSE
DB1521,Nonresident,"San Juan, Abajo Mtns",Deer,Archery,General Season,Public,,,,,476,,,560,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,412,155,37.6,6.4,3.8,BUCK DEER.xlsx,DB1521_NONRESIDENT,,,,FALSE,FALSE
DB1522,Resident,Vernal/Bonanza,Deer,Archery,General Season,Public,,,,,366,,,420,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,327,129,39.4,10.2,3.3,BUCK DEER.xlsx,DB1522_RESIDENT,,,,FALSE,FALSE
DB1522,Nonresident,Vernal/Bonanza,Deer,Archery,General Season,Public,,,,,366,,,420,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,327,129,39.4,10.2,3.3,BUCK DEER.xlsx,DB1522_NONRESIDENT,,,,FALSE,FALSE
DB1523,Resident,Yellowstone,Deer,Archery,General Season,Public,,,,,236,,,280,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,205,62,30.2,10.4,3.4,BUCK DEER.xlsx,DB1523_RESIDENT,,,,FALSE,FALSE
DB1523,Nonresident,Yellowstone,Deer,Archery,General Season,Public,,,,,236,,,280,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,205,62,30.2,10.4,3.4,BUCK DEER.xlsx,DB1523_NONRESIDENT,,,,FALSE,FALSE
DB1524,Resident,Southwest Desert,Deer,Archery,General Season,Public,,,,,77,,,100,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,64,11,17.2,8.1,3.2,BUCK DEER.xlsx,DB1524_RESIDENT,,,,FALSE,FALSE
DB1524,Nonresident,Southwest Desert,Deer,Archery,General Season,Public,,,,,77,,,100,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,64,11,17.2,8.1,3.2,BUCK DEER.xlsx,DB1524_NONRESIDENT,,,,FALSE,FALSE
DB1525,Resident,"Wasatch Mtns, East",Deer,Archery,General Season,Public,,,,,912,,,1300,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,789,160,20.3,8,3.4,BUCK DEER.xlsx,DB1525_RESIDENT,,,,FALSE,FALSE
DB1525,Nonresident,"Wasatch Mtns, East",Deer,Archery,General Season,Public,,,,,912,,,1300,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,789,160,20.3,8,3.4,BUCK DEER.xlsx,DB1525_NONRESIDENT,,,,FALSE,FALSE
DB1526,Resident,"Wasatch Mtns, West",Deer,Archery,General Season,Public,,,,,1164,,,1580,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,900,163,18.1,8.4,3.4,BUCK DEER.xlsx,DB1526_RESIDENT,,,,FALSE,FALSE
DB1526,Nonresident,"Wasatch Mtns, West",Deer,Archery,General Season,Public,,,,,1164,,,1580,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,900,163,18.1,8.4,3.4,BUCK DEER.xlsx,DB1526_NONRESIDENT,,,,FALSE,FALSE
DB1529,Resident,Zion,Deer,Archery,General Season,Public,,,,,458,,,675,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,405,157,38.8,7.6,3.6,BUCK DEER.xlsx,DB1529_RESIDENT,,,,FALSE,FALSE
DB1529,Nonresident,Zion,Deer,Archery,General Season,Public,,,,,458,,,675,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,405,157,38.8,7.6,3.6,BUCK DEER.xlsx,DB1529_NONRESIDENT,,,,FALSE,FALSE
DB1531,Resident,Box Elder,Deer,Any Legal Weapon,General Season,Public,,,,,1982,,,2080,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1695,573,33.8,4.1,3.2,BUCK DEER.xlsx,DB1531_RESIDENT,,,,FALSE,FALSE
DB1531,Nonresident,Box Elder,Deer,Any Legal Weapon,General Season,Public,,,,,1982,,,2080,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1695,573,33.8,4.1,3.2,BUCK DEER.xlsx,DB1531_NONRESIDENT,,,,FALSE,FALSE
DB1533,Resident,Manti/San Rafael,Deer,Any Legal Weapon,General Season,Public,,,,,4507,,,5400,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,4060,1921,47.3,4,3.5,BUCK DEER.xlsx,DB1533_RESIDENT,,,,FALSE,FALSE
DB1533,Nonresident,Manti/San Rafael,Deer,Any Legal Weapon,General Season,Public,,,,,4507,,,5400,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,4060,1921,47.3,4,3.5,BUCK DEER.xlsx,DB1533_NONRESIDENT,,,,FALSE,FALSE
DB1534,Resident,Nebo,Deer,Any Legal Weapon,General Season,Public,,,,,2798,,,3180,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2544,1153,45.3,4.1,3.4,BUCK DEER.xlsx,DB1534_RESIDENT,,,,FALSE,FALSE
DB1534,Nonresident,Nebo,Deer,Any Legal Weapon,General Season,Public,,,,,2798,,,3180,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2544,1153,45.3,4.1,3.4,BUCK DEER.xlsx,DB1534_NONRESIDENT,,,,FALSE,FALSE
