hunt_code,residency,hunt_name,species,weapon,hunt_type,access_type,public_permits_2025,public_permits_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,coverage_status,coverage_reason,bg_odds_pdf_page_index,bg_odds_printed_page,bg_odds_hunt_title,has_bg_odds_page,rac_page,rac_section,source_pdf,harvest_hunters_2025,harvest_2025,harvest_success_percent_2025,harvest_average_days_2025,harvest_satisfaction_2025,source_file_2026,link_key,antlerless_odds_sheet,antlerless_odds_row_start,antlerless_odds_title,has_antlerless_odds_page,has_any_odds_source
EL3042,Nonresident,"Fillmore, Pahvant",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3042_NONRESIDENT,,,,FALSE,FALSE
EL3043,Resident,"Fillmore, Pahvant",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3043_RESIDENT,,,,FALSE,FALSE
EL3043,Nonresident,"Fillmore, Pahvant",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3043_NONRESIDENT,,,,FALSE,FALSE
EL3044,Resident,"La Sal, Dolores Triangle",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3044_RESIDENT,,,,FALSE,FALSE
EL3044,Nonresident,"La Sal, Dolores Triangle",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3044_NONRESIDENT,,,,FALSE,FALSE
EL3045,Resident,"La Sal, La Sal Mtns",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3045_RESIDENT,,,,FALSE,FALSE
EL3045,Nonresident,"La Sal, La Sal Mtns",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3045_NONRESIDENT,,,,FALSE,FALSE
EL3046,Resident,"La Sal, La Sal Mtns",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3046_RESIDENT,,,,FALSE,FALSE
EL3046,Nonresident,"La Sal, La Sal Mtns",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3046_NONRESIDENT,,,,FALSE,FALSE
EL3047,Resident,Monroe,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3047_RESIDENT,,,,FALSE,FALSE
EL3047,Nonresident,Monroe,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3047_NONRESIDENT,,,,FALSE,FALSE
EL3048,Resident,Monroe,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,2,5,BULL ELK DATABASE.xlsx,EL3048_RESIDENT,,,,FALSE,FALSE
EL3048,Nonresident,Monroe,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,2,5,BULL ELK DATABASE.xlsx,EL3048_NONRESIDENT,,,,FALSE,FALSE
EL3049,Resident,Mt Dutton,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3049_RESIDENT,,,,FALSE,FALSE
EL3049,Nonresident,Mt Dutton,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3049_NONRESIDENT,,,,FALSE,FALSE
EL3050,Resident,Mt Dutton,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3050_RESIDENT,,,,FALSE,FALSE
EL3050,Nonresident,Mt Dutton,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3050_NONRESIDENT,,,,FALSE,FALSE
EL3053,Resident,"North Slope, Three Corners",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3053_RESIDENT,,,,FALSE,FALSE
EL3053,Nonresident,"North Slope, Three Corners",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3053_NONRESIDENT,,,,FALSE,FALSE
EL3056,Resident,Panguitch Lake,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3056_RESIDENT,,,,FALSE,FALSE
EL3056,Nonresident,Panguitch Lake,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3056_NONRESIDENT,,,,FALSE,FALSE
EL3057,Resident,Panguitch Lake,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,0,0,1,1,BULL ELK DATABASE.xlsx,EL3057_RESIDENT,,,,FALSE,FALSE
EL3057,Nonresident,Panguitch Lake,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,0,0,1,1,BULL ELK DATABASE.xlsx,EL3057_NONRESIDENT,,,,FALSE,FALSE
EL3063,Resident,Fishlake/Thousand Lakes,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3063_RESIDENT,,,,FALSE,FALSE
EL3063,Nonresident,Fishlake/Thousand Lakes,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3063_NONRESIDENT,,,,FALSE,FALSE
EL3064,Resident,Fishlake/Thousand Lakes,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3064_RESIDENT,,,,FALSE,FALSE
EL3064,Nonresident,Fishlake/Thousand Lakes,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3064_NONRESIDENT,,,,FALSE,FALSE
EL3065,Resident,Fishlake/Thousand Lakes,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,4,4,BULL ELK DATABASE.xlsx,EL3065_RESIDENT,,,,FALSE,FALSE
EL3065,Nonresident,Fishlake/Thousand Lakes,Elk,Late Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,4,4,BULL ELK DATABASE.xlsx,EL3065_NONRESIDENT,,,,FALSE,FALSE
EL3066,Resident,San Juan Bull Elk,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,2,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2,2,100,2,4.5,BULL ELK DATABASE.xlsx,EL3066_RESIDENT,,,,FALSE,FALSE
EL3066,Nonresident,San Juan Bull Elk,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,2,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2,2,100,2,4.5,BULL ELK DATABASE.xlsx,EL3066_NONRESIDENT,,,,FALSE,FALSE
EL3067,Resident,San Juan Bull Elk,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3067_RESIDENT,,,,FALSE,FALSE
EL3067,Nonresident,San Juan Bull Elk,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3067_NONRESIDENT,,,,FALSE,FALSE
EL3068,Resident,Diamond Mtn,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,1,3,BULL ELK DATABASE.xlsx,EL3068_RESIDENT,,,,FALSE,FALSE
EL3068,Nonresident,Diamond Mtn,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,1,3,BULL ELK DATABASE.xlsx,EL3068_NONRESIDENT,,,,FALSE,FALSE
EL3069,Resident,Diamond Mtn,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3069_RESIDENT,,,,FALSE,FALSE
EL3069,Nonresident,Diamond Mtn,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3069_NONRESIDENT,,,,FALSE,FALSE
EL3072,Resident,Wasatch Mtns,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,7,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,7,4,57.1,3.5,4.2,BULL ELK DATABASE.xlsx,EL3072_RESIDENT,,,,FALSE,FALSE
EL3072,Nonresident,Wasatch Mtns,Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,7,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,7,4,57.1,3.5,4.2,BULL ELK DATABASE.xlsx,EL3072_NONRESIDENT,,,,FALSE,FALSE
EL3073,Resident,Wasatch Mtns,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3073_RESIDENT,,,,FALSE,FALSE
EL3073,Nonresident,Wasatch Mtns,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3073_NONRESIDENT,,,,FALSE,FALSE
EL3077,Resident,"Beaver, East",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3077_RESIDENT,,,,FALSE,FALSE
EL3077,Nonresident,"Beaver, East",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3077_NONRESIDENT,,,,FALSE,FALSE
EL3079,Resident,"Book Cliffs, Little Creek Roadless",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3079_RESIDENT,,,,FALSE,FALSE
EL3079,Nonresident,"Book Cliffs, Little Creek Roadless",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3079_NONRESIDENT,,,,FALSE,FALSE
EL3081,Resident,"Cache, Meadowville",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3081_RESIDENT,,,,FALSE,FALSE
EL3081,Nonresident,"Cache, Meadowville",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3081_NONRESIDENT,,,,FALSE,FALSE
EL3083,Resident,"Cache, South",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3083_RESIDENT,,,,FALSE,FALSE
EL3083,Nonresident,"Cache, South",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3083_NONRESIDENT,,,,FALSE,FALSE
EL3084,Resident,Manti,Elk,Muzzleloader,Limited Entry Landowner,Public,,,,,2,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2,1,50,4.5,3.5,BULL ELK DATABASE.xlsx,EL3084_RESIDENT,,,,FALSE,FALSE
EL3084,Nonresident,Manti,Elk,Muzzleloader,Limited Entry Landowner,Public,,,,,2,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,2,1,50,4.5,3.5,BULL ELK DATABASE.xlsx,EL3084_NONRESIDENT,,,,FALSE,FALSE
EL3086,Resident,"Fillmore, Pahvant",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3086_RESIDENT,,,,FALSE,FALSE
EL3086,Nonresident,"Fillmore, Pahvant",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3086_NONRESIDENT,,,,FALSE,FALSE
EL3087,Resident,"La Sal, La Sal Mtns",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3087_RESIDENT,,,,FALSE,FALSE
EL3087,Nonresident,"La Sal, La Sal Mtns",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3087_NONRESIDENT,,,,FALSE,FALSE
EL3088,Resident,Monroe,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3088_RESIDENT,,,,FALSE,FALSE
EL3088,Nonresident,Monroe,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3088_NONRESIDENT,,,,FALSE,FALSE
EL3089,Resident,Mt Dutton,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3089_RESIDENT,,,,FALSE,FALSE
EL3089,Nonresident,Mt Dutton,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3089_NONRESIDENT,,,,FALSE,FALSE
EL3091,Resident,"North Slope, Three Corners",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3091_RESIDENT,,,,FALSE,FALSE
EL3091,Nonresident,"North Slope, Three Corners",Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3091_NONRESIDENT,,,,FALSE,FALSE
EL3093,Resident,Panguitch Lake,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3093_RESIDENT,,,,FALSE,FALSE
EL3093,Nonresident,Panguitch Lake,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3093_NONRESIDENT,,,,FALSE,FALSE
EL3096,Resident,Fishlake/Thousand Lakes,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3096_RESIDENT,,,,FALSE,FALSE
EL3096,Nonresident,Fishlake/Thousand Lakes,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3096_NONRESIDENT,,,,FALSE,FALSE
EL3097,Resident,San Juan Bull Elk,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3097_RESIDENT,,,,FALSE,FALSE
EL3097,Nonresident,San Juan Bull Elk,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3097_NONRESIDENT,,,,FALSE,FALSE
EL3098,Resident,Diamond Mtn,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3098_RESIDENT,,,,FALSE,FALSE
EL3098,Nonresident,Diamond Mtn,Elk,Muzzleloader,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3098_NONRESIDENT,,,,FALSE,FALSE
EL3100,Resident,Wasatch Mtns,Elk,Muzzleloader,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,0,0,7,2,BULL ELK DATABASE.xlsx,EL3100_RESIDENT,,,,FALSE,FALSE
EL3100,Nonresident,Wasatch Mtns,Elk,Muzzleloader,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,0,0,7,2,BULL ELK DATABASE.xlsx,EL3100_NONRESIDENT,,,,FALSE,FALSE
EL3126,Resident,Manti,Elk,Mid Any Legal Weapon,Limited Entry Landowner,Public,,,,,3,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,3,3,100,4.7,4,BULL ELK DATABASE.xlsx,EL3126_RESIDENT,,,,FALSE,FALSE
EL3126,Nonresident,Manti,Elk,Mid Any Legal Weapon,Limited Entry Landowner,Public,,,,,3,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,3,3,100,4.7,4,BULL ELK DATABASE.xlsx,EL3126_NONRESIDENT,,,,FALSE,FALSE
EL3127,Resident,Wasatch Mtns,Elk,Mid Any Legal Weapon,Limited Entry Landowner,Public,,,,,6,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,6,5,83.3,2.7,4.2,BULL ELK DATABASE.xlsx,EL3127_RESIDENT,,,,FALSE,FALSE
EL3127,Nonresident,Wasatch Mtns,Elk,Mid Any Legal Weapon,Limited Entry Landowner,Public,,,,,6,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,6,5,83.3,2.7,4.2,BULL ELK DATABASE.xlsx,EL3127_NONRESIDENT,,,,FALSE,FALSE
EL3130,Resident,"Box Elder, Pilot Mtn",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3130_RESIDENT,,,,FALSE,FALSE
EL3130,Nonresident,"Box Elder, Pilot Mtn",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3130_NONRESIDENT,,,,FALSE,FALSE
EL3132,Resident,"Cache, North",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3132_RESIDENT,,,,FALSE,FALSE
EL3132,Nonresident,"Cache, North",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3132_NONRESIDENT,,,,FALSE,FALSE
EL3135,Resident,Barney Top/Kaiparowits,Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3135_RESIDENT,,,,FALSE,FALSE
EL3135,Nonresident,Barney Top/Kaiparowits,Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3135_NONRESIDENT,,,,FALSE,FALSE
EL3136,Resident,"Southwest Desert, North",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3136_RESIDENT,,,,FALSE,FALSE
EL3136,Nonresident,"Southwest Desert, North",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3136_NONRESIDENT,,,,FALSE,FALSE
EL3137,Resident,"West Desert, Deep Creek",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3137_RESIDENT,,,,FALSE,FALSE
EL3137,Nonresident,"West Desert, Deep Creek",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3137_NONRESIDENT,,,,FALSE,FALSE
EL3139,Resident,"Cache, North",Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3139_RESIDENT,,,,FALSE,FALSE
EL3139,Nonresident,"Cache, North",Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3139_NONRESIDENT,,,,FALSE,FALSE
EL3142,Resident,Barney Top/Kaiparowits,Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3142_RESIDENT,,,,FALSE,FALSE
EL3142,Nonresident,Barney Top/Kaiparowits,Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3142_NONRESIDENT,,,,FALSE,FALSE
EL3143,Resident,"Southwest Desert, North",Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3143_RESIDENT,,,,FALSE,FALSE
EL3143,Nonresident,"Southwest Desert, North",Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3143_NONRESIDENT,,,,FALSE,FALSE
EL3144,Resident,"West Desert, Deep Creek",Elk,HAMSS,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,6,5,BULL ELK DATABASE.xlsx,EL3144_RESIDENT,,,,FALSE,FALSE
EL3144,Nonresident,"West Desert, Deep Creek",Elk,HAMSS,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,6,5,BULL ELK DATABASE.xlsx,EL3144_NONRESIDENT,,,,FALSE,FALSE
EL3145,Resident,Boulder,Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3145_RESIDENT,,,,FALSE,FALSE
EL3145,Nonresident,Boulder,Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3145_NONRESIDENT,,,,FALSE,FALSE
EL3146,Resident,"Southwest Desert, South",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3146_RESIDENT,,,,FALSE,FALSE
EL3146,Nonresident,"Southwest Desert, South",Elk,Archery,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3146_NONRESIDENT,,,,FALSE,FALSE
EL3147,Resident,"Box Elder, Grouse Creek",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3147_RESIDENT,,,,FALSE,FALSE
EL3147,Nonresident,"Box Elder, Grouse Creek",Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3147_NONRESIDENT,,,,FALSE,FALSE
EL3148,Resident,Boulder,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3148_RESIDENT,,,,FALSE,FALSE
EL3148,Nonresident,Boulder,Elk,Any Legal Weapon,Limited Entry - Private Land Only,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,BULL ELK DATABASE.xlsx,EL3148_NONRESIDENT,,,,FALSE,FALSE
EL3149,Resident,"Southwest Desert, South",Elk,Early Any Legal Weapon,Limited Entry Landowner,Public,,,,,1,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,1,1,100,3,5,BULL ELK DATABASE.xlsx,EL3149_RESIDENT,,,,FALSE,FALSE
